# get-scriptcontent"
# get-serviceprincipal"
# get-serviceprincipalapproleassignments"
# get-temporaryaccesspassword"
# get-tenantid"
# get-tokenscope"
# get-user"
# get-userapproleassignments"
# get-userchatmessages"
# get-userdevices"
# get-userpermissiongrants"
# get-userprivileges"
# get-userproperties"
# get-usertransitivegroupmembership"
# grant-appadminconsent"
# https://cloudinfra.net/how-to-deploy-exe-applications-using-intune/
# https://learn.microsoft.com/en-us/graph/api/resources/intune-devices-manageddevice?view=graph-rest-beta
# https://www.systemcenterdudes.com/deploy-microsoft-intune-win32-apps/
# invite-guestuser"
# invoke-appsecrettoaccesstoken"
# invoke-certtoaccesstoken"
# invoke-customquery"
# invoke-estscookietoaccesstoken"
# invoke-refreshtoazuremanagementtoken"
# invoke-refreshtointuneenrollmenttoken"
# invoke-refreshtomsgraphtoken"
# invoke-refreshtomsteamstoken"
# invoke-refreshtoofficeappstoken"
# invoke-refreshtoofficemanagementtoken"
# invoke-refreshtoonedrivetoken"
# invoke-refreshtooutlooktoken"
# invoke-refreshtosharepointtoken"
# invoke-refreshtosubstratetoken"
# invoke-refreshtovaulttoken"
# invoke-refreshtoyammertoken"
# invoke-search"
# list-administrativeunits"
# list-applications"
# list-authmethods"
# list-chatmessages"
# list-chats"
# list-conditionalaccesspolicies"
# list-conditionalauthenticationcontexts"
# list-conditionalnamedlocations"
# list-devices"
# list-directoryroles"
# list-externalconnections"
# list-joinedteams"
# list-notebooks"
# list-onedrives"
# list-onedriveurls"
# list-recentonedrivefiles"
# list-serviceprincipals"
# list-sharedonedrivefiles"
# list-sharepointroot"
# list-sharepointsites"
# list-sharepointurls"
# list-tenants"
# lock-device"
# new-signedjwt"
# open-owamailboxinbrowser"
# reboot-device "
# remove-groupmember"
# retire-device"
# shutdown-device"
# spoof-owaemailmessage"
# todo:"
# update-deviceconfig"
# update-userpassword"
# update-userproperties"
# wipe-device "
#!/usr/bin/env python3
###########
###########"
############
############"
##############
##############"
##################
##################"
##########################
##########################"
################################
################################"
#################################
#################################"
