"('', '', '', '', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '2f2', '', '2f2', '', '', '', '')"
"('', '', '', '', '', '3', '', '3', '', '', '', '')"
"('', '', '', '', '', '30F0', '', '30F0', '', '', '', '')"
"('', '', '', '', '', '33', '', '33', '', '', '', '')"
"('', '', '', '', '', '333', '', '333', '', '', '', '')"
"('', '', '', '', '', '3333', '', '3333', '', '', '', '')"
"('', '', '', '', '', '343', '', '343', '', '', '', '')"
"('', '', '', '', '', '363', '', '363', '', '', '', '')"
"('', '', '', '', '', '3D3', '', '3D3', '', '', '', '')"
"('', '', '', '', '', '3d3', '', '3d3', '', '', '', '')"
"('', '', '', '', '', '4', '', '4', '', '', '', '')"
"('', '', '', '', '', '44', '', '44', '', '', '', '')"
"('', '', '', '', '', '444', '', '444', '', '', '', '')"
"('', '', '', '', '', '4444', '', '4444', '', '', '', '')"
"('', '', '', '', '', '4484', '', '4484', '', '', '', '')"
"('', '', '', '', '', '44F5', '', '44F5', '', '', '', '')"
"('', '', '', '', '', '4787', '', '4787', '', '', '', '')"
"('', '', '', '', '', '4D4', '', '4D4', '', '', '', '')"
"('', '', '', '', '', '4d4', '', '4d4', '', '', '', '')"
"('', '', '', '', '', '5', '', '5', '', '', '', '')"
"('', '', '', '', '', '5555', '', '5555', '', '', '', '')"
"('', '', '', '', '', '55A6', '', '55A6', '', '', '', '')"
"('', '', '', '', '', '5C66', '', '5C66', '', '', '', '')"
"('', '', '', '', '', '5E5', '', '5E5', '', '', '', '')"
"('', '', '', '', '', '6', '', '6', '', '', '', '')"
"('', '', '', '', '', '656', '', '656', '', '', '', '')"
"('', '', '', '', '', '666', '', '666', '', '', '', '')"
"('', '', '', '', '', '6666', '', '6666', '', '', '', '')"
"('', '', '', '', '', '6d6', '', '6d6', '', '', '', '')"
"('', '', '', '', '', '7', '', '7', '', '', '', '')"
"('', '', '', '', '', '71a1', '', '71a1', '', '', '', '')"
"('', '', '', '', '', '777', '', '777', '', '', '', '')"
"('', '', '', '', '', '7777', '', '7777', '', '', '', '')"
"('', '', '', '', '', '787', '', '787', '', '', '', '')"
"('', '', '', '', '', '79', '', '79', '', '', '', '')"
"('', '', '', '', '', '7D7', '', '7D7', '', '', '', '')"
"('', '', '', '', '', '7E7', '', '7E7', '', '', '', '')"
"('', '', '', '', '', '7d7', '', '7d7', '', '', '', '')"
"('', '', '', '', '', '8', '', '8', '', '', '', '')"
"('', '', '', '', '', '828', '', '828', '', '', '', '')"
"('', '', '', '', '', '88', '', '88', '', '', '', '')"
"('', '', '', '', '', '8839', '', '8839', '', '', '', '')"
"('', '', '', '', '', '8888', '', '8888', '', '', '', '')"
"('', '', '', '', '', '8E8', '', '8E8', '', '', '', '')"
"('', '', '', '', '', '8d8', '', '8d8', '', '', '', '')"
"('', '', '', '', '', '9', '', '9', '', '', '', '')"
"('', '', '', '', '', '929', '', '929', '', '', '', '')"
"('', '', '', '', '', '999', '', '999', '', '', '', '')"
"('', '', '', '', '', '9999', '', '9999', '', '', '', '')"
"('', '', '', '', '', '9D9', '', '9D9', '', '', '', '')"
"('', '', '', '', '', '9F9', '', '9F9', '', '', '', '')"
"('', '', '', '', '', '9c9', '', '9c9', '', '', '', '')"
"('', '', '', '', '', '9f9', '', '9f9', '', '', '', '')"
"('', '', '', '', '', 'B', '', 'B', '', '', '', '')"
"('', '', '', '', '', 'B777', '', 'B777', '', '', '', '')"
"('', '', '', '', '', 'D', '', 'D', '', '', '', '')"
"('', '', '', '', '', 'E', '', 'E', '', '', '', '')"
"('', '', '', '', '', 'F', '', 'F', '', '', '', '')"
"('', '', '', '', '', 'b778', '', 'b778', '', '', '', '')"
"('', '', '', '', '', 'c', '', 'c', '', '', '', '')"
"('', '', '', '', '', 'c555', '', 'c555', '', '', '', '')"
"('', '', '', '', '', 'd', '', 'd', '', '', '', '')"
"('', '', '', '', '', 'e', '', 'e', '', '', '', '')"
"('5:', '', '', '', '', '5D5', '', '5D5', '', '', '', '')"
"('8:', '', '', '', '', '', '', '', '', '', '', '')"
"('8:', '', '', '', '', '8', '', '8', '', '', '', '')"
"('995:', '', '', '', '', '', '', '', '', '', '', '')"
"('99::', '', '', ':', '', '', '', '', '', '', '', '')"
"('::', '::', '', '', '', '', '', '', '', '', '', '')"
"('a:', '', '', '', '', '', '', '', '', '', '', '')"
