"('http://', 'ht', '', '', '', '')"
"('https://', 'ht', 's', '/RedTeamOperations/33f245a777c9b322b0466b59d6687f15', '/', 'RedTeamOperations/33f245a777c9b322b0466b59d6687f15')"
"('https://', 'ht', 's', '/aalex954/evilginx2-TTPs#ip-blacklist', '/', 'aalex954/evilginx2-TTPs#ip-blacklist')"
"('https://', 'ht', 's', '/aitm-phishing-with-azure-functions-a1530b52df05', '/', 'aitm-phishing-with-azure-functions-a1530b52df05')"
"('https://', 'ht', 's', '/blog/2023/07/12/entra_phish.html', '/', 'blog/2023/07/12/entra_phish.html')"
"('https://', 'ht', 's', '/blog/2023/12/03/PhishingInfra.html', '/', 'blog/2023/12/03/PhishingInfra.html')"
"('https://', 'ht', 's', '/blog/2024/01/you-cant-see-me-protecting-your-phishing-infrastructure', '/', 'blog/2024/01/you-cant-see-me-protecting-your-phishing-infrastructure')"
"('https://', 'ht', 's', '/blog/a-new-class-of-phishing-verification-phishing-and-cross-idp-impersonation', '/', 'blog/a-new-class-of-phishing-verification-phishing-and-cross-idp-impersonation')"
"('https://', 'ht', 's', '/blog/how-to-protect-against-modern-phishing-attacks', '/', 'blog/how-to-protect-against-modern-phishing-attacks')"
"('https://', 'ht', 's', '/blog/identifying-gophish-servers', '/', 'blog/identifying-gophish-servers')"
"('https://', 'ht', 's', '/blog/the-triforce-of-initial-access', '/', 'blog/the-triforce-of-initial-access')"
"('https://', 'ht', 's', '/browser-in-the-browser-phishing-attack', '/', 'browser-in-the-browser-phishing-attack')"
"('https://', 'ht', 's', '/catching_transparent_phish.pdf', '/', 'catching_transparent_phish.pdf')"
"('https://', 'ht', 's', '/cloudflare-one/connections/connect-networks/do-more-with-tunnels/trycloudflare', '/', 'cloudflare-one/connections/connect-networks/do-more-with-tunnels/trycloudflare')"
"('https://', 'ht', 's', '/dazzyddos/HSC24RedTeamInfra/blob/main/RedTeamInfraAutomation.pdf', '/', 'dazzyddos/HSC24RedTeamInfra/blob/main/RedTeamInfraAutomation.pdf')"
"('https://', 'ht', 's', '/drink-like-a-phish-b9e91d0b5677', '/', 'drink-like-a-phish-b9e91d0b5677')"
"('https://', 'ht', 's', '/drink-like-a-phish-b9e91d0b5677?source=collection_home---6------0', '/', 'drink-like-a-phish-b9e91d0b5677?source=collection_home---6------0')"
"('https://', 'ht', 's', '/dunderhay/d5fcded54cc88a1b7e12599839b6badb', '/', 'dunderhay/d5fcded54cc88a1b7e12599839b6badb')"
"('https://', 'ht', 's', '/en-us/office/encrypt-email-messages-373339cb-bf1a-4509-b296-802a39d801dc', '/', 'en-us/office/encrypt-email-messages-373339cb-bf1a-4509-b296-802a39d801dc')"
"('https://', 'ht', 's', '/en-us/support/contact-support.aspx', '/', 'en-us/support/contact-support.aspx')"
"('https://', 'ht', 's', '/en/2024/02/26/google-open-redirect', '/', 'en/2024/02/26/google-open-redirect')"
"('https://', 'ht', 's', '/evilginx-mastery', '/', 'evilginx-mastery')"
"('https://', 'ht', 's', '/evilginx-resources-for-microsoft-365', '/', 'evilginx-resources-for-microsoft-365')"
"('https://', 'ht', 's', '/evilqr-phishing', '/', 'evilqr-phishing')"
"('https://', 'ht', 's', '/feeding-the-phishes-276c3579bba7', '/', 'feeding-the-phishes-276c3579bba7')"
"('https://', 'ht', 's', '/fin3ss3g0d/evilgophish', '/', 'fin3ss3g0d/evilgophish')"
"('https://', 'ht', 's', '/gophish/gophish/issues/1553#issuecomment-523969887', '/', 'gophish/gophish/issues/1553#issuecomment-523969887')"
"('https://', 'ht', 's', '/i?u=m4lici0u5.com', '/', 'i?u=m4lici0u5.com')"
"('https://', 'ht', 's', '/juzeon/spoofed-round-tripper', '/', 'juzeon/spoofed-round-tripper')"
"('https://', 'ht', 's', '/kgretzky/evilginx2/blob/55579600ca826a94b328d5e0cb35740045a35b2e/core/http_proxy.go#L887', '/', 'kgretzky/evilginx2/blob/55579600ca826a94b328d5e0cb35740045a35b2e/core/http_proxy.go#L887')"
"('https://', 'ht', 's', '/kgretzky/evilginx2/blob/9e32484719681892945130187ea52737b3d72051/core/http_proxy.go#L1984', '/', 'kgretzky/evilginx2/blob/9e32484719681892945130187ea52737b3d72051/core/http_proxy.go#L1984')"
"('https://', 'ht', 's', '/kgretzky/evilginx2/blob/9e32484719681892945130187ea52737b3d72051/core/http_proxy.go#L895', '/', 'kgretzky/evilginx2/blob/9e32484719681892945130187ea52737b3d72051/core/http_proxy.go#L895')"
"('https://', 'ht', 's', '/kgretzky/evilginx2/issues/1042#issuecomment-2052073864', '/', 'kgretzky/evilginx2/issues/1042#issuecomment-2052073864')"
"('https://', 'ht', 's', '/kgretzky/evilginx2/pull/1006', '/', 'kgretzky/evilginx2/pull/1006')"
"('https://', 'ht', 's', '/kgretzky/evilqr', '/', 'kgretzky/evilqr')"
"('https://', 'ht', 's', '/kgretzky/talks/blob/main/2024/x33fcon/a-smooth-sea-never-made-a-skilled-phisherman.pdf', '/', 'kgretzky/talks/blob/main/2024/x33fcon/a-smooth-sea-never-made-a-skilled-phisherman.pdf')"
"('https://', 'ht', 's', '/like-shooting-phish-in-a-barrel-926c1905bb4b', '/', 'like-shooting-phish-in-a-barrel-926c1905bb4b')"
"('https://', 'ht', 's', '/mdsecactivebreach/Chameleon', '/', 'mdsecactivebreach/Chameleon')"
"('https://', 'ht', 's', '/mgeeky/Penetration-Testing-Tools/blob/master/phishing/phishing-HTML-linter.py', '/', 'mgeeky/Penetration-Testing-Tools/blob/master/phishing/phishing-HTML-linter.py')"
"('https://', 'ht', 's', '/mgeeky/Penetration-Testing-Tools/tree/master/phishing', '/', 'mgeeky/Penetration-Testing-Tools/tree/master/phishing')"
"('https://', 'ht', 's', '/mgeeky/decode-spam-headers', '/', 'mgeeky/decode-spam-headers')"
"('https://', 'ht', 's', '/novnc-phishing', '/', 'novnc-phishing')"
"('https://', 'ht', 's', '/one-phish-two-phish-red-teams-spew-phish-1a2f02010ed7', '/', 'one-phish-two-phish-red-teams-spew-phish-1a2f02010ed7')"
"('https://', 'ht', 's', '/p1opa2wnRvg', '/', 'p1opa2wnRvg')"
"('https://', 'ht', 's', '/pentest/hook-line-and-phishlet', '/', 'pentest/hook-line-and-phishlet')"
"('https://', 'ht', 's', '/phish-out-of-water-aaeb677a5af3', '/', 'phish-out-of-water-aaeb677a5af3')"
"('https://', 'ht', 's', '/post/2021/modding_gophish', '/', 'post/2021/modding_gophish')"
"('https://', 'ht', 's', '/posts/Another-phishing-tool', '/', 'posts/Another-phishing-tool')"
"('https://', 'ht', 's', '/powerseb/NoPhish', '/', 'powerseb/NoPhish')"
"('https://', 'ht', 's', '/progressive-web-apps-pwa-phishing', '/', 'progressive-web-apps-pwa-phishing')"
"('https://', 'ht', 's', '/puzzlepeaches/sneaky_gophish', '/', 'puzzlepeaches/sneaky_gophish')"
"('https://', 'ht', 's', '/py68OE4tQ4Q?si=n6QlNuro88c1PRzn', '/', 'py68OE4tQ4Q?si=n6QlNuro88c1PRzn')"
"('https://', 'ht', 's', '/rad9800/bb73de360fc07ac544f0bc9faac9082d#file-index-js-L130', '/', 'rad9800/bb73de360fc07ac544f0bc9faac9082d#file-index-js-L130')"
"('https://', 'ht', 's', '/rad9800/bb73de360fc07ac544f0bc9faac9082d', '/', 'rad9800/bb73de360fc07ac544f0bc9faac9082d')"
"('https://', 'ht', 's', '/rad9800/status/1858242066356019317?s=46&t=mlJvZy0Zrkrxzuvtt7m2cQ', '/', 'rad9800/status/1858242066356019317?s=46&t=mlJvZy0Zrkrxzuvtt7m2cQ')"
"('https://', 'ht', 's', '/redteaming/spamfilterbypass', '/', 'redteaming/spamfilterbypass')"
"('https://', 'ht', 's', '/refraction-networking/utls', '/', 'refraction-networking/utls')"
"('https://', 'ht', 's', '/research/add-spf-dmarc-dkim-mx-records-evilginx', '/', 'research/add-spf-dmarc-dkim-mx-records-evilginx')"
"('https://', 'ht', 's', '/ses', '/', 'ses')"
"('https://', 'ht', 's', '/ss23/evilginx2', '/', 'ss23/evilginx2')"
"('https://', 'ht', 's', '/swagkarna/EvilJack', '/', 'swagkarna/EvilJack')"
"('https://', 'ht', 's', '/systematic-destruction-hacking-the-scammers-pt.-2', '/', 'systematic-destruction-hacking-the-scammers-pt.-2')"
"('https://', 'ht', 's', '/t5/microsoft-security-experts-blog/hunting-for-qr-code-aitm-phishing-and-user-compromise/bc-p/4054850', '/', 't5/microsoft-security-experts-blog/hunting-for-qr-code-aitm-phishing-and-user-compromise/bc-p/4054850')"
"('https://', 'ht', 's', '/tHNi5BzScVo?si=H2czog19AmTp_O26', '/', 'tHNi5BzScVo?si=H2czog19AmTp_O26')"
"('https://', 'ht', 's', '/tNh_sYkmurI?si=qcb917IB5zHU1fQk', '/', 'tNh_sYkmurI?si=qcb917IB5zHU1fQk')"
"('https://', 'ht', 's', '/threatexpress/domainhunter', '/', 'threatexpress/domainhunter')"
"('https://', 'ht', 's', '/uploads/WarCon22%20-%20Modern%20Initial%20Access%20and%20Evasion%20Tactics.pdf', '/', 'uploads/WarCon22%20-%20Modern%20Initial%20Access%20and%20Evasion%20Tactics.pdf')"
"('https://', 'ht', 's', '/uploads/WarCon22', '/', 'uploads/WarCon22')"
"('https://', 'ht', 's', '/using-honeytokens-to-detect-aitm-phishing-attacks-on-your-microsoft-365-tenant', '/', 'using-honeytokens-to-detect-aitm-phishing-attacks-on-your-microsoft-365-tenant')"
"('https://', 'ht', 's', '/watch?si=YTjMa8XBusj_tPdc&v=VglCgoIjztE&feature=youtu.be', '/', 'watch?si=YTjMa8XBusj_tPdc&v=VglCgoIjztE&feature=youtu.be')"
"('https://', 'ht', 's', '/wp-content/uploads/2023/08/Certified-Red-Team-CredOps-Infiltrator-CRT-COI-1.pdf', '/', 'wp-content/uploads/2023/08/Certified-Red-Team-CredOps-Infiltrator-CRT-COI-1.pdf')"
"('https://', 'ht', 's', '/wp-content/uploads/2023/08/OPSEC-on-the-High-Seas_-A-Gophish-Adventure.pdf', '/', 'wp-content/uploads/2023/08/OPSEC-on-the-High-Seas_-A-Gophish-Adventure.pdf')"
"('https://', 'ht', 's', '/zolderio/AITMWorker', '/', 'zolderio/AITMWorker')"
"('www.', '', '', '', '', '')"
"('www.', 'ht', '', '/tools/url-ip-lookup.php', '/', 'tools/url-ip-lookup.php')"
"('www.', 'ht', 's', '', '', '')"
"('www.', 'ht', 's', '/content/SiteLookup.aspx', '/', 'content/SiteLookup.aspx')"
"('www.', 'ht', 's', '/en-us/microsoft-365/enterprise/office365-plans-and-pricing', '/', 'en-us/microsoft-365/enterprise/office365-plans-and-pricing')"
"('www.', 'ht', 's', '/free-smtp-server', '/', 'free-smtp-server')"
"('www.', 'ht', 's', '/live/WY4mH-8TbWY?si=LkZ1LuduDln1vRuj', '/', 'live/WY4mH-8TbWY?si=LkZ1LuduDln1vRuj')"
"('www.', 'ht', 's', '/post/how-to-protect-evilginx-using-cloudflare-and-html-obfuscation', '/', 'post/how-to-protect-evilginx-using-cloudflare-and-html-obfuscation')"
"('www.', 'ht', 's', '/resources/never-had-a-bad-day-phishing-how-to-set-up-gophish-to-evade-security-controls', '/', 'resources/never-had-a-bad-day-phishing-how-to-set-up-gophish-to-evade-security-controls')"
"('www.', 'ht', 's', '/security-center/url-category-check-gate', '/', 'security-center/url-category-check-gate')"
"('www.', 'ht', 's', '/urlcat/main.htm', '/', 'urlcat/main.htm')"
"('www.', 'ht', 's', '/watch?v=luJjxpEwVHI&feature=youtu.be', '/', 'watch?v=luJjxpEwVHI&feature=youtu.be')"
"('www.', 'ht', 's', '/watch?v=wTLB0Yh70_0', '/', 'watch?v=wTLB0Yh70_0')"
"('www.', 'ht', 's', '/webfilter', '/', 'webfilter')"
