"('', '', '', '', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '12', '', '12', '', '', '', '')"
"('', '', '', '', '', '12f', '', '12f', '', '', '', '')"
"('', '', '', '', '', '13', '', '13', '', '', '', '')"
"('', '', '', '', '', '133', '', '133', '', '', '', '')"
"('', '', '', '', '', '14', '', '14', '', '', '', '')"
"('', '', '', '', '', '15', '', '15', '', '', '', '')"
"('', '', '', '', '', '15D', '', '15D', '', '', '', '')"
"('', '', '', '', '', '16', '', '16', '', '', '', '')"
"('', '', '', '', '', '166', '', '166', '', '', '', '')"
"('', '', '', '', '', '169', '', '169', '', '', '', '')"
"('', '', '', '', '', '17', '', '17', '', '', '', '')"
"('', '', '', '', '', '18', '', '18', '', '', '', '')"
"('', '', '', '', '', '182', '', '182', '', '', '', '')"
"('', '', '', '', '', '19', '', '19', '', '', '', '')"
"('', '', '', '', '', '1A', '', '1A', '', '', '', '')"
"('', '', '', '', '', '1AE', '', '1AE', '', '', '', '')"
"('', '', '', '', '', '1B', '', '1B', '', '', '', '')"
"('', '', '', '', '', '1Ba', '', '1Ba', '', '', '', '')"
"('', '', '', '', '', '1C', '', '1C', '', '', '', '')"
"('', '', '', '', '', '1Cc', '', '1Cc', '', '', '', '')"
"('', '', '', '', '', '1D', '', '1D', '', '', '', '')"
"('', '', '', '', '', '1E', '', '1E', '', '', '', '')"
"('', '', '', '', '', '1E7E', '', '1E7E', '', '', '', '')"
"('', '', '', '', '', '1F', '', '1F', '', '', '', '')"
"('', '', '', '', '', '1Fa', '', '1Fa', '', '', '', '')"
"('', '', '', '', '', '1a', '', '1a', '', '', '', '')"
"('', '', '', '', '', '1b', '', '1b', '', '', '', '')"
"('', '', '', '', '', '1c8', '', '1c8', '', '', '', '')"
"('', '', '', '', '', '1d', '', '1d', '', '', '', '')"
"('', '', '', '', '', '1e', '', '1e', '', '', '', '')"
"('', '', '', '', '', '1f', '', '1f', '', '', '', '')"
"('', '', '', '', '', '1faA', '', '1faA', '', '', '', '')"
"('', '', '', '', '', '2', '', '2', '', '', '', '')"
"('', '', '', '', '', '20', '', '20', '', '', '', '')"
"('', '', '', '', '', '20C', '', '20C', '', '', '', '')"
"('', '', '', '', '', '21', '', '21', '', '', '', '')"
"('', '', '', '', '', '211', '', '211', '', '', '', '')"
"('', '', '', '', '', '212', '', '212', '', '', '', '')"
"('', '', '', '', '', '22', '', '22', '', '', '', '')"
"('', '', '', '', '', '222', '', '222', '', '', '', '')"
"('', '', '', '', '', '23', '', '23', '', '', '', '')"
"('', '', '', '', '', '24', '', '24', '', '', '', '')"
"('', '', '', '', '', '249', '', '249', '', '', '', '')"
"('', '', '', '', '', '24a', '', '24a', '', '', '', '')"
"('', '', '', '', '', '25', '', '25', '', '', '', '')"
"('', '', '', '', '', '26', '', '26', '', '', '', '')"
"('', '', '', '', '', '27', '', '27', '', '', '', '')"
"('', '', '', '', '', '28', '', '28', '', '', '', '')"
"('', '', '', '', '', '29', '', '29', '', '', '', '')"
"('', '', '', '', '', '2A', '', '2A', '', '', '', '')"
"('', '', '', '', '', '2C', '', '2C', '', '', '', '')"
"('', '', '', '', '', '2D', '', '2D', '', '', '', '')"
"('', '', '', '', '', '2E', '', '2E', '', '', '', '')"
"('', '', '', '', '', '2Ec', '', '2Ec', '', '', '', '')"
"('', '', '', '', '', '2F', '', '2F', '', '', '', '')"
"('', '', '', '', '', '2a', '', '2a', '', '', '', '')"
"('', '', '', '', '', '2c', '', '2c', '', '', '', '')"
"('', '', '', '', '', '2cc', '', '2cc', '', '', '', '')"
"('', '', '', '', '', '2d', '', '2d', '', '', '', '')"
"('', '', '', '', '', '2e', '', '2e', '', '', '', '')"
"('', '', '', '', '', '2e7', '', '2e7', '', '', '', '')"
"('', '', '', '', '', '2f', '', '2f', '', '', '', '')"
"('', '', '', '', '', '2f6', '', '2f6', '', '', '', '')"
"('', '', '', '', '', '2fe', '', '2fe', '', '', '', '')"
"('', '', '', '', '', '3', '', '3', '', '', '', '')"
"('', '', '', '', '', '30', '', '30', '', '', '', '')"
"('', '', '', '', '', '303', '', '303', '', '', '', '')"
"('', '', '', '', '', '30a', '', '30a', '', '', '', '')"
"('', '', '', '', '', '31', '', '31', '', '', '', '')"
"('', '', '', '', '', '316', '', '316', '', '', '', '')"
"('', '', '', '', '', '31d', '', '31d', '', '', '', '')"
"('', '', '', '', '', '32', '', '32', '', '', '', '')"
"('', '', '', '', '', '322B', '', '322B', '', '', '', '')"
"('', '', '', '', '', '33', '', '33', '', '', '', '')"
"('', '', '', '', '', '335', '', '335', '', '', '', '')"
"('', '', '', '', '', '34', '', '34', '', '', '', '')"
"('', '', '', '', '', '3470', '', '3470', '', '', '', '')"
"('', '', '', '', '', '35', '', '35', '', '', '', '')"
"('', '', '', '', '', '36', '', '36', '', '', '', '')"
"('', '', '', '', '', '362', '', '362', '', '', '', '')"
"('', '', '', '', '', '36F', '', '36F', '', '', '', '')"
"('', '', '', '', '', '37', '', '37', '', '', '', '')"
"('', '', '', '', '', '38', '', '38', '', '', '', '')"
"('', '', '', '', '', '39', '', '39', '', '', '', '')"
"('', '', '', '', '', '397', '', '397', '', '', '', '')"
"('', '', '', '', '', '3A', '', '3A', '', '', '', '')"
"('', '', '', '', '', '3A3d', '', '3A3d', '', '', '', '')"
"('', '', '', '', '', '3AB', '', '3AB', '', '', '', '')"
"('', '', '', '', '', '3B', '', '3B', '', '', '', '')"
"('', '', '', '', '', '3BE', '', '3BE', '', '', '', '')"
"('', '', '', '', '', '3E', '', '3E', '', '', '', '')"
"('', '', '', '', '', '3F', '', '3F', '', '', '', '')"
"('', '', '', '', '', '3FF', '', '3FF', '', '', '', '')"
"('', '', '', '', '', '3a', '', '3a', '', '', '', '')"
"('', '', '', '', '', '3b', '', '3b', '', '', '', '')"
"('', '', '', '', '', '3b2', '', '3b2', '', '', '', '')"
"('', '', '', '', '', '3b81', '', '3b81', '', '', '', '')"
"('', '', '', '', '', '3c', '', '3c', '', '', '', '')"
"('', '', '', '', '', '3d', '', '3d', '', '', '', '')"
"('', '', '', '', '', '3e', '', '3e', '', '', '', '')"
"('', '', '', '', '', '3f', '', '3f', '', '', '', '')"
"('', '', '', '', '', '4', '', '4', '', '', '', '')"
"('', '', '', '', '', '40', '', '40', '', '', '', '')"
"('', '', '', '', '', '402', '', '402', '', '', '', '')"
"('', '', '', '', '', '4069', '', '4069', '', '', '', '')"
"('', '', '', '', '', '40D', '', '40D', '', '', '', '')"
"('', '', '', '', '', '41', '', '41', '', '', '', '')"
"('', '', '', '', '', '414', '', '414', '', '', '', '')"
"('', '', '', '', '', '42', '', '42', '', '', '', '')"
"('', '', '', '', '', '43', '', '43', '', '', '', '')"
"('', '', '', '', '', '434', '', '434', '', '', '', '')"
"('', '', '', '', '', '44', '', '44', '', '', '', '')"
"('', '', '', '', '', '448', '', '448', '', '', '', '')"
"('', '', '', '', '', '45', '', '45', '', '', '', '')"
"('', '', '', '', '', '46', '', '46', '', '', '', '')"
"('', '', '', '', '', '467', '', '467', '', '', '', '')"
"('', '', '', '', '', '47', '', '47', '', '', '', '')"
"('', '', '', '', '', '48', '', '48', '', '', '', '')"
"('', '', '', '', '', '4842', '', '4842', '', '', '', '')"
"('', '', '', '', '', '49', '', '49', '', '', '', '')"
"('', '', '', '', '', '4A', '', '4A', '', '', '', '')"
"('', '', '', '', '', '4B', '', '4B', '', '', '', '')"
"('', '', '', '', '', '4BD', '', '4BD', '', '', '', '')"
"('', '', '', '', '', '4C7e', '', '4C7e', '', '', '', '')"
"('', '', '', '', '', '4CE', '', '4CE', '', '', '', '')"
"('', '', '', '', '', '4D', '', '4D', '', '', '', '')"
"('', '', '', '', '', '4E', '', '4E', '', '', '', '')"
"('', '', '', '', '', '4Ea2', '', '4Ea2', '', '', '', '')"
"('', '', '', '', '', '4F', '', '4F', '', '', '', '')"
"('', '', '', '', '', '4F8D', '', '4F8D', '', '', '', '')"
"('', '', '', '', '', '4a', '', '4a', '', '', '', '')"
"('', '', '', '', '', '4b', '', '4b', '', '', '', '')"
"('', '', '', '', '', '4bb', '', '4bb', '', '', '', '')"
"('', '', '', '', '', '4c', '', '4c', '', '', '', '')"
"('', '', '', '', '', '4cc', '', '4cc', '', '', '', '')"
"('', '', '', '', '', '4e', '', '4e', '', '', '', '')"
"('', '', '', '', '', '4ef', '', '4ef', '', '', '', '')"
"('', '', '', '', '', '4f', '', '4f', '', '', '', '')"
"('', '', '', '', '', '4fD', '', '4fD', '', '', '', '')"
"('', '', '', '', '', '5', '', '5', '', '', '', '')"
"('', '', '', '', '', '50', '', '50', '', '', '', '')"
"('', '', '', '', '', '502B', '', '502B', '', '', '', '')"
"('', '', '', '', '', '51', '', '51', '', '', '', '')"
"('', '', '', '', '', '510B', '', '510B', '', '', '', '')"
"('', '', '', '', '', '511', '', '511', '', '', '', '')"
"('', '', '', '', '', '52', '', '52', '', '', '', '')"
"('', '', '', '', '', '53', '', '53', '', '', '', '')"
"('', '', '', '', '', '54', '', '54', '', '', '', '')"
"('', '', '', '', '', '54D', '', '54D', '', '', '', '')"
"('', '', '', '', '', '55', '', '55', '', '', '', '')"
"('', '', '', '', '', '55E', '', '55E', '', '', '', '')"
"('', '', '', '', '', '56', '', '56', '', '', '', '')"
"('', '', '', '', '', '56d', '', '56d', '', '', '', '')"
"('', '', '', '', '', '57', '', '57', '', '', '', '')"
"('', '', '', '', '', '58', '', '58', '', '', '', '')"
"('', '', '', '', '', '59', '', '59', '', '', '', '')"
"('', '', '', '', '', '5A', '', '5A', '', '', '', '')"
"('', '', '', '', '', '5B', '', '5B', '', '', '', '')"
"('', '', '', '', '', '5C', '', '5C', '', '', '', '')"
"('', '', '', '', '', '5C1', '', '5C1', '', '', '', '')"
"('', '', '', '', '', '5CEB', '', '5CEB', '', '', '', '')"
"('', '', '', '', '', '5CEd', '', '5CEd', '', '', '', '')"
"('', '', '', '', '', '5D', '', '5D', '', '', '', '')"
"('', '', '', '', '', '5Dbf', '', '5Dbf', '', '', '', '')"
"('', '', '', '', '', '5E', '', '5E', '', '', '', '')"
"('', '', '', '', '', '5E0', '', '5E0', '', '', '', '')"
"('', '', '', '', '', '5E4', '', '5E4', '', '', '', '')"
"('', '', '', '', '', '5F', '', '5F', '', '', '', '')"
"('', '', '', '', '', '5Fb', '', '5Fb', '', '', '', '')"
"('', '', '', '', '', '5a', '', '5a', '', '', '', '')"
"('', '', '', '', '', '5b', '', '5b', '', '', '', '')"
"('', '', '', '', '', '5c', '', '5c', '', '', '', '')"
"('', '', '', '', '', '5d', '', '5d', '', '', '', '')"
"('', '', '', '', '', '5e', '', '5e', '', '', '', '')"
"('', '', '', '', '', '5f', '', '5f', '', '', '', '')"
"('', '', '', '', '', '6', '', '6', '', '', '', '')"
"('', '', '', '', '', '60', '', '60', '', '', '', '')"
"('', '', '', '', '', '61', '', '61', '', '', '', '')"
"('', '', '', '', '', '62', '', '62', '', '', '', '')"
"('', '', '', '', '', '63', '', '63', '', '', '', '')"
"('', '', '', '', '', '64', '', '64', '', '', '', '')"
"('', '', '', '', '', '65', '', '65', '', '', '', '')"
"('', '', '', '', '', '66', '', '66', '', '', '', '')"
"('', '', '', '', '', '67', '', '67', '', '', '', '')"
"('', '', '', '', '', '68', '', '68', '', '', '', '')"
"('', '', '', '', '', '69', '', '69', '', '', '', '')"
"('', '', '', '', '', '6A', '', '6A', '', '', '', '')"
"('', '', '', '', '', '6B', '', '6B', '', '', '', '')"
"('', '', '', '', '', '6B9', '', '6B9', '', '', '', '')"
"('', '', '', '', '', '6C', '', '6C', '', '', '', '')"
"('', '', '', '', '', '6D', '', '6D', '', '', '', '')"
"('', '', '', '', '', '6DA', '', '6DA', '', '', '', '')"
"('', '', '', '', '', '6E', '', '6E', '', '', '', '')"
"('', '', '', '', '', '6EA7', '', '6EA7', '', '', '', '')"
"('', '', '', '', '', '6F', '', '6F', '', '', '', '')"
"('', '', '', '', '', '6Fc', '', '6Fc', '', '', '', '')"
"('', '', '', '', '', '6a', '', '6a', '', '', '', '')"
"('', '', '', '', '', '6a8', '', '6a8', '', '', '', '')"
"('', '', '', '', '', '6b', '', '6b', '', '', '', '')"
"('', '', '', '', '', '6c', '', '6c', '', '', '', '')"
"('', '', '', '', '', '6d', '', '6d', '', '', '', '')"
"('', '', '', '', '', '6dA', '', '6dA', '', '', '', '')"
"('', '', '', '', '', '6e', '', '6e', '', '', '', '')"
"('', '', '', '', '', '6f', '', '6f', '', '', '', '')"
"('', '', '', '', '', '7', '', '7', '', '', '', '')"
"('', '', '', '', '', '70', '', '70', '', '', '', '')"
"('', '', '', '', '', '71', '', '71', '', '', '', '')"
"('', '', '', '', '', '72', '', '72', '', '', '', '')"
"('', '', '', '', '', '73', '', '73', '', '', '', '')"
"('', '', '', '', '', '74', '', '74', '', '', '', '')"
"('', '', '', '', '', '749', '', '749', '', '', '', '')"
"('', '', '', '', '', '75', '', '75', '', '', '', '')"
"('', '', '', '', '', '76', '', '76', '', '', '', '')"
"('', '', '', '', '', '76B', '', '76B', '', '', '', '')"
"('', '', '', '', '', '77', '', '77', '', '', '', '')"
"('', '', '', '', '', '78', '', '78', '', '', '', '')"
"('', '', '', '', '', '79', '', '79', '', '', '', '')"
"('', '', '', '', '', '7A', '', '7A', '', '', '', '')"
"('', '', '', '', '', '7A6a', '', '7A6a', '', '', '', '')"
"('', '', '', '', '', '7B', '', '7B', '', '', '', '')"
"('', '', '', '', '', '7C', '', '7C', '', '', '', '')"
"('', '', '', '', '', '7D', '', '7D', '', '', '', '')"
"('', '', '', '', '', '7D4', '', '7D4', '', '', '', '')"
"('', '', '', '', '', '7E', '', '7E', '', '', '', '')"
"('', '', '', '', '', '7EB', '', '7EB', '', '', '', '')"
"('', '', '', '', '', '7F', '', '7F', '', '', '', '')"
"('', '', '', '', '', '7F0', '', '7F0', '', '', '', '')"
"('', '', '', '', '', '7a1', '', '7a1', '', '', '', '')"
"('', '', '', '', '', '7ab', '', '7ab', '', '', '', '')"
"('', '', '', '', '', '7af', '', '7af', '', '', '', '')"
"('', '', '', '', '', '7b', '', '7b', '', '', '', '')"
"('', '', '', '', '', '7b9', '', '7b9', '', '', '', '')"
"('', '', '', '', '', '7bF', '', '7bF', '', '', '', '')"
"('', '', '', '', '', '7c', '', '7c', '', '', '', '')"
"('', '', '', '', '', '7c2', '', '7c2', '', '', '', '')"
"('', '', '', '', '', '7d', '', '7d', '', '', '', '')"
"('', '', '', '', '', '7e', '', '7e', '', '', '', '')"
"('', '', '', '', '', '7f', '', '7f', '', '', '', '')"
"('', '', '', '', '', '8', '', '8', '', '', '', '')"
"('', '', '', '', '', '80', '', '80', '', '', '', '')"
"('', '', '', '', '', '81', '', '81', '', '', '', '')"
"('', '', '', '', '', '817', '', '817', '', '', '', '')"
"('', '', '', '', '', '82', '', '82', '', '', '', '')"
"('', '', '', '', '', '824', '', '824', '', '', '', '')"
"('', '', '', '', '', '83', '', '83', '', '', '', '')"
"('', '', '', '', '', '84', '', '84', '', '', '', '')"
"('', '', '', '', '', '85', '', '85', '', '', '', '')"
"('', '', '', '', '', '87', '', '87', '', '', '', '')"
"('', '', '', '', '', '878c', '', '878c', '', '', '', '')"
"('', '', '', '', '', '87A', '', '87A', '', '', '', '')"
"('', '', '', '', '', '88', '', '88', '', '', '', '')"
"('', '', '', '', '', '89', '', '89', '', '', '', '')"
"('', '', '', '', '', '8A', '', '8A', '', '', '', '')"
"('', '', '', '', '', '8B', '', '8B', '', '', '', '')"
"('', '', '', '', '', '8C', '', '8C', '', '', '', '')"
"('', '', '', '', '', '8C9', '', '8C9', '', '', '', '')"
"('', '', '', '', '', '8D', '', '8D', '', '', '', '')"
"('', '', '', '', '', '8E', '', '8E', '', '', '', '')"
"('', '', '', '', '', '8F', '', '8F', '', '', '', '')"
"('', '', '', '', '', '8a', '', '8a', '', '', '', '')"
"('', '', '', '', '', '8b', '', '8b', '', '', '', '')"
"('', '', '', '', '', '8b7', '', '8b7', '', '', '', '')"
"('', '', '', '', '', '8c', '', '8c', '', '', '', '')"
"('', '', '', '', '', '8cf', '', '8cf', '', '', '', '')"
"('', '', '', '', '', '8d', '', '8d', '', '', '', '')"
"('', '', '', '', '', '8e', '', '8e', '', '', '', '')"
"('', '', '', '', '', '8e4', '', '8e4', '', '', '', '')"
"('', '', '', '', '', '8ef', '', '8ef', '', '', '', '')"
"('', '', '', '', '', '8f', '', '8f', '', '', '', '')"
"('', '', '', '', '', '9', '', '9', '', '', '', '')"
"('', '', '', '', '', '91', '', '91', '', '', '', '')"
"('', '', '', '', '', '92', '', '92', '', '', '', '')"
"('', '', '', '', '', '93', '', '93', '', '', '', '')"
"('', '', '', '', '', '93cB', '', '93cB', '', '', '', '')"
"('', '', '', '', '', '94', '', '94', '', '', '', '')"
"('', '', '', '', '', '95', '', '95', '', '', '', '')"
"('', '', '', '', '', '96', '', '96', '', '', '', '')"
"('', '', '', '', '', '97', '', '97', '', '', '', '')"
"('', '', '', '', '', '974', '', '974', '', '', '', '')"
"('', '', '', '', '', '979', '', '979', '', '', '', '')"
"('', '', '', '', '', '98', '', '98', '', '', '', '')"
"('', '', '', '', '', '99', '', '99', '', '', '', '')"
"('', '', '', '', '', '9A', '', '9A', '', '', '', '')"
"('', '', '', '', '', '9B', '', '9B', '', '', '', '')"
"('', '', '', '', '', '9B8', '', '9B8', '', '', '', '')"
"('', '', '', '', '', '9Bd', '', '9Bd', '', '', '', '')"
"('', '', '', '', '', '9C', '', '9C', '', '', '', '')"
"('', '', '', '', '', '9D', '', '9D', '', '', '', '')"
"('', '', '', '', '', '9E', '', '9E', '', '', '', '')"
"('', '', '', '', '', '9F', '', '9F', '', '', '', '')"
"('', '', '', '', '', '9a', '', '9a', '', '', '', '')"
"('', '', '', '', '', '9a0', '', '9a0', '', '', '', '')"
"('', '', '', '', '', '9b', '', '9b', '', '', '', '')"
"('', '', '', '', '', '9b9', '', '9b9', '', '', '', '')"
"('', '', '', '', '', '9bE', '', '9bE', '', '', '', '')"
"('', '', '', '', '', '9c', '', '9c', '', '', '', '')"
"('', '', '', '', '', '9e', '', '9e', '', '', '', '')"
"('', '', '', '', '', '9f', '', '9f', '', '', '', '')"
"('', '', '', '', '', '9f6', '', '9f6', '', '', '', '')"
"('', '', '', '', '', 'A', '', 'A', '', '', '', '')"
"('', '', '', '', '', 'A1', '', 'A1', '', '', '', '')"
"('', '', '', '', '', 'A1d4', '', 'A1d4', '', '', '', '')"
"('', '', '', '', '', 'A2', '', 'A2', '', '', '', '')"
"('', '', '', '', '', 'A20', '', 'A20', '', '', '', '')"
"('', '', '', '', '', 'A2a', '', 'A2a', '', '', '', '')"
"('', '', '', '', '', 'A3', '', 'A3', '', '', '', '')"
"('', '', '', '', '', 'A31E', '', 'A31E', '', '', '', '')"
"('', '', '', '', '', 'A36', '', 'A36', '', '', '', '')"
"('', '', '', '', '', 'A4', '', 'A4', '', '', '', '')"
"('', '', '', '', '', 'A5', '', 'A5', '', '', '', '')"
"('', '', '', '', '', 'A55', '', 'A55', '', '', '', '')"
"('', '', '', '', '', 'A6', '', 'A6', '', '', '', '')"
"('', '', '', '', '', 'A6f', '', 'A6f', '', '', '', '')"
"('', '', '', '', '', 'A7', '', 'A7', '', '', '', '')"
"('', '', '', '', '', 'A7D', '', 'A7D', '', '', '', '')"
"('', '', '', '', '', 'A8', '', 'A8', '', '', '', '')"
"('', '', '', '', '', 'A8e', '', 'A8e', '', '', '', '')"
"('', '', '', '', '', 'A9', '', 'A9', '', '', '', '')"
"('', '', '', '', '', 'A930', '', 'A930', '', '', '', '')"
"('', '', '', '', '', 'A9be', '', 'A9be', '', '', '', '')"
"('', '', '', '', '', 'AA', '', 'AA', '', '', '', '')"
"('', '', '', '', '', 'AB', '', 'AB', '', '', '', '')"
"('', '', '', '', '', 'AB0', '', 'AB0', '', '', '', '')"
"('', '', '', '', '', 'AC', '', 'AC', '', '', '', '')"
"('', '', '', '', '', 'AC5', '', 'AC5', '', '', '', '')"
"('', '', '', '', '', 'ACF', '', 'ACF', '', '', '', '')"
"('', '', '', '', '', 'ADa', '', 'ADa', '', '', '', '')"
"('', '', '', '', '', 'AE', '', 'AE', '', '', '', '')"
"('', '', '', '', '', 'AE7', '', 'AE7', '', '', '', '')"
"('', '', '', '', '', 'Aa', '', 'Aa', '', '', '', '')"
"('', '', '', '', '', 'Ab', '', 'Ab', '', '', '', '')"
"('', '', '', '', '', 'Ac', '', 'Ac', '', '', '', '')"
"('', '', '', '', '', 'Aca', '', 'Aca', '', '', '', '')"
"('', '', '', '', '', 'Ad', '', 'Ad', '', '', '', '')"
"('', '', '', '', '', 'Ae', '', 'Ae', '', '', '', '')"
"('', '', '', '', '', 'Ae2', '', 'Ae2', '', '', '', '')"
"('', '', '', '', '', 'Ae2A', '', 'Ae2A', '', '', '', '')"
"('', '', '', '', '', 'Af', '', 'Af', '', '', '', '')"
"('', '', '', '', '', 'B', '', 'B', '', '', '', '')"
"('', '', '', '', '', 'B0', '', 'B0', '', '', '', '')"
"('', '', '', '', '', 'B1', '', 'B1', '', '', '', '')"
"('', '', '', '', '', 'B2', '', 'B2', '', '', '', '')"
"('', '', '', '', '', 'B3', '', 'B3', '', '', '', '')"
"('', '', '', '', '', 'B3d', '', 'B3d', '', '', '', '')"
"('', '', '', '', '', 'B3f7', '', 'B3f7', '', '', '', '')"
"('', '', '', '', '', 'B4', '', 'B4', '', '', '', '')"
"('', '', '', '', '', 'B5', '', 'B5', '', '', '', '')"
"('', '', '', '', '', 'B6', '', 'B6', '', '', '', '')"
"('', '', '', '', '', 'B6C', '', 'B6C', '', '', '', '')"
"('', '', '', '', '', 'B7', '', 'B7', '', '', '', '')"
"('', '', '', '', '', 'B8', '', 'B8', '', '', '', '')"
"('', '', '', '', '', 'B9', '', 'B9', '', '', '', '')"
"('', '', '', '', '', 'BA', '', 'BA', '', '', '', '')"
"('', '', '', '', '', 'BB6', '', 'BB6', '', '', '', '')"
"('', '', '', '', '', 'BC', '', 'BC', '', '', '', '')"
"('', '', '', '', '', 'BD', '', 'BD', '', '', '', '')"
"('', '', '', '', '', 'BF', '', 'BF', '', '', '', '')"
"('', '', '', '', '', 'Ba', '', 'Ba', '', '', '', '')"
"('', '', '', '', '', 'Bb', '', 'Bb', '', '', '', '')"
"('', '', '', '', '', 'Bc', '', 'Bc', '', '', '', '')"
"('', '', '', '', '', 'Bd', '', 'Bd', '', '', '', '')"
"('', '', '', '', '', 'Bd7', '', 'Bd7', '', '', '', '')"
"('', '', '', '', '', 'Be', '', 'Be', '', '', '', '')"
"('', '', '', '', '', 'Bf', '', 'Bf', '', '', '', '')"
"('', '', '', '', '', 'C', '', 'C', '', '', '', '')"
"('', '', '', '', '', 'C0C', '', 'C0C', '', '', '', '')"
"('', '', '', '', '', 'C1', '', 'C1', '', '', '', '')"
"('', '', '', '', '', 'C1E', '', 'C1E', '', '', '', '')"
"('', '', '', '', '', 'C2', '', 'C2', '', '', '', '')"
"('', '', '', '', '', 'C2f', '', 'C2f', '', '', '', '')"
"('', '', '', '', '', 'C4', '', 'C4', '', '', '', '')"
"('', '', '', '', '', 'C5D', '', 'C5D', '', '', '', '')"
"('', '', '', '', '', 'C6', '', 'C6', '', '', '', '')"
"('', '', '', '', '', 'C7', '', 'C7', '', '', '', '')"
"('', '', '', '', '', 'C79', '', 'C79', '', '', '', '')"
"('', '', '', '', '', 'C8', '', 'C8', '', '', '', '')"
"('', '', '', '', '', 'C86', '', 'C86', '', '', '', '')"
"('', '', '', '', '', 'C94d', '', 'C94d', '', '', '', '')"
"('', '', '', '', '', 'CA', '', 'CA', '', '', '', '')"
"('', '', '', '', '', 'CB', '', 'CB', '', '', '', '')"
"('', '', '', '', '', 'CC', '', 'CC', '', '', '', '')"
"('', '', '', '', '', 'CE', '', 'CE', '', '', '', '')"
"('', '', '', '', '', 'CEB', '', 'CEB', '', '', '', '')"
"('', '', '', '', '', 'CF', '', 'CF', '', '', '', '')"
"('', '', '', '', '', 'Ca', '', 'Ca', '', '', '', '')"
"('', '', '', '', '', 'Cb', '', 'Cb', '', '', '', '')"
"('', '', '', '', '', 'CbD', '', 'CbD', '', '', '', '')"
"('', '', '', '', '', 'Cc', '', 'Cc', '', '', '', '')"
"('', '', '', '', '', 'Cc5', '', 'Cc5', '', '', '', '')"
"('', '', '', '', '', 'CcF', '', 'CcF', '', '', '', '')"
"('', '', '', '', '', 'Cd', '', 'Cd', '', '', '', '')"
"('', '', '', '', '', 'Cd3', '', 'Cd3', '', '', '', '')"
"('', '', '', '', '', 'Ce', '', 'Ce', '', '', '', '')"
"('', '', '', '', '', 'Ce9', '', 'Ce9', '', '', '', '')"
"('', '', '', '', '', 'Cf', '', 'Cf', '', '', '', '')"
"('', '', '', '', '', 'D', '', 'D', '', '', '', '')"
"('', '', '', '', '', 'D0', '', 'D0', '', '', '', '')"
"('', '', '', '', '', 'D0A', '', 'D0A', '', '', '', '')"
"('', '', '', '', '', 'D1', '', 'D1', '', '', '', '')"
"('', '', '', '', '', 'D1B', '', 'D1B', '', '', '', '')"
"('', '', '', '', '', 'D2', '', 'D2', '', '', '', '')"
"('', '', '', '', '', 'D2CA', '', 'D2CA', '', '', '', '')"
"('', '', '', '', '', 'D3', '', 'D3', '', '', '', '')"
"('', '', '', '', '', 'D403', '', 'D403', '', '', '', '')"
"('', '', '', '', '', 'D48', '', 'D48', '', '', '', '')"
"('', '', '', '', '', 'D5', '', 'D5', '', '', '', '')"
"('', '', '', '', '', 'D6', '', 'D6', '', '', '', '')"
