"('0.', '', '')"
"('OutTime.', '', '')"
"('OutValueHash.', '', '')"
"('Output.', '', '')"
"('Owned.', '', '')"
"('Owner.', '', '')"
"('OwnerObject.', '', '')"
"('OwnerSID.', '', '')"
"('PS.', '', '')"
"('PSBoundParameters.', '', '')"
"('PSCmdlet.', '', '')"
"('PSObject.', '', '')"
"('PageRequestControl.', '', '')"
"('PageResponseControl.', '', '')"
"('Param.', '', '')"
"('Parameter.', '', '')"
"('ParameterSets.', '', '')"
"('Parameters.', '', '')"
"('ParentNode.', '', '')"
"('Parser.', '', '')"
"('Parts.', '', '')"
"('Path.', '', '')"
"('Pool.', '', '')"
"('PortCheckResult.', '', '')"
"('PowerShell.', '', '')"
"('PowerView.', '', '')"
"('Principal.', '', '')"
"('PrincipalObject.', '', '')"
"('PrincipalSID.', '', '')"
"('Privs.', '', '')"
"('Process.', '', '')"
"('Prop.', '', '')"
"('Properties.', '', '')"
"('PropertiesToLoad.', '', '')"
"('PropertyName.', '', '')"
"('Props.', '', '')"
"('Protocols.', '', '')"
"('PsBase.', '', '')"
"('PsCmdlet.', '', '')"
"('Pt.', '', '')"
"('Q.', '', '')"
"('RBCDSearcher.', '', '')"
"('RandNo.', '', '')"
"('RawObject.', '', '')"
"('ReferenceObject.', '', '')"
"('Reflection.', '', '')"
"('Reg.', '', '')"
"('RegProvider.', '', '')"
"('Registry.', '', '')"
"('Request.', '', '')"
"('Response.', '', '')"
"('RestoreTargets.', '', '')"
"('Result.', '', '')"
"('ResultUACValues.', '', '')"
"('Results.', '', '')"
"('RootDomain.', '', '')"
"('Runspace.', '', '')"
"('Runspaces.', '', '')"
"('SD.', '', '')"
"('SDDLObject.', '', '')"
"('SDDLtoCheck.', '', '')"
"('ScheduledTasks.', '', '')"
"('Schema.', '', '')"
"('SchemaPath.', '', '')"
"('ScriptParameters.', '', '')"
"('SearchBase.', '', '')"
"('SearchResults.', '', '')"
"('Searcher.', '', '')"
"('SearcherArguments.', '', '')"
"('Section.', '', '')"
"('Security.', '', '')"
"('SecurityDescriptor.', '', '')"
"('SecurityIdentifier.', '', '')"
"('SeenDomains.', '', '')"
"('Services.', '', '')"
"('Session.', '', '')"
"('SessionOptions.', '', '')"
"('SessionState.', '', '')"
"('Share.', '', '')"
"('ShareName.', '', '')"
"('Sharphound.', '', '')"
"('SimplePermissions.', '', '')"
"('SiteSearcher.', '', '')"
"('SizeMethod.', '', '')"
"('Socket.', '', '')"
"('Sockets.', '', '')"
"('Specialized.', '', '')"
"('StartTime.', '', '')"
"('StructBuilder.', '', '')"
"('StructFields.', '', '')"
"('Subnet.', '', '')"
"('SubnetSearcher.', '', '')"
"('System.', '', '')"
"('SystemAccess.', '', '')"
"('T.', '', '')"
"('Target.', '', '')"
"('TargetComputer.', '', '')"
"('TargetComputerArrayList.', '', '')"
"('TargetComputerName.', '', '')"
"('TargetComputers.', '', '')"
"('TargetDomain.', '', '')"
"('TargetGptTmplPath.', '', '')"
"('TargetObject.', '', '')"
"('TargetSid.', '', '')"
"('TargetUsers.', '', '')"
"('Temp.', '', '')"
"('TempCred.', '', '')"
"('TempObject.', '', '')"
"('TemplateACL.', '', '')"
"('Text.', '', '')"
"('Threading.', '', '')"
"('Ticket.', '', '')"
"('Tokens.', '', '')"
"('Trust.', '', '')"
"('TrustAttributes.', '', '')"
"('TypeFilter.', '', '')"
"('TypeHash.', '', '')"
"('TypeNames.', '', '')"
"('UACValue.', '', '')"
"('UACValues.', '', '')"
"('USERDNSDOMAIN.', '', '')"
"('UTF8.', '', '')"
"('Unicode.', '', '')"
"('User.', '', '')"
"('UserContext.', '', '')"
"('UserDistinguishedName.', '', '')"
"('UserFlags.', '', '')"
"('UserName.', '', '')"
"('UserResult.', '', '')"
"('UserSearcher.', '', '')"
"('Value.', '', '')"
"('Var.', '', '')"
"('Variables.', '', '')"
"('VbeData.', '', '')"
"('Vd.', '', '')"
"('Win32.', '', '')"
"('Xml.', '', '')"
"('accuvant.', '', '')"
"('acl.', '', '')"
"('adsecurity.', '', '')"
"('assembly.', '', '')"
"('azurewebsites.', '', '')"
"('backup-sds.', '', '-sds')"
"('blogspot.', '', '')"
"('bouncycastle.', '', '')"
"('c.', '', '')"
"('cc227147.', '', '')"
"('cc230324.', '', '')"
"('charlie.', '', '')"
"('contoso.', '', '')"
"('cred.', '', '')"
"('csc.', '', '')"
"('d.', '', '')"
"('decode-vbe.', '', '-vbe')"
"('demo.', '', '')"
"('directory-ou-permissions-report-free-powershell-script-download.', '', '-download')"
"('distinguishedname.', '', '')"
"('ee617253.', '', '')"
"('encodedfile.', '', '')"
"('example.', '', '')"
"('exploiting-windows-2008-group-policy.', '', '-policy')"
"('external.', '', '')"
"('exumbraops.', '', '')"
"('fabrikam.', '', '')"
"('file.', '', '')"
"('filters.', '', '')"
"('freesoft.', '', '')"
"('github.', '', '')"
"('githubusercontent.', '', '')"
"('gmail.', '', '')"
"('gplink.', '', '')"
"('gpo.', '', '')"
"('gpp-password-retrieval-with-powershell.', '', '-powershell')"
"('group-managers.', '', '-managers')"
"('groups.', '', '')"
"('harmj0y.', '', '')"
"('ietf.', '', '')"
"('io.', '', '')"
"('item.', '', '')"
"('jK.', '', '')"
"('kUS.', '', '')"
"('logon.', '', '')"
"('matt.', '', '')"
"('microsoft.', '', '')"
"('mwrinfosecurity.', '', '')"
"('object.', '', '')"
"('objectsid.', '', '')"
"('pkiextendedkeyusage.', '', '')"
"('poshcode.', '', '')"
"('powershell.', '', '')"
"('powershellmagazine.', '', '')"
"('primary.', '', '')"
"('program.', '', '')"
"('program2.', '', '')"
"('properties.', '', '')"
"('psbase.', '', '')"
"('psobject.', '', '')"
"('putty.', '', '')"
"('pwdlastset.', '', '')"
"('reg.', '', '')"
"('response.', '', '')"
"('runas.', '', '')"
"('schema.', '', '')"
"('share.', '', '')"
"('sixdub.', '', '')"
"('sogeti.', '', '-pentest')"
"('specterops.', '', '')"
"('stackoverflow.', '', '')"
"('stealthbits.', '', '')"
"('stuart.', '', '')"
"('subkeys.', '', '')"
"('target.', '', '')"
"('targets.', '', '')"
"('technet.', '', '')"
"('template.', '', '')"
"('test.', '', '')"
"('testing.', '', '')"
"('testlab.', '', '')"
"('trusts.', '', '')"
"('uZ.', '', '')"
"('users.', '', '')"
"('vars.', '', '')"
"('wU.', '', '')"
"('windowsitpro.', '', '')"
"('wordpress.', '', '')"
"('xacl.', '', '')"
"('xml.', '', '')"
