"('http://', 'ht', '', '', '', '')"
"('https://', 'ht', 's', '/en-us/library/ee617253.aspx', '/', 'en-us/library/ee617253.aspx')"
"('https://', 'ht', 's', '/en-us/library/ms675976', '/', 'en-us/library/ms675976')"
"('https://', 'ht', 's', '/en-us/library/windows/desktop/aa370440', '/', 'en-us/library/windows/desktop/aa370440')"
"('https://', 'ht', 's', '/en-us/library/windows/desktop/aa370601', '/', 'en-us/library/windows/desktop/aa370601')"
"('https://', 'ht', 's', '/en-us/library/windows/desktop/aa385413', '/', 'en-us/library/windows/desktop/aa385413')"
"('https://', 'ht', 's', '/en-us/openspecs/windows_protocols/ms-crtd/1192823c-d839-4bc3-9b6b-fa8c53507ae1', '/', 'en-us/openspecs/windows_protocols/ms-crtd/1192823c-d839-4bc3-9b6b-fa8c53507ae1')"
"('https://', 'ht', 's', '/en-us/openspecs/windows_protocols/ms-crtd/ec71fd43-61c2-407b-83c9-b52272dec8a1', '/', 'en-us/openspecs/windows_protocols/ms-crtd/ec71fd43-61c2-407b-83c9-b52272dec8a1')"
"('https://', 'ht', 's', '/en-us/openspecs/windows_protocols/ms-crtd/f6122d87-b999-4b92-bff8-f465e8949667', '/', 'en-us/openspecs/windows_protocols/ms-crtd/f6122d87-b999-4b92-bff8-f465e8949667')"
"('https://', 'ht', 's', '/en-us/openspecs/windows_protocols/ms-dtyp/81d92bba-d22b-4a8c-908a-554ab29148ab', '/', 'en-us/openspecs/windows_protocols/ms-dtyp/81d92bba-d22b-4a8c-908a-554ab29148ab')"
"('https://', 'ht', 's', '/en-us/windows-server/identity/ad-ds/manage/understand-security-identifiers', '/', 'en-us/windows-server/identity/ad-ds/manage/understand-security-identifiers')"
"('https://', 'ht', 's', '/heyscriptingguy/2011/08/20/use-powershell-to-work-with-any-ini-file', '/', 'heyscriptingguy/2011/08/20/use-powershell-to-work-with-any-ini-file')"
"('https://', 'ht', 's', '/html/rfc4121#section-4.1', '/', 'html/rfc4121#section-4.1')"
"('https://', 'ht', 's', '/ly4k/Certipy', '/', 'ly4k/Certipy')"
"('https://', 'ht', 's', '/mattifestation/PSReflect/master/PSReflect.psm1', '/', 'mattifestation/PSReflect/master/PSReflect.psm1')"
"('https://', 'ht', 's', '/mattifestation/PowerSploit/blob/master/Recon/Get-GPPPassword.ps1', '/', 'mattifestation/PowerSploit/blob/master/Recon/Get-GPPPassword.ps1')"
"('https://', 'ht', 's', '/mmessano/PowerShell/master/dns-dump.ps1', '/', 'mmessano/PowerShell/master/dns-dump.ps1')"
"('https://', 'ht', 's', '/pie/2014/08/25/metadata-1-when-did-the-delegation-change-how-to-track-security-descriptor-modifications', '/', 'pie/2014/08/25/metadata-1-when-did-the-delegation-change-how-to-track-security-descriptor-modifications')"
"('https://', 'ht', 's', '/pie/2014/08/25/metadata-2-the-ephemeral-admin-or-how-to-track-the-group-membership', '/', 'pie/2014/08/25/metadata-2-the-ephemeral-admin-or-how-to-track-the-group-membership')"
"('https://', 'ht', 's', '/rapid7/metasploit-framework/blob/master/modules/post/windows/gather/local_admin_search_enum.rb', '/', 'rapid7/metasploit-framework/blob/master/modules/post/windows/gather/local_admin_search_enum.rb')"
"('https://', 'ht', 's', '/scriptcenter/Translating-Active-5c80dd67', '/', 'scriptcenter/Translating-Active-5c80dd67')"
"('https://', 'ht', 's', '/tag/groups', '/', 'tag/groups')"
"('https://', 'ht', 's', '/vletoux/pingcastle/blob/master/Scanners/LAPSBitLocker.cs', '/', 'vletoux/pingcastle/blob/master/Scanners/LAPSBitLocker.cs')"
"('www.', 'ht', '', '', '', '')"
"('www.', 'ht', '', '/2012/05/gpp-password-retrieval-with-powershell.html', '/', '2012/05/gpp-password-retrieval-with-powershell.html')"
"('www.', 'ht', '', '/2013/05/23/pstip-retrieve-group-membership-of-an-active-directory-group-recursively', '/', '2013/05/23/pstip-retrieve-group-membership-of-an-active-directory-group-recursively')"
"('www.', 'ht', '', '/2013/07/29/pstip-hiding-parameters-from-tab-completion', '/', '2013/07/29/pstip-hiding-parameters-from-tab-completion')"
"('www.', 'ht', '', '/2014/09/25/easily-defining-enums-structs-and-win32-functions-in-memory', '/', '2014/09/25/easily-defining-enums-structs-and-win32-functions-in-memory')"
"('www.', 'ht', '', '/2014/11/07/offensive-event-parsing-bringing-home-trophies', '/', '2014/11/07/offensive-event-parsing-bringing-home-trophies')"
"('www.', 'ht', '', '/CIE/RFC/1510', '/', 'CIE/RFC/1510')"
"('www.', 'ht', '', '/CIE/RFC/1510/55.htm', '/', 'CIE/RFC/1510/55.htm')"
"('www.', 'ht', '', '/CIE/RFC/1510/56.htm', '/', 'CIE/RFC/1510/56.htm')"
"('www.', 'ht', '', '/CIE/RFC/1510/68.htm', '/', 'CIE/RFC/1510/68.htm')"
"('www.', 'ht', '', '/blog/2016/6/1/kerberos-party-tricks-weaponizing-kerberos-protocol-flaws', '/', 'blog/2016/6/1/kerberos-party-tricks-weaponizing-kerberos-protocol-flaws')"
"('www.', 'ht', '', '/blog/redteaming/where-my-admins-at-gpo-edition', '/', 'blog/redteaming/where-my-admins-at-gpo-edition')"
"('www.', 'ht', 's', '/assets/resources/Certified_Pre-Owned.pdf', '/', 'assets/resources/Certified_Pre-Owned.pdf')"
