"('0.', '', '')"
"('f.', '', '')"
"('fCookie.', '', '')"
"('fabianofranz.', '', '')"
"('fds.', '', '')"
"('fh.', '', '')"
"('file.', '', '')"
"('fileHandle.', '', '')"
"('filepath.', '', '')"
"('filter.', '', '')"
"('finalCmd.', '', '')"
"('fish.', '', '')"
"('flag.', '', '')"
"('flagCompletionMutex.', '', '')"
"('flagErrorBuf.', '', '')"
"('flagSet.', '', '')"
"('flags.', '', '')"
"('flagset.', '', '')"
"('fmt.', '', '')"
"('fobj.', '', '')"
"('foo.', '', '')"
"('formattingLock.', '', '')"
"('freebsd.', '', '')"
"('freedesktop.', '', '')"
"('fs.', '', '')"
"('ft.', '', '')"
"('fv.', '', '')"
"('g.', '', '')"
"('gerrithub.', '', '')"
"('github.', '', '')"
"('githubusercontent.', '', '')"
"('glibc.', '', '')"
"('gmail.', '', '')"
"('gnu.', '', '')"
"('go.', '', '')"
"('goFlagSet.', '', '')"
"('godoc.', '', '')"
"('goflag.', '', '')"
"('gohugo.', '', '')"
"('golang.', '', '')"
"('golangci-lint.', '', '-lint')"
"('google.', '', '')"
"('gopkg.', '', '')"
"('goreleaser.', '', '')"
"('goreportcard.', '', '')"
"('gre.', '', '')"
"('h.', '', '')"
"('handle.', '', '')"
"('hash.', '', '')"
"('hax.', '', '')"
"('hdr.', '', '')"
"('header.', '', '')"
"('helm.', '', '')"
"('here.', '', '')"
"('hex.', '', '')"
"('history.', '', '')"
"('http.', '', '')"
"('hw.', '', '')"
"('iPhoneOS.', '', '')"
"('icmp.', '', '')"
"('icmp6.', '', '')"
"('ietf.', '', '')"
"('iflags.', '', '')"
"('ifq.', '', '')"
"('ifr.', '', '')"
"('ifreq.', '', '')"
"('ifs.', '', '')"
"('igmp.', '', '')"
"('illumos.', '', '')"
"('image.', '', '')"
"('impl.', '', '')"
"('inconshreveable.', '', '')"
"('inet.', '', '')"
"('info.', '', '')"
"('inner.', '', '')"
"('input.', '', '')"
"('interval.', '', '')"
"('intigriti.', '', '')"
"('intrcnt.', '', '')"
"('io.', '', '')"
"('ioDesc.', '', '')"
"('ioctl.', '', '')"
"('ioutil.', '', '')"
"('iov.', '', '')"
"('ip.', '', '')"
"('ip6.', '', '')"
"('ipcomp.', '', '')"
"('iphlpapi.', '', '')"
"('ipip.', '', '')"
"('ipsv.', '', '')"
"('istio.', '', '')"
"('isv.', '', '')"
"('j1939.', '', '')"
"('json.', '', '')"
"('k.', '', '')"
"('kern.', '', '')"
"('kernel.', '', '')"
"('kernel32.', '', '')"
"('kubernetes.', '', '')"
"('l.', '', '')"
"('lflags.', '', '')"
"('libc.', '', '')"
"('libsendfile.', '', '')"
"('libsocket.', '', '')"
"('linkerd.', '', '')"
"('list.', '', '')"
"('lk.', '', '')"
"('local.', '', '')"
"('localCmd.', '', '')"
"('localNonPersistentFlags.', '', '')"
"('localSockFilter.', '', '')"
"('localSockaddr.', '', '')"
"('localState.', '', '')"
"('lock.', '', '')"
"('lockable.', '', '')"
"('log.', '', '')"
"('logger.', '', '')"
"('m.', '', '')"
"('main.', '', '')"
"('make.', '', '')"
"('malloc.', '', '')"
"('man7.', '', '')"
"('mapper.', '', '')"
"('md5.', '', '')"
"('mercure.', '', '')"
"('metadata.', '', '')"
"('microsoft.', '', '')"
"('mkall.', '', '')"
"('mkerrors.', '', '')"
"('mkknownfolderids.', '', '')"
"('mkpost.', '', '')"
"('mksyscall.', '', '')"
"('mksysnum.', '', '')"
"('mobileip.', '', '')"
"('modCfgMgr32.', '', '')"
"('modadvapi32.', '', '')"
"('modcrypt32.', '', '')"
"('moddnsapi.', '', '')"
"('modiphlpapi.', '', '')"
"('modkernel32.', '', '')"
"('modmswsock.', '', '')"
"('modnetapi32.', '', '')"
"('modntdll.', '', '')"
"('modole32.', '', '')"
"('modpsapi.', '', '')"
"('modsechost.', '', '')"
"('modsecur32.', '', '')"
"('modsetupapi.', '', '')"
"('modshell32.', '', '')"
"('moduser32.', '', '')"
"('moduserenv.', '', '')"
"('modversion.', '', '')"
"('modwintrust.', '', '')"
"('modwtsapi32.', '', '')"
"('mousetrap.', '', '')"
"('mozilla.', '', '')"
"('mpls.', '', '')"
"('msdn.', '', '')"
"('msg.', '', '')"
"('msghdr.', '', '')"
"('mswsock.', '', '')"
"('mu.', '', '')"
"('my.', '', '')"
"('myFlagSet.', '', '')"
"('myapp.', '', '')"
"('n.', '', '')"
"('net.', '', '')"
"('netapi32.', '', '')"
"('netbsd.', '', '')"
"('newSet.', '', '')"
"('newState.', '', '')"
"('node.', '', '')"
"('nodeMu.', '', '')"
"('ntdll.', '', '')"
"('nu.', '', '')"
"('old.', '', '')"
"('ole32.', '', '')"
"('once.', '', '')"
"('openbsd.', '', '')"
"('openshift.', '', '')"
"('os.', '', '')"
"('osreldateOnce.', '', '')"
"('other.', '', '')"
"('out.', '', '')"
"('outFile.', '', '')"
"('output.', '', '')"
"('outputDesc.', '', '')"
"('p.', '', '')"
"('pFd.', '', '')"
"('params.', '', '')"
"('parent.', '', '')"
"('parentsPflags.', '', '')"
"('path.', '', '')"
"('pattern.', '', '')"
"('payloads.', '', '')"
"('pe.', '', '')"
"('peExt.', '', '')"
"('peInt.', '', '')"
"('persistentFlags.', '', '')"
"('pflag.', '', '')"
"('pflags.', '', '')"
"('pflow.', '', '')"
"('pfsync.', '', '')"
"('pim.', '', '')"
"('pipe.', '', '')"
"('pipex.', '', '')"
"('plan9.', '', '')"
"('platform.', '', '')"
"('pm.', '', '')"
"('poolMu.', '', '')"
"('posix.', '', '')"
"('powershell.', '', '')"
"('pp.', '', '')"
"('proc.', '', '')"
"('procAcceptEx.', '', '')"
"('procAdjustTokenGroups.', '', '')"
"('procAdjustTokenPrivileges.', '', '')"
"('procAllocateAndInitializeSid.', '', '')"
"('procAssignProcessToJobObject.', '', '')"
"('procBuildSecurityDescriptorW.', '', '')"
"('procCLSIDFromString.', '', '')"
"('procCancelIo.', '', '')"
"('procCancelIoEx.', '', '')"
"('procCertAddCertificateContextToStore.', '', '')"
"('procCertCloseStore.', '', '')"
"('procCertCreateCertificateContext.', '', '')"
"('procCertDeleteCertificateFromStore.', '', '')"
"('procCertDuplicateCertificateContext.', '', '')"
"('procCertEnumCertificatesInStore.', '', '')"
"('procCertFindCertificateInStore.', '', '')"
"('procCertFindChainInStore.', '', '')"
"('procCertFindExtension.', '', '')"
"('procCertFreeCertificateChain.', '', '')"
"('procCertFreeCertificateContext.', '', '')"
"('procCertGetCertificateChain.', '', '')"
"('procCertGetNameStringW.', '', '')"
"('procCertOpenStore.', '', '')"
"('procCertOpenSystemStoreW.', '', '')"
"('procCertVerifyCertificateChainPolicy.', '', '')"
"('procChangeServiceConfig2W.', '', '')"
"('procChangeServiceConfigW.', '', '')"
"('procCheckTokenMembership.', '', '')"
"('procCloseHandle.', '', '')"
"('procCloseServiceHandle.', '', '')"
"('procCoCreateGuid.', '', '')"
"('procCoGetObject.', '', '')"
"('procCoInitializeEx.', '', '')"
"('procCoTaskMemFree.', '', '')"
"('procCoUninitialize.', '', '')"
"('procCommandLineToArgvW.', '', '')"
"('procConnectNamedPipe.', '', '')"
"('procControlService.', '', '')"
"('procConvertSecurityDescriptorToStringSecurityDescriptorW.', '', '')"
"('procConvertSidToStringSidW.', '', '')"
"('procConvertStringSecurityDescriptorToSecurityDescriptorW.', '', '')"
"('procConvertStringSidToSidW.', '', '')"
"('procCopySid.', '', '')"
"('procCreateDirectoryW.', '', '')"
"('procCreateEnvironmentBlock.', '', '')"
"('procCreateEventExW.', '', '')"
"('procCreateEventW.', '', '')"
"('procCreateFileMappingW.', '', '')"
"('procCreateFileW.', '', '')"
"('procCreateHardLinkW.', '', '')"
"('procCreateIoCompletionPort.', '', '')"
"('procCreateJobObjectW.', '', '')"
"('procCreateMutexExW.', '', '')"
"('procCreateMutexW.', '', '')"
"('procCreateNamedPipeW.', '', '')"
"('procCreatePipe.', '', '')"
"('procCreateProcessAsUserW.', '', '')"
"('procCreateProcessW.', '', '')"
"('procCreateServiceW.', '', '')"
"('procCreateSymbolicLinkW.', '', '')"
"('procCreateToolhelp32Snapshot.', '', '')"
"('procCreateWellKnownSid.', '', '')"
"('procCryptAcquireCertificatePrivateKey.', '', '')"
"('procCryptAcquireContextW.', '', '')"
"('procCryptDecodeObject.', '', '')"
"('procCryptGenRandom.', '', '')"
"('procCryptProtectData.', '', '')"
"('procCryptQueryObject.', '', '')"
"('procCryptReleaseContext.', '', '')"
"('procCryptUnprotectData.', '', '')"
"('procDefineDosDeviceW.', '', '')"
"('procDeleteFileW.', '', '')"
"('procDeleteProcThreadAttributeList.', '', '')"
"('procDeleteService.', '', '')"
"('procDeleteVolumeMountPointW.', '', '')"
"('procDeregisterEventSource.', '', '')"
"('procDestroyEnvironmentBlock.', '', '')"
"('procDeviceIoControl.', '', '')"
"('procDnsRecordListFree.', '', '')"
"('procDuplicateHandle.', '', '')"
"('procDuplicateTokenEx.', '', '')"
"('procEntry.', '', '')"
"('procEnumProcessModules.', '', '')"
"('procEnumProcessModulesEx.', '', '')"
"('procEnumProcesses.', '', '')"
"('procEnumServicesStatusExW.', '', '')"
"('procEqualSid.', '', '')"
"('procExitProcess.', '', '')"
"('procExitWindowsEx.', '', '')"
"('procExpandEnvironmentStringsW.', '', '')"
"('procFindClose.', '', '')"
"('procFindCloseChangeNotification.', '', '')"
"('procFindFirstChangeNotificationW.', '', '')"
"('procFindFirstFileW.', '', '')"
"('procFindFirstVolumeMountPointW.', '', '')"
"('procFindFirstVolumeW.', '', '')"
"('procFindNextChangeNotification.', '', '')"
"('procFindNextFileW.', '', '')"
"('procFindNextVolumeMountPointW.', '', '')"
"('procFindNextVolumeW.', '', '')"
"('procFindResourceW.', '', '')"
"('procFindVolumeClose.', '', '')"
"('procFindVolumeMountPointClose.', '', '')"
"('procFlushFileBuffers.', '', '')"
"('procFlushViewOfFile.', '', '')"
"('procFormatMessageW.', '', '')"
"('procFreeAddrInfoW.', '', '')"
"('procFreeEnvironmentStringsW.', '', '')"
"('procFreeLibrary.', '', '')"
"('procFreeSid.', '', '')"
"('procGenerateConsoleCtrlEvent.', '', '')"
"('procGetACP.', '', '')"
"('procGetAcceptExSockaddrs.', '', '')"
"('procGetActiveProcessorCount.', '', '')"
"('procGetAdaptersAddresses.', '', '')"
"('procGetAdaptersInfo.', '', '')"
"('procGetAddrInfoW.', '', '')"
"('procGetCommTimeouts.', '', '')"
"('procGetCommandLineW.', '', '')"
"('procGetComputerNameExW.', '', '')"
"('procGetComputerNameW.', '', '')"
"('procGetConsoleMode.', '', '')"
"('procGetConsoleScreenBufferInfo.', '', '')"
"('procGetCurrentDirectoryW.', '', '')"
"('procGetCurrentProcessId.', '', '')"
"('procGetCurrentThreadId.', '', '')"
"('procGetDiskFreeSpaceExW.', '', '')"
"('procGetDriveTypeW.', '', '')"
"('procGetEnvironmentStringsW.', '', '')"
"('procGetEnvironmentVariableW.', '', '')"
"('procGetExitCodeProcess.', '', '')"
"('procGetFileAttributesExW.', '', '')"
"('procGetFileAttributesW.', '', '')"
"('procGetFileInformationByHandle.', '', '')"
"('procGetFileInformationByHandleEx.', '', '')"
"('procGetFileType.', '', '')"
"('procGetFileVersionInfoSizeW.', '', '')"
"('procGetFileVersionInfoW.', '', '')"
"('procGetFinalPathNameByHandleW.', '', '')"
"('procGetFullPathNameW.', '', '')"
"('procGetIfEntry.', '', '')"
"('procGetLastError.', '', '')"
"('procGetLengthSid.', '', '')"
"('procGetLogicalDriveStringsW.', '', '')"
"('procGetLogicalDrives.', '', '')"
"('procGetLongPathNameW.', '', '')"
"('procGetMaximumProcessorCount.', '', '')"
"('procGetModuleBaseNameW.', '', '')"
"('procGetModuleFileNameExW.', '', '')"
"('procGetModuleFileNameW.', '', '')"
"('procGetModuleHandleExW.', '', '')"
"('procGetModuleInformation.', '', '')"
"('procGetNamedPipeHandleStateW.', '', '')"
"('procGetNamedPipeInfo.', '', '')"
"('procGetNamedSecurityInfoW.', '', '')"
"('procGetOverlappedResult.', '', '')"
"('procGetPriorityClass.', '', '')"
"('procGetProcAddress.', '', '')"
"('procGetProcessId.', '', '')"
"('procGetProcessPreferredUILanguages.', '', '')"
"('procGetProcessShutdownParameters.', '', '')"
"('procGetProcessTimes.', '', '')"
"('procGetProcessWorkingSetSizeEx.', '', '')"
"('procGetQueuedCompletionStatus.', '', '')"
"('procGetSecurityDescriptorControl.', '', '')"
"('procGetSecurityDescriptorDacl.', '', '')"
"('procGetSecurityDescriptorGroup.', '', '')"
"('procGetSecurityDescriptorLength.', '', '')"
"('procGetSecurityDescriptorOwner.', '', '')"
"('procGetSecurityDescriptorRMControl.', '', '')"
"('procGetSecurityDescriptorSacl.', '', '')"
"('procGetSecurityInfo.', '', '')"
"('procGetShellWindow.', '', '')"
"('procGetShortPathNameW.', '', '')"
"('procGetSidIdentifierAuthority.', '', '')"
"('procGetSidSubAuthority.', '', '')"
"('procGetSidSubAuthorityCount.', '', '')"
"('procGetStartupInfoW.', '', '')"
"('procGetStdHandle.', '', '')"
"('procGetSystemDirectoryW.', '', '')"
"('procGetSystemPreferredUILanguages.', '', '')"
"('procGetSystemTimeAsFileTime.', '', '')"
"('procGetSystemTimePreciseAsFileTime.', '', '')"
"('procGetSystemWindowsDirectoryW.', '', '')"
"('procGetTempPathW.', '', '')"
"('procGetThreadPreferredUILanguages.', '', '')"
"('procGetTickCount64.', '', '')"
"('procGetTimeZoneInformation.', '', '')"
"('procGetTokenInformation.', '', '')"
"('procGetUserNameExW.', '', '')"
"('procGetUserPreferredUILanguages.', '', '')"
"('procGetUserProfileDirectoryW.', '', '')"
"('procGetVersion.', '', '')"
"('procGetVolumeInformationByHandleW.', '', '')"
"('procGetVolumeInformationW.', '', '')"
"('procGetVolumeNameForVolumeMountPointW.', '', '')"
"('procGetVolumePathNameW.', '', '')"
"('procGetVolumePathNamesForVolumeNameW.', '', '')"
"('procGetWindowThreadProcessId.', '', '')"
"('procGetWindowsDirectoryW.', '', '')"
"('procImpersonateSelf.', '', '')"
"('procInitializeProcThreadAttributeList.', '', '')"
"('procInitializeSecurityDescriptor.', '', '')"
"('procInitiateSystemShutdownExW.', '', '')"
"('procIsTokenRestricted.', '', '')"
"('procIsValidSecurityDescriptor.', '', '')"
"('procIsValidSid.', '', '')"
"('procIsWellKnownSid.', '', '')"
"('procIsWow64Process.', '', '')"
"('procIsWow64Process2.', '', '')"
"('procLoadLibraryExW.', '', '')"
"('procLoadLibraryW.', '', '')"
"('procLoadResource.', '', '')"
"('procLocalAlloc.', '', '')"
"('procLocalFree.', '', '')"
"('procLockFileEx.', '', '')"
"('procLockResource.', '', '')"
"('procLookupAccountNameW.', '', '')"
"('procLookupAccountSidW.', '', '')"
"('procLookupPrivilegeValueW.', '', '')"
"('procMakeAbsoluteSD.', '', '')"
"('procMakeSelfRelativeSD.', '', '')"
"('procMapViewOfFile.', '', '')"
"('procMessageBoxW.', '', '')"
"('procModule32FirstW.', '', '')"
"('procModule32NextW.', '', '')"
"('procMoveFileExW.', '', '')"
"('procMoveFileW.', '', '')"
"('procMultiByteToWideChar.', '', '')"
"('procNetApiBufferFree.', '', '')"
"('procNetGetJoinInformation.', '', '')"
"('procNetUserGetInfo.', '', '')"
"('procNotifyServiceStatusChangeW.', '', '')"
"('procNtCreateFile.', '', '')"
"('procNtCreateNamedPipeFile.', '', '')"
"('procNtQueryInformationProcess.', '', '')"
"('procNtQuerySystemInformation.', '', '')"
"('procNtSetInformationFile.', '', '')"
"('procNtSetInformationProcess.', '', '')"
"('procNtSetSystemInformation.', '', '')"
"('procOpenEventW.', '', '')"
"('procOpenMutexW.', '', '')"
"('procOpenProcess.', '', '')"
"('procOpenProcessToken.', '', '')"
"('procOpenSCManagerW.', '', '')"
"('procOpenServiceW.', '', '')"
"('procOpenThread.', '', '')"
"('procOpenThreadToken.', '', '')"
"('procPFXImportCertStore.', '', '')"
"('procPostQueuedCompletionStatus.', '', '')"
"('procProcess32FirstW.', '', '')"
"('procProcess32NextW.', '', '')"
"('procProcessIdToSessionId.', '', '')"
"('procPulseEvent.', '', '')"
"('procQueryDosDeviceW.', '', '')"
"('procQueryFullProcessImageNameW.', '', '')"
"('procQueryInformationJobObject.', '', '')"
"('procQueryServiceConfig2W.', '', '')"
"('procQueryServiceConfigW.', '', '')"
"('procQueryServiceDynamicInformation.', '', '')"
"('procQueryServiceLockStatusW.', '', '')"
"('procQueryServiceStatus.', '', '')"
"('procQueryServiceStatusEx.', '', '')"
"('procReadConsoleW.', '', '')"
"('procReadDirectoryChangesW.', '', '')"
"('procReadFile.', '', '')"
"('procReadProcessMemory.', '', '')"
"('procRegCloseKey.', '', '')"
"('procRegEnumKeyExW.', '', '')"
"('procRegNotifyChangeKeyValue.', '', '')"
"('procRegOpenKeyExW.', '', '')"
"('procRegQueryInfoKeyW.', '', '')"
"('procRegQueryValueExW.', '', '')"
"('procRegisterEventSourceW.', '', '')"
"('procRegisterServiceCtrlHandlerExW.', '', '')"
"('procReleaseMutex.', '', '')"
"('procRemoveDirectoryW.', '', '')"
"('procReportEventW.', '', '')"
"('procResetEvent.', '', '')"
"('procResumeThread.', '', '')"
"('procRevertToSelf.', '', '')"
"('procRtlAddFunctionTable.', '', '')"
"('procRtlDefaultNpAcl.', '', '')"
"('procRtlDeleteFunctionTable.', '', '')"
"('procRtlGetCurrentPeb.', '', '')"
"('procRtlGetNtVersionNumbers.', '', '')"
"('procRtlGetVersion.', '', '')"
"('procRtlInitString.', '', '')"
"('procRtlInitUnicodeString.', '', '')"
"('procRtlNtStatusToDosErrorNoTeb.', '', '')"
"('procSHGetKnownFolderPath.', '', '')"
"('procSetCommTimeouts.', '', '')"
"('procSetConsoleCursorPosition.', '', '')"
"('procSetConsoleMode.', '', '')"
"('procSetCurrentDirectoryW.', '', '')"
"('procSetDefaultDllDirectories.', '', '')"
"('procSetDllDirectoryW.', '', '')"
"('procSetEndOfFile.', '', '')"
"('procSetEntriesInAclW.', '', '')"
"('procSetEnvironmentVariableW.', '', '')"
"('procSetErrorMode.', '', '')"
"('procSetEvent.', '', '')"
"('procSetFileAttributesW.', '', '')"
"('procSetFileCompletionNotificationModes.', '', '')"
"('procSetFileInformationByHandle.', '', '')"
"('procSetFilePointer.', '', '')"
"('procSetFileTime.', '', '')"
"('procSetHandleInformation.', '', '')"
"('procSetInformationJobObject.', '', '')"
"('procSetKernelObjectSecurity.', '', '')"
"('procSetNamedPipeHandleState.', '', '')"
"('procSetNamedSecurityInfoW.', '', '')"
"('procSetPriorityClass.', '', '')"
"('procSetProcessPriorityBoost.', '', '')"
"('procSetProcessShutdownParameters.', '', '')"
"('procSetProcessWorkingSetSizeEx.', '', '')"
"('procSetSecurityDescriptorControl.', '', '')"
"('procSetSecurityDescriptorDacl.', '', '')"
"('procSetSecurityDescriptorGroup.', '', '')"
"('procSetSecurityDescriptorOwner.', '', '')"
"('procSetSecurityDescriptorRMControl.', '', '')"
"('procSetSecurityDescriptorSacl.', '', '')"
"('procSetSecurityInfo.', '', '')"
"('procSetServiceStatus.', '', '')"
"('procSetStdHandle.', '', '')"
"('procSetThreadToken.', '', '')"
"('procSetTokenInformation.', '', '')"
"('procSetVolumeLabelW.', '', '')"
"('procSetVolumeMountPointW.', '', '')"
"('procSetupDiBuildDriverInfoList.', '', '')"
"('procSetupDiCallClassInstaller.', '', '')"
"('procSetupDiCancelDriverInfoSearch.', '', '')"
"('procSetupDiClassGuidsFromNameExW.', '', '')"
"('procSetupDiClassNameFromGuidExW.', '', '')"
"('procSetupDiCreateDeviceInfoListExW.', '', '')"
"('procSetupDiCreateDeviceInfoW.', '', '')"
"('procSetupDiDestroyDeviceInfoList.', '', '')"
"('procSetupDiDestroyDriverInfoList.', '', '')"
"('procSetupDiEnumDeviceInfo.', '', '')"
"('procSetupDiEnumDriverInfoW.', '', '')"
"('procSetupDiGetClassDevsExW.', '', '')"
"('procSetupDiGetClassInstallParamsW.', '', '')"
"('procSetupDiGetDeviceInfoListDetailW.', '', '')"
"('procSetupDiGetDeviceInstallParamsW.', '', '')"
"('procSetupDiGetDeviceInstanceIdW.', '', '')"
"('procSetupDiGetDevicePropertyW.', '', '')"
"('procSetupDiGetDeviceRegistryPropertyW.', '', '')"
"('procSetupDiGetDriverInfoDetailW.', '', '')"
"('procSetupDiGetSelectedDevice.', '', '')"
"('procSetupDiGetSelectedDriverW.', '', '')"
"('procSetupDiOpenDevRegKey.', '', '')"
"('procSetupDiSetClassInstallParamsW.', '', '')"
"('procSetupDiSetDeviceInstallParamsW.', '', '')"
"('procSetupDiSetDeviceRegistryPropertyW.', '', '')"
"('procSetupDiSetSelectedDevice.', '', '')"
"('procSetupDiSetSelectedDriverW.', '', '')"
"('procSetupUninstallOEMInfW.', '', '')"
"('procShellExecuteW.', '', '')"
"('procSizeofResource.', '', '')"
"('procSleepEx.', '', '')"
"('procStartServiceCtrlDispatcherW.', '', '')"
"('procStartServiceW.', '', '')"
"('procStringFromGUID2.', '', '')"
"('procSubscribeServiceChangeNotifications.', '', '')"
"('procTerminateJobObject.', '', '')"
"('procTerminateProcess.', '', '')"
"('procThread32First.', '', '')"
"('procThread32Next.', '', '')"
"('procTranslateNameW.', '', '')"
"('procTransmitFile.', '', '')"
"('procUnlockFileEx.', '', '')"
"('procUnmapViewOfFile.', '', '')"
"('procUnsubscribeServiceChangeNotifications.', '', '')"
"('procUpdateProcThreadAttribute.', '', '')"
"('procVerQueryValueW.', '', '')"
"('procVirtualAlloc.', '', '')"
"('procVirtualFree.', '', '')"
"('procVirtualLock.', '', '')"
"('procVirtualProtect.', '', '')"
"('procVirtualProtectEx.', '', '')"
"('procVirtualQuery.', '', '')"
"('procVirtualQueryEx.', '', '')"
"('procVirtualUnlock.', '', '')"
"('procWSACleanup.', '', '')"
"('procWSAEnumProtocolsW.', '', '')"
"('procWSAGetOverlappedResult.', '', '')"
"('procWSAIoctl.', '', '')"
"('procWSARecv.', '', '')"
"('procWSARecvFrom.', '', '')"
"('procWSASend.', '', '')"
"('procWSASendTo.', '', '')"
"('procWSASocketW.', '', '')"
"('procWSAStartup.', '', '')"
"('procWTSEnumerateSessionsW.', '', '')"
"('procWTSFreeMemory.', '', '')"
"('procWTSGetActiveConsoleSessionId.', '', '')"
"('procWTSQueryUserToken.', '', '')"
"('procWaitForMultipleObjects.', '', '')"
"('procWaitForSingleObject.', '', '')"
"('procWinVerifyTrustEx.', '', '')"
"('procWriteConsoleW.', '', '')"
"('procWriteFile.', '', '')"
"('procWriteProcessMemory.', '', '')"
"('procbind.', '', '')"
"('procclosesocket.', '', '')"
"('procconnect.', '', '')"
"('process.', '', '')"
"('processEntry.', '', '')"
