"('http://', 'ht', '', '', '', '')"
"('https://', 'ht', 's', '/github/gitignore/blob/master/Global/Vim.gitignore', '/', 'github/gitignore/blob/master/Global/Vim.gitignore')"
"('https://', 'ht', 's', '/github/workflow/status/spf13/cobra/Test?longCache=tru&label=Test&logo=github%20actions&logoColor=fff', '/', 'github/workflow/status/spf13/cobra/Test?longCache=tru&label=Test&logo=github%20actions&logoColor=fff')"
"('https://', 'ht', 's', '/golang.org/x/sys/unix', '/', 'golang.org/x/sys/unix')"
"('https://', 'ht', 's', '/golang.org/x/term', '/', 'golang.org/x/term')"
"('https://', 'ht', 's', '/golang/go/issues', '/', 'golang/go/issues')"
"('https://', 'ht', 's', '/google/uuid.svg?branch=master', '/', 'google/uuid.svg?branch=master')"
"('https://', 'ht', 's', '/gopherjs/gopherjs', '/', 'gopherjs/gopherjs')"
"('https://', 'ht', 's', '/group/golang-nuts', '/', 'group/golang-nuts')"
"('https://', 'ht', 's', '/hashicorp/go-version/pull/45', '/', 'hashicorp/go-version/pull/45')"
"('https://', 'ht', 's', '/hashicorp/go-version/pull/53', '/', 'hashicorp/go-version/pull/53')"
"('https://', 'ht', 's', '/hashicorp/go-version/pull/73', '/', 'hashicorp/go-version/pull/73')"
"('https://', 'ht', 's', '/hashicorp/go-version/pull/85', '/', 'hashicorp/go-version/pull/85')"
"('https://', 'ht', 's', '/hashicorp/go-version/pull/87', '/', 'hashicorp/go-version/pull/87')"
"('https://', 'ht', 's', '/hashicorp/go-version/pull/88', '/', 'hashicorp/go-version/pull/88')"
"('https://', 'ht', 's', '/helm-charts', '/', 'helm-charts')"
"('https://', 'ht', 's', '/infracost/infracost', '/', 'infracost/infracost')"
"('https://', 'ht', 's', '/issue/23311', '/', 'issue/23311')"
"('https://', 'ht', 's', '/issue/42637#issuecomment-760715755', '/', 'issue/42637#issuecomment-760715755')"
"('https://', 'ht', 's', '/issue/new', '/', 'issue/new')"
"('https://', 'ht', 's', '/item?id=26224719', '/', 'item?id=26224719')"
"('https://', 'ht', 's', '/kool-dev/kool', '/', 'kool-dev/kool')"
"('https://', 'ht', 's', '/liamg/tml', '/', 'liamg/tml')"
"('https://', 'ht', 's', '/liamg/tml.svg', '/', 'liamg/tml.svg')"
"('https://', 'ht', 's', '/liamg/traitor', '/', 'liamg/traitor')"
"('https://', 'ht', 's', '/liamg/traitor/releases', '/', 'liamg/traitor/releases')"
"('https://', 'ht', 's', '/lindell/multi-gitter', '/', 'lindell/multi-gitter')"
"('https://', 'ht', 's', '/linux/man-pages/man2/mount_setattr.2.html', '/', 'linux/man-pages/man2/mount_setattr.2.html')"
"('https://', 'ht', 's', '/mattermost/mattermost-server', '/', 'mattermost/mattermost-server')"
"('https://', 'ht', 's', '/meroxa/cli', '/', 'meroxa/cli')"
"('https://', 'ht', 's', '/metal-stack/metalctl', '/', 'metal-stack/metalctl')"
"('https://', 'ht', 's', '/moby/moby', '/', 'moby/moby')"
"('https://', 'ht', 's', '/nanobox-io/nanobox', '/', 'nanobox-io/nanobox')"
"('https://', 'ht', 's', '/nanopack', '/', 'nanopack')"
"('https://', 'ht', 's', '/ory/hydra', '/', 'ory/hydra')"
"('https://', 'ht', 's', '/ory/kratos', '/', 'ory/kratos')"
"('https://', 'ht', 's', '/oss-sec/2022/q1/80', '/', 'oss-sec/2022/q1/80')"
"('https://', 'ht', 's', '/p/console-58', '/', 'p/console-58')"
"('https://', 'ht', 's', '/pixie-io/pixie', '/', 'pixie-io/pixie')"
"('https://', 'ht', 's', '/pkg/flag', '/', 'pkg/flag')"
"('https://', 'ht', 's', '/report/github.com/spf13/cobra', '/', 'report/github.com/spf13/cobra')"
"('https://', 'ht', 's', '/report/github.com/spf13/pflag', '/', 'report/github.com/spf13/pflag')"
"('https://', 'ht', 's', '/riscv/riscv-go', '/', 'riscv/riscv-go')"
"('https://', 'ht', 's', '/scaleway/scaleway-cli', '/', 'scaleway/scaleway-cli')"
"('https://', 'ht', 's', '/spf13/cobra-cli', '/', 'spf13/cobra-cli')"
"('https://', 'ht', 's', '/spf13/cobra-cli/blob/main/README.md', '/', 'spf13/cobra-cli/blob/main/README.md')"
"('https://', 'ht', 's', '/spf13/cobra/actions?query=workflow%3ATest', '/', 'spf13/cobra/actions?query=workflow%3ATest')"
"('https://', 'ht', 's', '/spf13/cobra/blob/master/LICENSE.txt', '/', 'spf13/cobra/blob/master/LICENSE.txt')"
"('https://', 'ht', 's', '/spf13/cobra/issues/1002', '/', 'spf13/cobra/issues/1002')"
"('https://', 'ht', 's', '/spf13/cobra/issues/1257', '/', 'spf13/cobra/issues/1257')"
"('https://', 'ht', 's', '/spf13/cobra/issues/1279', '/', 'spf13/cobra/issues/1279')"
"('https://', 'ht', 's', '/spf13/cobra/issues/1508', '/', 'spf13/cobra/issues/1508')"
"('https://', 'ht', 's', '/spf13/cobra/issues/393#issuecomment-282741924', '/', 'spf13/cobra/issues/393#issuecomment-282741924')"
"('https://', 'ht', 's', '/spf13/pflag', '/', 'spf13/pflag')"
"('https://', 'ht', 's', '/spf13/pflag.svg?branch=master', '/', 'spf13/pflag.svg?branch=master')"
"('https://', 'ht', 's', '/spf13/viper#working-with-flags', '/', 'spf13/viper#working-with-flags')"
"('https://', 'ht', 's', '/spf13/viper', '/', 'spf13/viper')"
"('https://', 'ht', 's', '/tendermint/tendermint', '/', 'tendermint/tendermint')"
"('https://', 'ht', 's', '/twitchdev/twitch-cli', '/', 'twitchdev/twitch-cli')"
"('https://', 'ht', 's', '/uber/prototool', '/', 'uber/prototool')"
"('https://', 'ht', 's', '/vmware-tanzu/community-edition', '/', 'vmware-tanzu/community-edition')"
"('https://', 'ht', 's', '/vmware-tanzu/tanzu-framework', '/', 'vmware-tanzu/tanzu-framework')"
"('https://', 'ht', 's', '/vulnerabilities-threat-research/2022/01/25/pwnkit-local-privilege-escalation-vulnerability-discovered-in-polkits-pkexec-cve-2021-4034', '/', 'vulnerabilities-threat-research/2022/01/25/pwnkit-local-privilege-escalation-vulnerability-discovered-in-polkits-pkexec-cve-2021-4034')"
"('https://', 'ht', 's', '/wiki/Levenshtein_distance', '/', 'wiki/Levenshtein_distance')"
"('https://', 'ht', 's', '/wiki/SAE_J1939', '/', 'wiki/SAE_J1939')"
"('https://', 'ht', 's', '/your_username/cobra', '/', 'your_username/cobra')"
"('www.', 'ht', '', '/crypto-API/crypto/userspace-if.html', '/', 'crypto-API/crypto/userspace-if.html')"
"('www.', 'ht', '', '/licenses', '/', 'licenses')"
"('www.', 'ht', '', '/licenses/LICENSE-2.0', '/', 'licenses/LICENSE-2.0')"
"('www.', 'ht', '', '/software/libc/manual/html_node/Argument-Syntax.html', '/', 'software/libc/manual/html_node/Argument-Syntax.html')"
"('www.', 'ht', 's', '', '', '')"
"('www.', 'ht', 's', '/doc/Documentation/networking/can.txt', '/', 'doc/Documentation/networking/can.txt')"
"('www.', 'ht', 's', '/doc/Documentation/networking/j1939.rst', '/', 'doc/Documentation/networking/j1939.rst')"
"('www.', 'ht', 's', '/doc/en_US.ISO8859-1/books/porters-handbook/versions.html', '/', 'doc/en_US.ISO8859-1/books/porters-handbook/versions.html')"
"('www.', 'ht', 's', '/doc/html/latest/watchdog/watchdog-api.html', '/', 'doc/html/latest/watchdog/watchdog-api.html')"
"('www.', 'ht', 's', '/issues/9042', '/', 'issues/9042')"
