"('0.', '', '')"
"('Equal.', '', '')"
"('ErrNaN.', '', '')"
"('Errno.', '', '')"
"('Error.', '', '')"
"('ErrorCode.', '', '')"
"('ErrorContext.', '', '')"
"('EscapeError.', '', '')"
"('Et.', '', '')"
"('Event.', '', '')"
"('EventLogs.', '', '')"
"('Eventing.', '', '')"
"('EventsInfo.', '', '')"
"('ExecError.', '', '')"
"('ExecIO.', '', '')"
"('ExecuteTemplate.', '', '')"
"('Execution.', '', '')"
"('Exp.', '', '')"
"('ExplicitLogonEvents.', '', '')"
"('Extensions.', '', '')"
"('F.', '', '')"
"('FY.', '', '')"
"('Fc.', '', '')"
"('Fe.', '', '')"
"('Field.', '', '')"
"('FieldByName.', '', '')"
"('FieldByNameFunc.', '', '')"
"('FieldNode.', '', '')"
"('FileMode.', '', '')"
"('FileZSystem.', '', '')"
"('FilesInfo.', '', '')"
"('FindAll.', '', '')"
"('FindAllIndex.', '', '')"
"('FindAllString.', '', '')"
"('FindAllStringIndex.', '', '')"
"('FindAllStringSubmatch.', '', '')"
"('FindAllStringSubmatchIndex.', '', '')"
"('FindAllSubmatch.', '', '')"
"('FindAllSubmatchIndex.', '', '')"
"('FindProc.', '', '')"
"('FingerprintKey.', '', '')"
"('FjK.', '', '')"
"('Fjreflect.', '', '')"
"('Fkh.', '', '')"
"('Flags.', '', '')"
"('Float32.', '', '')"
"('Float64.', '', '')"
"('FlushAfterChunkWriter.', '', '')"
"('ForgeCert.', '', '')"
"('Fork.', '', '')"
"('Form.', '', '')"
"('Format.', '', '')"
"('FormatMediaType.', '', '')"
"('Formatters.', '', '')"
"('FrameMapIter.', '', '')"
"('FreeAddrInfoW.', '', '')"
"('FreeSSHDservice.', '', '')"
"('FromEnvironment.', '', '')"
"('FuncOf.', '', '')"
"('Functions.', '', '')"
"('Fv.', '', '')"
"('G.', '', '')"
"('G3.', '', '')"
"('G9kb.', '', '')"
"('GL6GL.', '', '')"
"('GTj.', '', '')"
"('GXI.', '', '')"
"('GenerateKey.', '', '')"
"('Generic.', '', '')"
"('GetAcceptExSockaddrs.', '', '')"
"('GetAdaptersAddresses.', '', '')"
"('GetAddrInfoW.', '', '')"
"('GetConsoleMode.', '', '')"
"('GetEnvironmentVariable.', '', '')"
"('GetFileAttributes.', '', '')"
"('GetFileAttributesEx.', '', '')"
"('GetFileInformationByHandle.', '', '')"
"('GetFileInformationByHandleEx.', '', '')"
"('GetFullPathName.', '', '')"
"('GetModuleFileName.', '', '')"
"('GetQueuedCompletionStatus.', '', '')"
"('GetTempPath.', '', '')"
"('GetTimeZoneInformation.', '', '')"
"('Getenv.', '', '')"
"('Gi.', '', '')"
"('Gjbytes.', '', '')"
"('Gjhjjgithub.', '', '')"
"('Gjpath.', '', '')"
"('Gjreflect.', '', '')"
"('Gm.', '', '')"
"('Gn2l.', '', '')"
"('GoStats.', '', '')"
"('GobDecode.', '', '')"
"('Gq.', '', '')"
"('Group3r.', '', '')"
"('GroupPolicy.', '', '')"
"('H.', '', '')"
"('H1.', '', '')"
"('H9.', '', '')"
"('H95.', '', '')"
"('H9u.', '', '')"
"('H9whHip6.', '', '')"
"('HFjreflect.', '', '')"
"('HG.', '', '')"
"('HH.', '', '')"
"('HHHvRH.', '', '')"
"('HHLrH.', '', '')"
"('HHP.', '', '')"
"('HHc.', '', '')"
"('HK.', '', '')"
"('HTTPServer.', '', '')"
"('HUjruntime.', '', '')"
"('HandleSocksStream.', '', '')"
"('HandleTCPStream.', '', '')"
"('Handler.', '', '')"
"('HandlerFunc.', '', '')"
"('HandshakeError.', '', '')"
"('HardwareAddr.', '', '')"
"('HasDuplicates.', '', '')"
"('Hash.', '', '')"
"('HdJJC.', '', '')"
"('Header.', '', '')"
"('HeaderField.', '', '')"
"('HelpText.', '', '')"
"('Helpers.', '', '')"
"('Hh.', '', '')"
"('Hh1c.', '', '')"
"('Hhc.', '', '')"
"('Higo2nTB.', '', '')"
"('Hjgithub.', '', '')"
"('Hjgolang.', '', '')"
"('Hjnet.', '', '')"
"('Hjreflect.', '', '')"
"('Hjruntime.', '', '')"
"('Hntdll.', '', '')"
"('Ho.', '', '')"
"('HostnameError.', '', '')"
"('Hruntime.', '', '')"
"('Hs.', '', '')"
"('Ht.', '', '')"
"('HtkN.', '', '')"
"('Http.', '', '')"
"('Hu.', '', '')"
"('Hwinmm.', '', '')"
"('Hx8HH.', '', '')"
"('I.', '', '')"
"('I1G.', '', '')"
"('I9s.', '', '')"
"('IAsyncDisposable.', '', '')"
"('ICSharpCode.', '', '')"
"('ICloneable.', '', '')"
"('ICollection.', '', '')"
"('IComparable.', '', '')"
"('IConvertible.', '', '')"
"('IDisposable.', '', '')"
"('IEnumerable.', '', '')"
"('IEnumerator.', '', '')"
"('IH.', '', '')"
"('IList.', '', '')"
"('INdrConformantStructure.', '', '')"
"('INdrStructure.', '', '')"
"('IO.', '', '')"
"('IOo.', '', '')"
"('IP.', '', '')"
"('IPAddressRange.', '', '')"
"('IPMask.', '', '')"
"('ISerializable.', '', '')"
"('ITRGWAS.', '', '')"
"('ITriggerDelay.', '', '')"
"('IValueTaskSource.', '', '')"
"('IXmlSerializable.', '', '')"
"('IdentifierNode.', '', '')"
"('IdentityModel.', '', '')"
"('If.', '', '')"
"('IfNode.', '', '')"
"('IjEjIjtime.', '', '')"
"('IjRj.', '', '')"
"('Ijgithub.', '', '')"
"('Ijruntime.', '', '')"
"('Ik.', '', '')"
"('Ilw.', '', '')"
"('In.', '', '')"
"('Info.', '', '')"
"('Infrastructure.', '', '')"
"('InsecureAlgorithmError.', '', '')"
"('InstOp.', '', '')"
"('Int.', '', '')"
"('InternalError.', '', '')"
"('Interop.', '', '')"
"('Interop.', '', '-0000000000462Microsoft')"
"('Interop.', '', '-0000000000464Microsoft')"
"('Interop.', '', '-0000000000466Microsoft')"
"('InteropServices.', '', '')"
"('InvalidHostError.', '', '')"
"('InvalidIndexError.', '', '')"
"('Inverse.', '', '')"
"('IpHlpApi.', '', '')"
"('IsOnCurve.', '', '')"
"('IsZero.', '', '')"
"('J.', '', '')"
"('JAKsoQGG.', '', '')"
"('JDP.', '', '')"
"('JQ7.', '', '')"
"('JSEscape.', '', '')"
"('Jacobi.', '', '')"
"('Jjruntime.', '', '')"
"('Jjxxjgolang.', '', '')"
"('Join.', '', '')"
"('JrrG.', '', '')"
"('Json.', '', '')"
"('Jt.', '', '')"
"('Jx1.', '', '')"
"('Jy.', '', '')"
"('K.', '', '')"
"('KERNEL32.', '', '')"
"('KO.', '', '')"
"('KQy.', '', '')"
"('KYs.', '', '')"
"('KeePass.', '', '')"
"('KeepAwsKeysInCode.', '', '')"
"('KeepCSharpDbConnStrings.', '', '')"
"('KeepCSharpViewstateKeys.', '', '')"
"('KeepCloudApiKeysByName.', '', '')"
"('KeepCloudApiKeysByPath.', '', '')"
"('KeepCmdCredentials.', '', '')"
"('KeepConfigByName.', '', '')"
"('KeepCyberArkConfigsByName.', '', '')"
"('KeepDatabaseByExtension.', '', '')"
"('KeepDbConnStringPw.', '', '')"
"('KeepDbMgtConfigByName.', '', '')"
"('KeepDefenderConfigByName.', '', '')"
"('KeepDeployImageByExtension.', '', '')"
"('KeepDollarShares.', '', '')"
"('KeepDomainJoinCredsByPath.', '', '')"
"('KeepFfLoginsJsonRelay.', '', '')"
"('KeepFilenameContainsPamOrPwdVault.', '', '')"
"('KeepFtpClientByName.', '', '')"
"('KeepFtpServerConfigByName.', '', '')"
"('KeepGitCredsByName.', '', '')"
"('KeepInfraAsCodeConfigByExtension.', '', '')"
"('KeepInlinePrivateKey.', '', '')"
"('KeepJavaDbConnStrings.', '', '')"
"('KeepJenkinsByName.', '', '')"
"('KeepMemDumpByExtension.', '', '')"
"('KeepMemDumpByName.', '', '')"
"('KeepNetConfigCreds.', '', '')"
"('KeepNetConfigFileByName.', '', '')"
"('KeepNixLocalHashesByName.', '', '')"
"('KeepPassMgrsByExtension.', '', '')"
"('KeepPassOrKeyInCode.', '', '')"
"('KeepPasswordFilesByName.', '', '')"
"('KeepPcapByExtension.', '', '')"
"('KeepPerlDbConnStrings.', '', '')"
"('KeepPhpByName.', '', '')"
"('KeepPhpDbConnStrings.', '', '')"
"('KeepPsByName.', '', '')"
"('KeepPsCredentials.', '', '')"
"('KeepPyDbConnStrings.', '', '')"
"('KeepRdpPasswords.', '', '')"
"('KeepRemoteAccessConfByExtension.', '', '')"
"('KeepRemoteAccessConfByName.', '', '')"
"('KeepRubyByName.', '', '')"
"('KeepRubyDbConnStrings.', '', '')"
"('KeepSCCMBootVarCredsByPath.', '', '')"
"('KeepSCCMShares.', '', '')"
"('KeepSSHFilesByFileName.', '', '')"
"('KeepSSHFilesByPath.', '', '')"
"('KeepSSHKeysByFileExtension.', '', '')"
"('KeepShellHistoryByName.', '', '')"
"('KeepShellRcFilesByName.', '', '')"
"('KeepShellScriptCredentials.', '', '')"
"('KeepSlackTokensInCode.', '', '')"
"('KeepSqlAccountCreation.', '', '')"
"('KeepUnattendXmlRelay.', '', '')"
"('KeepWinHashesByName.', '', '')"
"('Kerberos.', '', '')"
"('Kernel32.', '', '')"
"('Key.', '', '')"
"('KeySizeError.', '', '')"
"('KeyboardInteractiveChallenge.', '', '')"
"('Keys.', '', '')"
"('Kind.', '', '')"
"('Kj.', '', '')"
"('KjLjNjjljgithub.', '', '')"
"('KjLjbjnet.', '', '')"
"('Kjjgolang.', '', '')"
"('Kjruntime.', '', '')"
"('KnownFileCreds.', '', '')"
"('Koc.', '', '')"
"('KrbRelay.', '', '')"
"('KrbRelayUp.', '', '')"
"('Kw.', '', '')"
"('Kw9.', '', '')"
"('KyIT.', '', '')"
"('L.', '', '')"
"('L6lrnN.', '', '')"
"('L7.', '', '')"
"('LAdL9dHH.', '', '')"
"('LD.', '', '')"
"('LDAP.', '', '')"
"('LHi.', '', '')"
"('LIZv.', '', '')"
"('LL.', '', '')"
"('LQjruntime.', '', '')"
"('LT.', '', '')"
"('LWB3.', '', '')"
"('LY.', '', '')"
"('Ld.', '', '')"
"('Lg.', '', '')"
"('Lib.', '', '')"
"('LibSnaffle.', '', '')"
"('Linq.', '', '')"
"('ListNode.', '', '')"
"('Listen.', '', '')"
"('ListenPacket.', '', '')"
"('LjPNjDjsyscall.', '', '')"
"('LjPqjjsyscall.', '', '')"
"('Ljgolang.', '', '')"
"('Ljljruntime.', '', '')"
"('Ljnet.', '', '')"
"('Ljos.', '', '')"
"('Ljqj8jsyscall.', '', '')"
"('Ljruntime.', '', '')"
"('Ljsync.', '', '')"
"('Lnmxa.', '', '')"
"('Load.', '', '')"
"('LoadOrStore.', '', '')"
"('LoadUsers.', '', '')"
"('Local.', '', '')"
"('LockLess.', '', '')"
"('Log.', '', '')"
"('Logging.', '', '')"
"('Logon.', '', '')"
"('LogonSessions.', '', '')"
"('LqY.', '', '')"
"('M.', '', '')"
"('M9r.', '', '')"
"('ME.', '', '')"
"('MH.', '', '')"
"('MHCF.', '', '')"
"('MIMEHeader.', '', '')"
"('MM6H.', '', '')"
"('Mail.', '', '')"
"('Management.', '', '')"
"('Map.', '', '')"
"('MapIndex.', '', '')"
"('MarshalBinary.', '', '')"
"('MarshalWithParams.', '', '')"
"('Math.', '', '')"
"('MaybeReadByte.', '', '')"
"('Messaging.', '', '')"
"('Method.', '', '')"
"('MethodByName.', '', '')"
"('MhK.', '', '')"
"('Microsoft.', '', '')"
"('Minidump.', '', '')"
"('Misc.', '', '')"
"('MjP.', '', '')"
"('MjPjdQjgithub.', '', '')"
"('Mjjruntime.', '', '')"
"('Mjruntime.', '', '')"
"('Mky.', '', '')"
"('Mod.', '', '')"
"('ModInverse.', '', '')"
"('ModSqrt.', '', '')"
"('Mono.', '', '')"
"('Month.', '', '')"
"('MyApplication.', '', '')"
"('N.', '', '')"
"('N5.', '', '')"
"('NDesk.', '', '')"
"('NET.', '', '')"
"('NETAPI32.', '', '')"
"('NG.', '', '')"
"('NLog.', '', '')"
"('NO.', '', '')"
"('NQ.', '', '')"
"('NR.', '', '')"
"('NT.', '', '')"
"('NTDS.', '', '')"
"('NTDSAPI.', '', '')"
"('NV.', '', '')"
"('Name.', '', '')"
"('NamedPipes.', '', '')"
"('Nanosecond.', '', '')"
"('Native.', '', '')"
"('NcP.', '', '')"
"('Ncrypt.', '', '')"
"('Ndr.', '', '')"
"('Net.', '', '')"
"('NetAPI32.', '', '')"
"('NetApi32.', '', '')"
"('NetSetup.', '', '')"
"('Netapi32.', '', '')"
"('NetworkInfo.', '', '')"
"('NewClient.', '', '')"
"('NewClientConn.', '', '')"
"('NewPublicKey.', '', '')"
"('NewRequest.', '', '-socks5')"
"('NewServer.', '', '')"
"('NewServerConn.', '', '')"
"('NewSignerFromKey.', '', '')"
"('NewTCPProxy.', '', '')"
"('Newtonsoft.', '', '')"
"('Nh.', '', '')"
"('NilNode.', '', '')"
"('NjNjjjgithub.', '', '')"
"('Njruntime.', '', '')"
"('Nk.', '', '')"
"('NoAuthAuthenticator.', '', '-socks5')"
"('NodeType.', '', '')"
"('NopCloser.', '', '')"
"('Notify.', '', '')"
"('Nozzles.', '', '')"
"('Ntds.', '', '')"
"('Number.', '', '')"
"('NumberNode.', '', '')"
"('O-G.', '', '-G')"
"('O.', '', '')"
"('O24.', '', '')"
"('O6.', '', '')"
"('OHc.', '', '')"
"('OOc.', '', '')"
"('OR.', '', '')"
"('OSeyXU.', '', '')"
"('Oac.', '', '')"
"('ObjectIdentifier.', '', '')"
"('Office.', '', '')"
"('Ojgolang.', '', '')"
"('Ojjnet.', '', '')"
"('Ojruntime.', '', '')"
"('Ojxjsyscall.', '', '')"
"('Ol.', '', '')"
"('OneDrive.', '', '')"
"('Op.', '', '')"
"('Open.', '', '')"
"('OpenStream.', '', '')"
"('Options.', '', '')"
"('Org.', '', '')"
"('Outlook.', '', '')"
"('Output.', '', '')"
"('P.', '', '')"
"('P0YE.', '', '')"
"('P452.', '', '')"
"('P7.', '', '')"
"('PB.', '', '')"
"('PCRE.', '', '')"
"('PG.', '', '')"
"('PH.', '', '')"
"('PHX.', '', '')"
"('PMjruntime.', '', '')"
"('PV.', '', '')"
"('PY.', '', '')"
"('Parse.', '', '')"
"('ParseMediaType.', '', '')"
"('ParseMultipartForm.', '', '')"
"('ParsePKCS8PrivateKey.', '', '')"
"('ParseRawPrivateKey.', '', '')"
"('PassTheCert.', '', '')"
"('Permissions.', '', '')"
"('Ping.', '', '')"
"('PipeNode.', '', '')"
"('PjNj.', '', '')"
"('Pjgolang.', '', '')"
"('Pjos.', '', '')"
"('Pjreflect.', '', '')"
"('Pjruntime.', '', '')"
"('Pjsyscall.', '', '')"
"('PkgPath.', '', '')"
"('Policy.', '', '')"
"('Pop.', '', '')"
"('Pos.', '', '')"
"('PostQueuedCompletionStatus.', '', '')"
"('Power.', '', '')"
"('PowerShell.', '', '')"
"('Pq.', '', '')"
"('Pqg.', '', '')"
"('Precompute.', '', '')"
"('Prefix.', '', '')"
"('Prime.', '', '')"
"('PrintDefaults.', '', '')"
"('PrivateKey.', '', '')"
"('ProcessCreation.', '', '')"
"('ProcessRemoteIO.', '', '')"
"('Producers.', '', '')"
"('Products.', '', '')"
"('Properties.', '', '')"
"('ProtocolError.', '', '')"
"('Protocols.', '', '')"
"('PublicKey.', '', '')"
"('PublicKeyAlgorithm.', '', '')"
"('PurpleSharp.', '', '')"
"('Push.', '', '')"
"('PyjZjMjreflect.', '', '')"
"('Q.', '', '')"
"('Q2NpOg5O.', '', '')"
"('QG.', '', '')"
"('QJ.', '', '')"
"('QM.', '', '')"
"('QQ.', '', '')"
"('QS.', '', '')"
"('QTKAKwNV.', '', '')"
"('Qjgolang.', '', '')"
