"('0.', '', '')"
"('mi.', '', '')"
"('microsoft.', '', '')"
"('mike-gualtieri.', '', '-gualtieri')"
"('mount.', '', '')"
"('msg.', '', '')"
"('nagios-root-privesc.', '', '-privesc')"
"('neargle.', '', '')"
"('net.', '', '')"
"('netcat.', '', '')"
"('netstat.', '', '')"
"('network.', '', '')"
"('new-old-bugs-in-linux-kernel.', '', '-kernel')"
"('nginxed-root.', '', '-root')"
"('novell.', '', '')"
"('oberheide.', '', '')"
"('openstack.', '', '')"
"('openwall.', '', '')"
"('opt.', '', '')"
"('opts.', '', '')"
"('optsDeploy.', '', '')"
"('optsSvc.', '', '')"
"('os.', '', '')"
"('output.', '', '')"
"('p.', '', '')"
"('paloaltonetworks.', '', '')"
"('paramiko.', '', '')"
"('pat.', '', '')"
"('path.', '', '')"
"('pattern.', '', '')"
"('peer.', '', '')"
"('perception-point.', '', '-point')"
"('persistence.', '', '')"
"('plugin.', '', '')"
"('pool.', '', '')"
"('pptx.', '', '-Platform')"
"('probe.', '', '')"
"('proc.', '', '')"
"('process.', '', '')"
"('prometheus.', '', '')"
"('ps.', '', '')"
"('pti.', '', '')"
"('pwnkit.', '', '')"
"('qualys.', '', '')"
"('r.', '', '')"
"('rand.', '', '')"
"('rds.', '', '')"
"('re.', '', '')"
"('reExecCmd.', '', '')"
"('readme.', '', '')"
"('redhat.', '', '')"
"('reg.', '', '')"
"('regexp.', '', '')"
"('request.', '', '')"
"('res.', '', '')"
"('resp.', '', '')"
"('response.', '', '')"
"('result.', '', '')"
"('return-wizard-rce-exim.', '', '-exim')"
"('runtime.', '', '')"
"('s.', '', '')"
"('sa.', '', '')"
"('sb.', '', '')"
"('sc.', '', '')"
"('scanner.', '', '')"
"('scheduler.', '', '')"
"('screen.', '', '')"
"('seclists.', '', '')"
"('securepatterns.', '', '')"
"('securityfocus.', '', '')"
"('semaphore.', '', '')"
"('shimClient.', '', '')"
"('shimapi.', '', '')"
"('signal.', '', '')"
"('sjson.', '', '')"
"('smap.', '', '')"
"('smep.', '', '')"
"('snapd.', '', '')"
"('sort.', '', '')"
"('spec.', '', '')"
"('specification.', '', '')"
"('srcDecoder.', '', '')"
"('srv.', '', '')"
"('stack-clash.', '', '-clash')"
"('stackoverflow.', '', '')"
"('stackprotector-regular.', '', '-regular')"
"('stackprotector-strong.', '', '-strong')"
"('stat.', '', '')"
"('status.', '', '')"
"('stderr.', '', '')"
"('stdout.', '', '')"
"('strconv.', '', '')"
"('strings.', '', '')"
"('subnet.', '', '')"
"('subprocess.', '', '')"
"('sudo.', '', '')"
"('sync.', '', '')"
"('syscall.', '', '')"
"('t.', '', '')"
"('tCellScreen.', '', '')"
"('tabwriter.', '', '')"
"('tar.', '', '')"
"('tar.', '', '-9322')"
"('tcell.', '', '')"
"('team-edward.', '', '-edward')"
"('tencent.', '', '')"
"('tencentyun.', '', '')"
"('thanks.', '', '')"
"('the-poisoned-nul-byte-2014-edition.', '', '-edition')"
"('time.', '', '')"
"('timetobleed.', '', '')"
"('tls.', '', '')"
"('tlsConfig.', '', '')"
"('tomcat-RH-root.', '', '-root')"
"('tomcat-rootprivesc-deb.', '', '-deb')"
"('trailofbits.', '', '')"
"('tt.', '', '')"
"('ttrpc.', '', '')"
"('twitter.', '', '')"
"('u.', '', '')"
"('ucloud.', '', '')"
"('unix.', '', '')"
"('url.', '', '')"
"('user.', '', '')"
"('util.', '', '')"
"('utsInfo.', '', '')"
"('v.', '', '')"
"('v1.', '', '')"
"('vastart.', '', '')"
"('version.', '', '')"
"('versionPattern.', '', '')"
"('vi.', '', '')"
"('vsecurity.', '', '')"
"('vulnfactory.', '', '')"
"('w.', '', '')"
"('w3.', '', '')"
"('wg.', '', '')"
"('wordpress.', '', '')"
"('writeHandle.', '', '')"
"('writer.', '', '')"
"('writeup.', '', '')"
"('wywwzjj.', '', '')"
"('x509.', '', '')"
"('xtables.', '', '')"
"('yeahx.', '', '')"
"('youtube.', '', '')"
"('z-labs.', '', '-labs')"
"('zx2c4.', '', '')"
