"('0.', '', '')"
"('IMB.', '', '')"
"('ITj.', '', '')"
"('IcG.', '', '')"
"('Ie.', '', '')"
"('Il.', '', '')"
"('Iq.', '', '')"
"('J.', '', '')"
"('JIw.', '', '')"
"('JP.', '', '')"
"('JV.', '', '')"
"('JWG.', '', '')"
"('Jm.', '', '')"
"('Jt.', '', '')"
"('JtWE.', '', '')"
"('JyA4B.', '', '')"
"('K.', '', '')"
"('KbFJ.', '', '')"
"('Kku.', '', '')"
"('Ko.', '', '')"
"('Kv.', '', '')"
"('Ky.', '', '')"
"('L.', '', '')"
"('LIz.', '', '')"
"('LP.', '', '')"
"('LUoTl.', '', '')"
"('LYU.', '', '')"
"('Lji3fW.', '', '')"
"('Ll.', '', '')"
"('Lo.', '', '')"
"('Lt.', '', '')"
"('Lw.', '', '')"
"('M.', '', '')"
"('M4.', '', '')"
"('MC.', '', '')"
"('MK.', '', '')"
"('Mb.', '', '')"
"('Mb8.', '', '')"
"('Microsoft.', '', '')"
"('Mn.', '', '')"
"('Ms.', '', '')"
"('N.', '', '')"
"('N8.', '', '')"
"('NE.', '', '')"
"('NJt.', '', '')"
"('NN.', '', '')"
"('NX.', '', '')"
"('NZi.', '', '')"
"('Nie.', '', '')"
"('Ns.', '', '')"
"('O.', '', '')"
"('O.', '', '-N')"
"('OC.', '', '')"
"('OL7.', '', '')"
"('OP.', '', '')"
"('OQ.', '', '')"
"('OS.', '', '')"
"('OU.', '', '')"
"('OV5.', '', '')"
"('ObfuscatedCalls.', '', '')"
"('ObfuscatedStrings.', '', '')"
"('Oe.', '', '')"
"('OlnW2R0.', '', '')"
"('OmM.', '', '')"
"('OnM.', '', '')"
"('Oq.', '', '')"
"('Os.', '', '')"
"('OzQv.', '', '')"
"('P.', '', '')"
"('P4.', '', '')"
"('PI.', '', '')"
"('PL.', '', '')"
"('PMjXcVe.', '', '')"
"('Pe.', '', '')"
"('Ps.', '', '')"
"('Q.', '', '')"
"('QA.', '', '')"
"('Qb.', '', '')"
"('Ql.', '', '')"
"('Qm.', '', '')"
"('QwUVk.', '', '')"
"('QxHF.', '', '')"
"('R-eTcaa.', '', '-eTcaa')"
"('R.', '', '')"
"('RB.', '', '')"
"('RBk.', '', '')"
"('RCZu.', '', '')"
"('RDbU.', '', '')"
"('README.', '', '')"
"('RF.', '', '')"
"('RI.', '', '')"
"('RL.', '', '')"
"('RMC4x.', '', '')"
"('RPl.', '', '')"
"('RSx5.', '', '')"
"('RU.', '', '')"
"('Ra.', '', '')"
"('RdV.', '', '')"
"('ReQUIb2.', '', '')"
"('RecordDetail.', '', '')"
"('RpvC.', '', '')"
"('Rz6L.', '', '')"
"('S.', '', '')"
"('S3.', '', '')"
"('S4.', '', '')"
"('SE.', '', '')"
"('SFe9.', '', '')"
"('SQ.', '', '')"
"('SS.', '', '')"
"('SW.', '', '')"
"('SpJ.', '', '')"
"('St7.', '', '')"
"('T.', '', '')"
"('T6.', '', '')"
"('TQ.', '', '')"
"('TV.', '', '')"
"('TV3.', '', '')"
"('TZ.', '', '')"
"('Tt.', '', '')"
"('U.', '', '')"
"('U2nt.', '', '')"
"('U4g.', '', '')"
"('U9.', '', '')"
"('UF1j.', '', '')"
"('UF33bqy.', '', '')"
"('UU.', '', '')"
"('UVS.', '', '')"
"('UY.', '', '')"
"('Uf.', '', '')"
"('Ujs2.', '', '')"
"('Upf.', '', '')"
"('UrT.', '', '')"
"('Ut.', '', '')"
"('V.', '', '')"
"('V0.', '', '')"
"('V3.', '', '')"
"('V8.', '', '')"
"('VOv.', '', '')"
"('Vh.', '', '')"
"('VlL2x.', '', '')"
"('Vn.', '', '')"
"('Vu.', '', '')"
"('Vz.', '', '')"
"('W.', '', '')"
"('W9.', '', '')"
"('WAhz.', '', '')"
"('WFm.', '', '')"
"('WH.', '', '')"
"('WO.', '', '')"
"('WRK.', '', '')"
"('WWN.', '', '')"
"('Wdw0qxvl.', '', '')"
"('WiR.', '', '')"
"('Wj.', '', '')"
"('WtW8C.', '', '')"
"('WuYFEifyi.', '', '')"
"('X.', '', '')"
"('X2.', '', '')"
"('X5az4.', '', '')"
"('X7VZ.', '', '')"
"('X7k.', '', '')"
"('X93.', '', '')"
"('XH.', '', '')"
"('XO.', '', '')"
"('Xa.', '', '')"
"('Xh.', '', '')"
"('Xhlf.', '', '')"
"('Xi.', '', '')"
"('Xl.', '', '')"
"('Xt.', '', '')"
"('Y.', '', '')"
"('Y7F.', '', '')"
"('Y9j.', '', '')"
"('YZ.', '', '')"
"('YepG.', '', '')"
"('Yg.', '', '')"
"('Yhu.', '', '')"
"('Yk.', '', '')"
"('Yt.', '', '')"
"('Z.', '', '')"
"('ZMp.', '', '')"
"('ZW.', '', '')"
"('Zc-o.', '', '-o')"
"('Zh.', '', '')"
"('Zw.', '', '')"
"('ZwZ.', '', '')"
"('a.', '', '')"
"('a1.', '', '')"
"('a8.', '', '')"
"('aAcl.', '', '')"
"('aZ.', '', '')"
"('abf1.', '', '')"
"('ai.', '', '')"
"('ak.', '', '')"
"('ansi.', '', '')"
"('apple.', '', '')"
"('appsec-forum.', '', '-forum')"
"('aw.', '', '')"
"('ax.', '', '')"
"('b.', '', '')"
"('b0084kay.', '', '')"
"('b9sI.', '', '')"
"('bM.', '', '')"
"('bRg.', '', '')"
"('bZ.', '', '')"
"('boost.', '', '')"
"('britney.', '', '')"
"('bs97.', '', '')"
"('by.', '', '')"
"('c.', '', '')"
"('cMM.', '', '')"
"('cR2L.', '', '')"
"('ccU.', '', '')"
"('ch06s04.', '', '')"
"('ck.', '', '')"
"('common-lisp.', '', '-lisp')"
"('common.', '', '')"
"('cpp.', '', '')"
"('cprogramming.', '', '')"
"('d.', '', '')"
"('d2.', '', '')"
"('dMHG.', '', '')"
"('dR.', '', '')"
"('dS.', '', '')"
"('dXzLs.', '', '')"
"('db.', '', '')"
"('default.', '', '')"
"('dm.', '', '')"
"('dr.', '', '')"
"('e.', '', '')"
"('e0b49529b48272c5a6.', '', '')"
"('eJ.', '', '')"
"('eK.', '', '')"
"('eY.', '', '')"
"('elte.', '', '')"
"('evt.', '', '')"
"('ex.', '', '')"
"('ezDI24.', '', '')"
"('f.', '', '')"
"('f7.', '', '')"
"('fA.', '', '')"
"('fE.', '', '')"
"('fU.', '', '')"
"('fZ.', '', '')"
"('fekW.', '', '')"
"('first-preview-of-visual-studio-quot-14-quot-available-now.', '', '-now')"
"('fneDyL.', '', '')"
"('ft.', '', '')"
"('g.', '', '')"
"('g6ew.', '', '')"
"('gF.', '', '')"
"('gMy.', '', '')"
"('gR.', '', '')"
"('gi.', '', '')"
"('github.', '', '')"
"('gwn.', '', '')"
"('gz.', '', '')"
"('h.', '', '')"
"('h1-Pw.', '', '-Pw')"
"('hC.', '', '')"
"('hI.', '', '')"
"('hIve.', '', '')"
"('hO.', '', '')"
"('hPf.', '', '')"
"('hX.', '', '')"
"('haskell.', '', '')"
"('hex-rays.', '', '-rays')"
"('hh.', '', '')"
"('hj.', '', '')"
"('hkh5bmemeQMEAei.', '', '')"
"('hlcM.', '', '')"
"('hsE.', '', '')"
"('hu.', '', '')"
"('hz.', '', '')"
"('i.', '', '')"
"('iD.', '', '')"
"('iG.', '', '')"
"('iW.', '', '')"
"('iacr.', '', '')"
"('ij.', '', '')"
"('in.', '', '')"
"('index.', '', '')"
"('j.', '', '')"
"('j1.', '', '')"
"('j7M.', '', '')"
"('jB.', '', '')"
"('jBj.', '', '')"
"('jVhk.', '', '')"
"('jXb.', '', '')"
"('jn4.', '', '')"
"('jq.', '', '')"
"('k.', '', '')"
"('kA.', '', '')"
"('katy.', '', '')"
"('l.', '', '')"
"('l45.', '', '')"
"('lA.', '', '')"
"('lB.', '', '')"
"('lC.', '', '')"
"('lKZcz.', '', '')"
"('lUnvo.', '', '')"
"('lWu.', '', '')"
"('lno.', '', '')"
"('lo.', '', '')"
"('m.', '', '')"
"('m5.', '', '')"
"('m6.', '', '')"
"('mBK4.', '', '')"
"('mEjr.', '', '')"
"('mI.', '', '')"
"('mM.', '', '')"
"('mQ.', '', '')"
"('mRp.', '', '')"
"('mS.', '', '')"
"('ma.', '', '')"
"('mach-o.', '', '-o')"
"('machine.', '', '')"
"('main.', '', '')"
"('microsoft.', '', '')"
"('miley.', '', '')"
"('mm.', '', '')"
"('mp.', '', '')"
"('msdn.', '', '')"
"('n.', '', '')"
"('n3337.', '', '')"
"('nG.', '', '')"
"('nL9.', '', '')"
"('nST.', '', '')"
"('nW.', '', '')"
"('na.', '', '')"
"('nogO.', '', '')"
"('o-llvm.', '', '-llvm')"
"('o.', '', '')"
"('o9ni.', '', '')"
"('oLFm.', '', '')"
"('oM.', '', '')"
"('oQ5S.', '', '')"
"('obfuscation.', '', '')"
"('oe.', '', '')"
"('ojU6Js.', '', '')"
"('open-std.', '', '-std')"
"('ou.', '', '')"
"('p.', '', '')"
"('pAg.', '', '')"
"('pC.', '', '')"
"('pa.', '', '')"
"('pi.', '', '')"
"('pif.', '', '')"
"('pr01.', '', '')"
"('product-type.', '', '-type')"
"('psr6z.', '', '')"
"('q.', '', '')"
"('q3.', '', '')"
"('qKU.', '', '')"
"('qaV.', '', '')"
"('qq.', '', '')"
"('qtt.', '', '')"
"('qu.', '', '')"
"('r.', '', '')"
"('rH.', '', '')"
"('reg.', '', '')"
"('researchgate.', '', '')"
"('rm.', '', '')"
"('ro.', '', '')"
"('rvU.', '', '')"
"('rz2.', '', '')"
"('s.', '', '')"
"('s0z.', '', '')"
"('s3.', '', '')"
"('s3SF.', '', '')"
"('s4.', '', '')"
"('s5H.', '', '')"
"('s5babtrlJywm.', '', '')"
"('s8.', '', '')"
"('sHi.', '', '')"
"('sR.', '', '')"
"('sans.', '', '-forensics')"
"('sfB.', '', '')"
"('sln.', '', '')"
"('so.', '', '')"
"('strong.', '', '')"
"('stroustrup.', '', '')"
"('sy.', '', '')"
"('t.', '', '')"
"('tE.', '', '')"
"('tU.', '', '')"
"('tW.', '', '')"
"('tiobe.', '', '')"
"('tn.', '', '')"
"('u.', '', '')"
"('u2.', '', '')"
"('u2J.', '', '')"
"('u4.', '', '')"
"('uA.', '', '')"
"('uV.', '', '')"
"('uWE.', '', '')"
"('user.', '', '')"
"('uvM2.', '', '')"
"('uw.', '', '')"
"('v.', '', '')"
"('vA.', '', '')"
"('vB.', '', '')"
"('vP.', '', '')"
"('vS.', '', '')"
"('vSc.', '', '')"
"('vuW8.', '', '')"
"('vv.', '', '')"
"('vy3.', '', '')"
"('w.', '', '')"
"('w689.', '', '')"
"('wIKMJ.', '', '')"
"('wPlellP.', '', '')"
"('wbSb.', '', '')"
"('wc.', '', '')"
"('wikipedia.', '', '')"
"('wl.', '', '')"
"('wwfRjE.', '', '')"
"('x.', '', '')"
"('x2n.', '', '')"
"('x64.', '', '')"
"('x86.', '', '')"
"('xK.', '', '')"
"('xf.', '', '')"
"('xl.', '', '')"
"('xp.', '', '')"
"('xw.', '', '')"
"('xwCtkL.', '', '')"
"('y.', '', '')"
"('y6.', '', '')"
"('y9.', '', '')"
"('yA.', '', '')"
"('yD.', '', '')"
"('yHxqF.', '', '')"
"('yS5.', '', '')"
"('yeA.', '', '')"
"('yq.', '', '')"
"('ys.', '', '')"
"('ysQ.', '', '')"
"('yx8.', '', '')"
"('z.', '', '')"
"('z6MHQ.', '', '')"
"('zG.', '', '')"
"('zH.', '', '')"
"('zJ.', '', '')"
"('zO.', '', '')"
"('zb.', '', '')"
"('zc.', '', '')"
"('zo.', '', '')"
"('zsq.', '', '')"
