"('0.', '', '')"
"('b.', '', '')"
"('backtrack.', '', '')"
"('binary.', '', '')"
"('bits.', '', '')"
"('bootstrappingruntime.', '', '')"
"('boundsError.', '', '')"
"('bucket.', '', '')"
"('buffer.', '', '')"
"('buildVersion.', '', '')"
"('builder.', '', '')"
"('bytealg.', '', '')"
"('bytes.', '', '')"
"('cI.', '', '')"
"('cVL.', '', '')"
"('capreflect.', '', '')"
"('casetables.', '', '')"
"('cgocall.', '', '')"
"('cgocheck.', '', '')"
"('chan.', '', '')"
"('changedruntime.', '', '')"
"('changedwork.', '', '')"
"('client.', '', '')"
"('cmd.', '', '')"
"('cmd.', '', '-Inf')"
"('color.', '', '')"
"('colorable.', '', '')"
"('compile.', '', '')"
"('consoleColor.', '', '-colorable')"
"('context.', '', '')"
"('copysign.', '', '')"
"('corruptedbytes.', '', '')"
"('cpu.', '', '')"
"('cpuprof.', '', '')"
"('cq.', '', '')"
"('crypt32.', '', '')"
"('d.', '', '')"
"('d2.', '', '')"
"('dHl32.', '', '')"
"('debug.', '', '')"
"('debugPtrmask.', '', '')"
"('debugcall.', '', '')"
"('decimal.', '', '')"
"('defaultGOROOT.', '', '')"
"('deferreturnmspan.', '', '')"
"('devicepollCache.', '', '')"
"('dir.', '', '')"
"('discard.', '', '')"
"('dllnetpollInitreflect.', '', '')"
"('dllpanicwaitpclmulqdqpreemptedpsapi.', '', '')"
"('dllshell32.', '', '')"
"('dzBJ.', '', '')"
"('e.', '', '')"
"('env.', '', '')"
"('eq.', '', '')"
"('errNetClosing.', '', '')"
"('error.', '', '')"
"('errorAddressString.', '', '')"
"('errorString.', '', '')"
"('errorruntime.', '', '')"
"('errors.', '', '')"
"('exec.', '', '')"
"('execenv.', '', '')"
"('executable.', '', '')"
"('exp.', '', '')"
"('extern.', '', '')"
"('f.', '', '')"
"('f64.', '', '')"
"('fastlog2.', '', '')"
"('fc.', '', '')"
"('fcntl.', '', '')"
"('fd.', '', '')"
"('file.', '', '')"
"('fileSizeError.', '', '')"
"('filepath.', '', '')"
"('flag.', '', '')"
"('float.', '', '')"
"('fmt.', '', '')"
"('fmtsort.', '', '')"
"('format.', '', '')"
"('frame.', '', '')"
"('fs.', '', '')"
"('ftoa.', '', '')"
"('ftoaryu.', '', '')"
"('funcInfo.', '', '')"
"('function.', '', '')"
"('functionswork.', '', '')"
"('g.', '', '')"
"('g0ntdll.', '', '')"
"('gcTrigger.', '', '')"
"('gclinkptr.', '', '')"
"('getwd.', '', '')"
"('github.', '', '')"
"('go-colorable.', '', '-colorable')"
"('go-isatty.', '', '-isatty')"
"('go.', '', '')"
"('golang.', '', '')"
"('gp.', '', '')"
"('gs.', '', '')"
"('guintptr.', '', '')"
"('h.', '', '')"
"('hPa.', '', '')"
"('hash64.', '', '')"
"('headTailIndex.', '', '')"
"('heapBits.', '', '')"
"('hell256MapIter.', '', '')"
"('histogram.', '', '')"
"('hsv.', '', '-colorable')"
"('hsvTable.', '', '-colorable')"
"('i.', '', '')"
"('i6N.', '', '')"
"('iface.', '', '')"
"('ih.', '', '')"
"('indexruntime.', '', '')"
"('insertmSpanList.', '', '')"
"('io.', '', '')"
"('ioctl.', '', '')"
"('ioutil.', '', '')"
"('itab.', '', '')"
"('itoa.', '', '')"
"('izb.', '', '')"
"('j.', '', '')"
"('j1.', '', '')"
"('jK.', '', '')"
"('jc.', '', '')"
"('ji.', '', '')"
"('k.', '', '')"
"('kernel32.', '', '')"
"('key.', '', '')"
"('kia.', '', '')"
"('lH.', '', '')"
"('lS.', '', '')"
"('lazyFlag.', '', '')"
"('lcm.', '', '')"
"('ldexp.', '', '')"
"('letter.', '', '')"
"('lfstack.', '', '')"
"('lockRank.', '', '')"
"('lockrank.', '', '')"
"('lockwork.', '', '')"
"('log.', '', '')"
"('m.', '', '')"
"('mGgVt4.', '', '')"
"('mJ.', '', '')"
"('mSpanList.', '', '')"
"('main.', '', '')"
"('makefunc.', '', '')"
"('malloc.', '', '')"
"('map.', '', '')"
"('markBits.', '', '')"
"('match.', '', '')"
"('math.', '', '')"
"('mbarrier.', '', '')"
"('mbitmap.', '', '')"
"('mcache.', '', '')"
"('mcentral.', '', '')"
"('mcheckmark.', '', '')"
"('mfinal.', '', '')"
"('mfixalloc.', '', '')"
"('mgc.', '', '')"
"('mgcmark.', '', '')"
"('mgcpacer.', '', '')"
"('mgcscavenge.', '', '')"
"('mgcstack.', '', '')"
"('mgcsweep.', '', '')"
"('mgcwork.', '', '')"
"('mh.', '', '')"
"('mheap.', '', '')"
"('mismatchadvapi32.', '', '')"
"('modinfo.', '', '')"
"('mpagealloc.', '', '')"
"('mpagecache.', '', '')"
"('mpallocbits.', '', '')"
"('mprof.', '', '')"
"('mranges.', '', '')"
"('msize.', '', '')"
"('mspanset.', '', '')"
"('mstats.', '', '')"
"('muintptr.', '', '')"
"('mult64bitPow10runtime.', '', '')"
"('mutex.', '', '')"
"('mutexgp.', '', '')"
"('mwbbuf.', '', '')"
"('n.', '', '')"
"('nE.', '', '')"
"('name.', '', '')"
"('netpoll.', '', '')"
"('netpollInitreflect.', '', '')"
"('nonblocking.', '', '')"
"('o.', '', '')"
"('o7.', '', '')"
"('offAddr.', '', '')"
"('once.', '', '')"
"('onepass.', '', '')"
"('onlyWriter.', '', '')"
"('operatormspan.', '', '')"
"('os.', '', '')"
"('oserror.', '', '')"
"('overlappingruntime.', '', '')"
"('p.', '', '')"
"('pHx.', '', '')"
"('pMask.', '', '')"
"('pallocSum.', '', '')"
"('panic.', '', '')"
"('parse.', '', '')"
"('patchList.', '', '')"
"('path.', '', '')"
"('pcHeader.', '', '')"
"('pipe.', '', '')"
"('plainError.', '', '')"
"('pointer-alignedmheap.', '', '-alignedmheap')"
"('poll.', '', '')"
"('pollInfo.', '', '')"
"('pool.', '', '')"
"('poolqueue.', '', '')"
"('positivework.', '', '')"
"('prec34694469519536141888238489627838134765625MapIter.', '', '')"
"('preempt.', '', '')"
"('print.', '', '')"
"('proc.', '', '')"
"('profBuf.', '', '')"
"('profIndex.', '', '')"
"('profbuf.', '', '')"
"('prog.', '', '')"
"('puintptr.', '', '')"
"('pushmadvdontneedmheapSpecialmspanSpecialnetapi32.', '', '')"
"('q.', '', '')"
"('qbXh.', '', '')"
"('qi.', '', '')"
"('queuereflect.', '', '')"
"('quote.', '', '')"
"('r.', '', '')"
"('r1cOL6vLL.', '', '')"
"('rand.', '', '')"
"('rangemspan.', '', '')"
"('rangeruntime.', '', '')"
"('ranges.', '', '')"
"('re.', '', '')"
"('reader.', '', '')"
"('readstackLarget.', '', '')"
"('reasonwinmm.', '', '')"
"('reflect.', '', '')"
"('reflectlite.', '', '')"
"('refusedfaketimeState.', '', '')"
"('regexp.', '', '')"
"('region.', '', '')"
"('registry.', '', '')"
"('remainingruntime.', '', '')"
"('resultruntime.', '', '')"
"('rng.', '', '')"
"('rq.', '', '')"
"('runeSlice.', '', '')"
"('runnablerwmutexRrwmutexWscavengeshutdownstrconv.', '', '')"
"('runtime-gdb.', '', '-gdb')"
"('runtime.', '', '')"
"('runtime1.', '', '')"
"('runtime2.', '', '')"
"('rwmutex.', '', '')"
"('s.', '', '')"
"('sI.', '', '')"
"('sbt.', '', '')"
"('scan.', '', '')"
"('scav.', '', '')"
"('sched.', '', '')"
"('schedtracesemacquiresetsockoptstackLarget.', '', '')"
"('select.', '', '')"
"('sema.', '', '')"
"('semacreateruntime.', '', '')"
"('separatorreflect.', '', '')"
"('setruntime.', '', '')"
"('shrinkstackmspan.', '', '')"
"('sigqueue.', '', '')"
"('simplify.', '', '')"
"('slice.', '', '')"
"('slotlfstack.', '', '')"
"('sly.', '', '')"
"('sort.', '', '')"
"('span.', '', '')"
"('spanAllocType.', '', '')"
"('spanClass.', '', '')"
"('stack.', '', '')"
"('stackmapnewmHandoff.', '', '')"
"('stat.', '', '')"
"('statemheap.', '', '')"
"('stohnnzZ5.', '', '')"
"('str.', '', '')"
"('strconv.', '', '')"
"('string.', '', '')"
"('strings.', '', '')"
"('stubs.', '', '')"
"('stubs2.', '', '')"
"('summaryruntime.', '', '')"
"('sweepClass.', '', '')"
"('symtab.', '', '')"
"('sync.', '', '')"
"('syncs.', '', '')"
"('syntax.', '', '')"
"('syntaxmspan.', '', '')"
"('sysAllocreflect.', '', '')"
"('syscall.', '', '')"
"('sysdll.', '', '')"
"('t.', '', '')"
"('tGs-vGu-xJw.', '', '-xJw')"
"('tablemheap.', '', '')"
"('tables.', '', '')"
"('tempfile.', '', '')"
"('terminatedticks.', '', '')"
"('testlog.', '', '')"
"('text.', '', '')"
"('time.', '', '')"
"('tk.', '', '')"
"('trace.', '', '')"
"('traceBufPtr.', '', '')"
"('traceback.', '', '')"
"('type.', '', '')"
"('typekind.', '', '')"
"('typentdll.', '', '')"
"('types.', '', '')"
"('u.', '', '')"
"('u2RG.', '', '')"
"('uQ.', '', '')"
"('uT.', '', '')"
"('ubBJ.', '', '')"
"('unavailableruntime.', '', '')"
"('unicode.', '', '')"
"('unix.', '', '')"
"('unlockOSThreadruntime.', '', '')"
"('unreachableuserenv.', '', '')"
"('unsafe.', '', '')"
"('unsafeheader.', '', '')"
"('uo.', '', '')"
"('useadvapi32.', '', '')"
"('utf16.', '', '')"
"('utf8.', '', '')"
"('v.', '', '')"
"('value.', '', '')"
"('valuereflect.', '', '')"
"('varint.', '', '')"
"('vb.', '', '')"
"('vv.', '', '')"
"('w.', '', '')"
"('w0.', '', '')"
"('w6r9.', '', '')"
"('waitReason.', '', '')"
"('walk.', '', '')"
"('windows.', '', '')"
"('work.', '', '')"
"('wrap.', '', '')"
"('x.', '', '')"
"('y.', '', '')"
"('yH.', '', '')"
"('z.', '', '')"
"('zoneinfo.', '', '')"
"('zpjU.', '', '')"
