"('2.', '', '')"
"('debuginfo.', '', '')"
"('delays.', '', '')"
"('dest.', '', '')"
"('destA.', '', '')"
"('destB.', '', '')"
"('disk.', '', '')"
"('diskPath.', '', '')"
"('dropTrigger.', '', '')"
"('dt.', '', '')"
"('elem.', '', '')"
"('encryptedData.', '', '')"
"('endpoint.', '', '')"
"('errMsg.', '', '')"
"('ex.', '', '')"
"('explorer.', '', '')"
"('exprAnd.', '', '')"
"('exprX.', '', '')"
"('fd.', '', '')"
"('first.', '', '')"
"('fmt.', '', '')"
"('fs.', '', '')"
"('ft.', '', '')"
"('getCacheSize.', '', '')"
"('github.', '', '')"
"('gmail.', '', '')"
"('google.', '', '')"
"('googlecode.', '', '')"
"('h.', '', '')"
"('head.', '', '')"
"('i.', '', '')"
"('i32.', '', '')"
"('i64.', '', '')"
"('id.', '', '')"
"('idxHash.', '', '')"
"('inPattern.', '', '')"
"('inStr.', '', '')"
"('info.', '', '')"
"('info.', '', '-pCur')"
"('infop.', '', '')"
"('init.', '', '')"
"('initData.', '', '')"
"('int.', '', '')"
"('intersectdest.', '', '')"
"('iv.', '', '')"
"('ivData.', '', '')"
"('ix.', '', '')"
"('k.', '', '')"
"('kernel32.', '', '')"
"('key.', '', '')"
"('keyBlob.', '', '')"
"('keyInfo.', '', '')"
"('likeInfoAlt.', '', '')"
"('list.', '', '')"
"('lk.', '', '')"
"('local.', '', '')"
"('lock.', '', '')"
"('lockingStrategy.', '', '')"
"('longvalue.', '', '')"
"('lookaside.', '', '')"
"('lpOverlapped.', '', '')"
"('m.', '', '')"
"('masterKey.', '', '')"
"('match.', '', '')"
"('mem0.', '', '')"
"('mem1.', '', '')"
"('microsoft.', '', '')"
"('mkopcodec.', '', '')"
"('mkopcodeh.', '', '')"
"('mosDiskDrives.', '', '')"
"('mosLogicalDisks.', '', '')"
"('mutex.', '', '')"
"('myreg.', '', '')"
"('nAlias-pParse.', '', '-pParse')"
"('nc.', '', '')"
"('next.', '', '')"
"('noah.', '', '')"
"('one-pDebug.', '', '-pDebug')"
"('oneTab.', '', '')"
"('opCompare.', '', '')"
"('opcode.', '', '')"
"('opcodeProperty.', '', '')"
"('ovlp.', '', '')"
"('p.', '', '')"
"('p4.', '', '')"
"('p5.', '', '')"
"('pA.', '', '')"
"('pAccum.', '', '')"
"('pAggInfo.', '', '')"
"('pAndInfo.', '', '')"
"('pAndTerm.', '', '')"
"('pAndWC.', '', '')"
"('pArgc.', '', '')"
"('pAuthenticatorElementInfo.', '', '')"
"('pAux.', '', '')"
"('pAuxData.', '', '')"
"('pB.', '', '')"
"('pBase.', '', '')"
"('pBest.', '', '')"
"('pBlob.', '', '')"
"('pBt.', '', '')"
"('pBtree.', '', '')"
"('pBuf.', '', '')"
"('pC.', '', '')"
"('pCache.', '', '')"
"('pCell.', '', '')"
"('pCellBody.', '', '')"
"('pChanges.', '', '')"
"('pCheck.', '', '')"
"('pChild.', '', '')"
"('pChunk.', '', '')"
"('pCol.', '', '')"
"('pColExpr.', '', '')"
"('pColName.', '', '')"
"('pColl.', '', '')"
"('pColl2.', '', '')"
"('pColumn.', '', '')"
"('pColumns.', '', '')"
"('pContext.', '', '')"
"('pCost.', '', '')"
"('pCsr.', '', '')"
"('pCtx.', '', '')"
"('pCur.', '', '')"
"('pCx.', '', '')"
"('pData.', '', '')"
"('pDb.', '', '')"
"('pDbPage.', '', '')"
"('pDebug.', '', '')"
"('pDef.', '', '')"
"('pDerived.', '', '')"
"('pDest.', '', '')"
"('pDestDb.', '', '')"
"('pDestIdx.', '', '')"
"('pDflt.', '', '')"
"('pDfltColl.', '', '')"
"('pDirty.', '', '')"
"('pDirtyNext.', '', '')"
"('pDirtyPrev.', '', '')"
"('pDup.', '', '')"
"('pE.', '', '')"
"('pEList.', '', '')"
"('pElem.', '', '')"
"('pEnd.', '', '')"
"('pEntry.', '', '')"
"('pExcept.', '', '')"
"('pExisting.', '', '')"
"('pExpr.', '', '')"
"('pF.', '', '')"
"('pFK.', '', '')"
"('pFKey.', '', '')"
"('pFarg.', '', '')"
"('pFd.', '', '')"
"('pFilE.', '', '')"
"('pFile.', '', '')"
"('pFirst.', '', '')"
"('pFix.', '', '')"
"('pFree.', '', '')"
"('pFresh.', '', '')"
"('pFrom.', '', '')"
"('pFromCol.', '', '')"
"('pFunc.', '', '')"
"('pGB.', '', '')"
"('pGroupBy.', '', '')"
"('pH.', '', '')"
"('pHash.', '', '')"
"('pHaving.', '', '')"
"('pHead.', '', '')"
"('pId.', '', '')"
"('pIdentityElementInfo.', '', '')"
"('pIdx.', '', '')"
"('pIdxCons.', '', '')"
"('pIdxInfo.', '', '')"
"('pIdxKey.', '', '')"
"('pIn.', '', '')"
"('pIn1.', '', '')"
"('pIn2.', '', '')"
"('pIn3.', '', '')"
"('pIndex.', '', '')"
"('pInfo.', '', '')"
"('pItem.', '', '')"
"('pIter.', '', '')"
"('pIx.', '', '')"
"('pJfd.', '', '')"
"('pKey.', '', '')"
"('pKey1.', '', '')"
"('pKeyDup.', '', '')"
"('pKeyInfo.', '', '')"
"('pKeyMerge.', '', '')"
"('pLItem.', '', '')"
"('pLast.', '', '')"
"('pLastPg.', '', '')"
"('pLeaf.', '', '')"
"('pLeft.', '', '')"
"('pLeftTab.', '', '')"
"('pLevel.', '', '')"
"('pLimit.', '', '')"
"('pLink.', '', '')"
"('pList.', '', '')"
"('pListItem.', '', '')"
"('pLock.', '', '')"
"('pLoop.', '', '')"
"('pLruHead.', '', '')"
"('pLruNext.', '', '')"
"('pLruPrev.', '', '')"
"('pMaskSet.', '', '')"
"('pMatch.', '', '')"
"('pMem.', '', '')"
"('pMem1.', '', '')"
"('pMem2.', '', '')"
"('pMemPage.', '', '')"
"('pMethods.', '', '')"
"('pMod.', '', '')"
"('pModulE.', '', '')"
"('pModule.', '', '')"
"('pNC.', '', '')"
"('pName.', '', '')"
"('pNew.', '', '')"
"('pNewItem.', '', '')"
"('pNewPage.', '', '')"
"('pNewTerm.', '', '')"
"('pNewTrunk.', '', '')"
"('pNext.', '', '')"
"('pNextFrom.', '', '')"
"('pNextZombie.', '', '')"
"('pOffset.', '', '')"
"('pOld.', '', '')"
"('pOldItem.', '', '')"
"('pOp.', '', '')"
"('pOperand.', '', '')"
"('pOrInfo.', '', '')"
"('pOrTerm.', '', '')"
"('pOrWC.', '', '')"
"('pOrWc.', '', '')"
"('pOrderBy.', '', '')"
"('pOrig.', '', '')"
"('pOther.', '', '')"
"('pOut.', '', '')"
"('pOvfl.', '', '')"
"('pP1.', '', '')"
"('pP4.', '', '')"
"('pPKey2.', '', '')"
"('pPackageSidInfo.', '', '')"
"('pPage.', '', '')"
"('pPage1.', '', '')"
"('pPager.', '', '')"
"('pParent.', '', '')"
"('pParse.', '', '')"
"('pParser.', '', '')"
"('pPg.', '', '')"
"('pPgHdr.', '', '')"
"('pPgOld.', '', '')"
"('pPrev.', '', '')"
"('pPrevTrunk.', '', '')"
"('pPrior.', '', '')"
"('pProbe.', '', '')"
"('pPtrPage.', '', '')"
"('pQuery.', '', '')"
"('pRangeEnd.', '', '')"
"('pRangeStart.', '', '')"
"('pRec.', '', '')"
"('pRes.', '', '')"
"('pResourceElementInfo.', '', '')"
"('pResultSet.', '', '')"
"('pRight.', '', '')"
"('pRightmost.', '', '')"
"('pRoot.', '', '')"
"('pRowSet.', '', '')"
"('pS.', '', '')"
"('pSavepoint.', '', '')"
"('pSchema.', '', '')"
"('pSel.', '', '')"
"('pSelTab.', '', '')"
"('pSelect.', '', '')"
"('pSib.', '', '')"
"('pSlot.', '', '')"
"('pSpan.', '', '')"
"('pSrc.', '', '')"
"('pSrcDb.', '', '')"
"('pSrcIdx.', '', '')"
"('pSrcList.', '', '')"
"('pStart.', '', '')"
"('pStat.', '', '')"
"('pStep.', '', '')"
"('pStepList.', '', '')"
"('pStmt.', '', '')"
"('pSub.', '', '')"
"('pSub1.', '', '')"
"('pSubSrc.', '', '')"
"('pSubitem.', '', '')"
"('pSynced.', '', '')"
"('pTab.', '', '')"
"('pTab1.', '', '')"
"('pTab2.', '', '')"
"('pTabCol.', '', '')"
"('pTabItem.', '', '')"
"('pTabList.', '', '')"
"('pTabSchema.', '', '')"
"('pTabToDel.', '', '')"
"('pTable.', '', '')"
"('pTableName.', '', '')"
"('pTail.', '', '')"
"('pTbls.', '', '')"
"('pTerm.', '', '')"
"('pTest.', '', '')"
"('pTm.', '', '')"
"('pTmp.', '', '')"
"('pTmpSchema.', '', '')"
"('pTmpSpace.', '', '')"
"('pTo.', '', '')"
"('pToCol.', '', '')"
"('pToRelease.', '', '')"
"('pTopNC.', '', '')"
"('pTrig.', '', '')"
"('pTrigger.', '', '')"
"('pTriggerStack.', '', '')"
"('pTriggerStep.', '', '')"
"('pTrunk.', '', '')"
"('pUnpacked.', '', '')"
"('pUsing.', '', '')"
"('pVal.', '', '')"
"('pValue.', '', '')"
"('pVar.', '', '')"
"('pVdbe.', '', '')"
"('pVdbeFunc.', '', '')"
"('pVfs.', '', '')"
"('pView.', '', '')"
"('pVm.', '', '')"
"('pVtab.', '', '')"
"('pVtabCursor.', '', '')"
"('pVtabIdx.', '', '')"
"('pWC.', '', '')"
"('pWInfo.', '', '')"
"('pWalker.', '', '')"
"('pWhen.', '', '')"
"('pWhere.', '', '')"
"('pWriter.', '', '')"
"('pX.', '', '')"
"('partialElement.', '', '')"
"('partialElementInfo.', '', '')"
"('passwordItem.', '', '')"
"('pcache.', '', '')"
"('pcache1.', '', '')"
"('plainText.', '', '')"
"('plan.', '', '')"
"('pnErr.', '', '')"
"('pp.', '', '')"
"('prev.', '', '')"
"('privs.', '', '')"
"('proc.', '', '')"
"('prof.', '', '')"
"('pval.', '', '')"
"('qq.', '', '')"
"('query.', '', '')"
"('r.', '', '')"
"('random.', '', '')"
"('readCookie.', '', '')"
"('readpoint.', '', '')"
"('res.', '', '')"
"('result.', '', '')"
"('resultantQuery.', '', '')"
"('row.', '', '')"
"('s.', '', '')"
"('sAggInfo.', '', '')"
"('sCheck.', '', '')"
"('sContext.', '', '')"
"('sCost.', '', '')"
"('sInfo.', '', '')"
"('sMem.', '', '')"
"('sNC.', '', '')"
"('sName.', '', '')"
"('sParse.', '', '')"
"('sSrc.', '', '')"
"('sTermCost.', '', '')"
"('sb.', '', '')"
"('sbZ.', '', '')"
"('schemaIdInfo.', '', '')"
"('searcher1.', '', '')"
"('shared.', '', '')"
"('sidObject.', '', '')"
"('sqlite.', '', '')"
"('sqlite3.', '', '')"
"('sqlite3Autoext.', '', '')"
"('sqlite3GlobalConfig.', '', '')"
"('sqlite3Prng.', '', '')"
"('sqlite3SavedPrng.', '', '')"
"('statement.', '', '')"
"('string.', '', '')"
"('table.', '', '')"
"('table1.', '', '')"
"('table2.', '', '')"
"('tag.', '', '')"
"('tblHash.', '', '')"
"('temp.', '', '')"
"('temp1.', '', '')"
"('tempWC.', '', '')"
"('this.', '', '')"
"('timeSpan.', '', '')"
"('tmp.', '', '')"
"('tmp6B9F.', '', '')"
"('tmp6D94.', '', '')"
"('tmp6E32.', '', '')"
"('tp.', '', '')"
"('trigStack.', '', '')"
"('trigStackEntry.', '', '')"
"('tw.', '', '')"
"('tx.', '', '')"
"('u.', '', '')"
"('u1.', '', '')"
"('u2.', '', '')"
"('u8.', '', '')"
"('uTm.', '', '')"
"('uniondest.', '', '')"
"('unixStartTime.', '', '')"
"('v.', '', '')"
"('value.', '', '')"
"('vaultGuid.', '', '')"
"('vaultGuidString.', '', '')"
"('vaultSchema.', '', '')"
"('vaultcli.', '', '')"
"('vfsList.', '', '')"
"('vm.', '', '')"
"('w.', '', '')"
"('wc.', '', '')"
"('winceLock.', '', '')"
"('wireshark.', '', '')"
"('wms.', '', '')"
"('wsdAutoext.', '', '')"
"('wsdHooks.', '', '')"
"('wsdPrng.', '', '')"
"('wsdStat.', '', '')"
"('x.', '', '')"
"('xxx.', '', '')"
"('y.', '', '')"
"('yy14.', '', '')"
"('yy3.', '', '')"
"('yy346.', '', '')"
"('yy429.', '', '')"
"('yy473.', '', '')"
"('yy476.', '', '')"
"('yy65.', '', '')"
"('yy96.', '', '')"
"('yyFallback.', '', '')"
"('yyParser.', '', '')"
"('yyRuleName.', '', '')"
"('yyminor.', '', '')"
"('yypParser.', '', '')"
"('yytos.', '', '')"
"('z.', '', '')"
"('z1.', '', '')"
"('z2.', '', '')"
"('zAffinity.', '', '')"
"('zArg.', '', '')"
"('zBLOB.', '', '')"
"('zBase.', '', '')"
"('zBlob.', '', '')"
"('zBuf.', '', '')"
"('zBytes.', '', '')"
"('zChars.', '', '')"
"('zColAff.', '', '')"
"('zColl.', '', '')"
"('zConverted.', '', '')"
"('zDate.', '', '')"
"('zDate1.', '', '')"
"('zDb.', '', '')"
"('zDbHeader.', '', '')"
"('zEnd.', '', '')"
"('zErr.', '', '')"
"('zExtra.', '', '')"
"('zFilename.', '', '')"
"('zFmt.', '', '')"
"('zFull.', '', '')"
"('zFullpath.', '', '')"
"('zHeader.', '', '')"
"('zHex.', '', '')"
"('zIdent.', '', '')"
"('zIn.', '', '')"
"('zIndex.', '', '')"
"('zKeyText.', '', '')"
"('zLeft.', '', '')"
"('zMagicHeader.', '', '')"
"('zMaster.', '', '')"
"('zMod.', '', '')"
"('zName.', '', '')"
"('zNewRecord.', '', '')"
"('zNum.', '', '')"
"('zOut.', '', '')"
"('zPathname.', '', '')"
"('zPattern.', '', '')"
"('zRandom.', '', '')"
"('zRight.', '', '')"
"('zSpaces.', '', '')"
"('zSql.', '', '')"
"('zStart.', '', '')"
"('zStmt.', '', '')"
"('zStr.', '', '')"
"('zString.', '', '')"
"('zTName.', '', '')"
"('zTail.', '', '')"
"('zTemp.', '', '')"
"('zText.', '', '')"
"('zTmpname.', '', '')"
"('zToken.', '', '')"
"('zType.', '', '')"
"('zeroHdr.', '', '')"
