"('http://', 'ht', '', '', '', '')"
"('https://', 'ht', 's', '/ajax/libs/jszip/3.10.1/jszip.min.js', '/', 'ajax/libs/jszip/3.10.1/jszip.min.js')"
"('https://', 'ht', 's', '/ajax/libs/summernote/0.8.20/summernote-bs5.min.css', '/', 'ajax/libs/summernote/0.8.20/summernote-bs5.min.css')"
"('https://', 'ht', 's', '/ajax/libs/summernote/0.8.20/summernote-bs5.min.js', '/', 'ajax/libs/summernote/0.8.20/summernote-bs5.min.js')"
"('https://', 'ht', 's', '/api/authsvc/v1.0/authz', '/', 'api/authsvc/v1.0/authz')"
"('https://', 'ht', 's', '/badge/python-3.8+-blue.svg', '/', 'badge/python-3.8+-blue.svg')"
"('https://', 'ht', 's', '/buttons/3.2.0/css/buttons.bootstrap5.min.css', '/', 'buttons/3.2.0/css/buttons.bootstrap5.min.css')"
"('https://', 'ht', 's', '/buttons/3.2.0/js/buttons.bootstrap5.min.js', '/', 'buttons/3.2.0/js/buttons.bootstrap5.min.js')"
"('https://', 'ht', 's', '/buttons/3.2.0/js/buttons.colVis.min.js', '/', 'buttons/3.2.0/js/buttons.colVis.min.js')"
"('https://', 'ht', 's', '/buttons/3.2.0/js/buttons.html5.min.js', '/', 'buttons/3.2.0/js/buttons.html5.min.js')"
"('https://', 'ht', 's', '/buttons/3.2.0/js/dataTables.buttons.min.js', '/', 'buttons/3.2.0/js/dataTables.buttons.min.js')"
"('https://', 'ht', 's', '/colreorder/2.0.4/css/colReorder.bootstrap5.min.css', '/', 'colreorder/2.0.4/css/colReorder.bootstrap5.min.css')"
"('https://', 'ht', 's', '/colreorder/2.0.4/js/dataTables.colReorder.min.js', '/', 'colreorder/2.0.4/js/dataTables.colReorder.min.js')"
"('https://', 'ht', 's', '/common/oauth2/devicecode?api-version=1.0', '/', 'common/oauth2/devicecode?api-version=1.0')"
"('https://', 'ht', 's', '/dafthack/GraphRunner', '/', 'dafthack/GraphRunner')"
"('https://', 'ht', 's', '/f-bader/TokenTacticsV2', '/', 'f-bader/TokenTacticsV2')"
"('https://', 'ht', 's', '/fixedcolumns/5.0.4/css/fixedColumns.bootstrap5.min.css', '/', 'fixedcolumns/5.0.4/css/fixedColumns.bootstrap5.min.css')"
"('https://', 'ht', 's', '/fixedcolumns/5.0.4/js/dataTables.fixedColumns.min.js', '/', 'fixedcolumns/5.0.4/js/dataTables.fixedColumns.min.js')"
"('https://', 'ht', 's', '/intent/follow?screen_name=RedByte1337', '/', 'intent/follow?screen_name=RedByte1337')"
"('https://', 'ht', 's', '/jquery-3.7.0.min.js', '/', 'jquery-3.7.0.min.js')"
"('https://', 'ht', 's', '/npm/bootstrap@5.3.2/dist/css/bootstrap.min.css', '/', 'npm/bootstrap@5.3.2/dist/css/bootstrap.min.css')"
"('https://', 'ht', 's', '/npm/bootstrap@5.3.2/dist/js/bootstrap.bundle.min.js', '/', 'npm/bootstrap@5.3.2/dist/js/bootstrap.bundle.min.js')"
"('https://', 'ht', 's', '/npm/prismjs@1.29.0/components/prism-core.min.js', '/', 'npm/prismjs@1.29.0/components/prism-core.min.js')"
"('https://', 'ht', 's', '/npm/prismjs@1.29.0/components/prism-json.min.js', '/', 'npm/prismjs@1.29.0/components/prism-json.min.js')"
"('https://', 'ht', 's', '/npm/prismjs@1.29.0/themes/prism-okaidia.min.css', '/', 'npm/prismjs@1.29.0/themes/prism-okaidia.min.css')"
"('https://', 'ht', 's', '/owa', '/', 'owa')"
"('https://', 'ht', 's', '/post/phishing', '/', 'post/phishing')"
"('https://', 'ht', 's', '/project/GraphSpy', '/', 'project/GraphSpy')"
"('https://', 'ht', 's', '/pypi/v/GraphSpy.svg', '/', 'pypi/v/GraphSpy.svg')"
"('https://', 'ht', 's', '/responsive/3.0.3/css/responsive.bootstrap5.min.css', '/', 'responsive/3.0.3/css/responsive.bootstrap5.min.css')"
"('https://', 'ht', 's', '/responsive/3.0.3/js/dataTables.responsive.min.js', '/', 'responsive/3.0.3/js/dataTables.responsive.min.js')"
"('https://', 'ht', 's', '/responsive/3.0.3/js/responsive.bootstrap5.js', '/', 'responsive/3.0.3/js/responsive.bootstrap5.js')"
"('https://', 'ht', 's', '/rvrsh3ll/TokenTactics', '/', 'rvrsh3ll/TokenTactics')"
"('https://', 'ht', 's', '/scroller/2.4.3/css/scroller.bootstrap5.min.css', '/', 'scroller/2.4.3/css/scroller.bootstrap5.min.css')"
"('https://', 'ht', 's', '/scroller/2.4.3/js/dataTables.scroller.min.js', '/', 'scroller/2.4.3/js/dataTables.scroller.min.js')"
"('https://', 'ht', 's', '/securityinfo/AddSecurityInfo', '/', 'securityinfo/AddSecurityInfo')"
"('https://', 'ht', 's', '/securityinfo/Authorize', '/', 'securityinfo/Authorize')"
"('https://', 'ht', 's', '/securityinfo/AvailableAuthenticationInfo', '/', 'securityinfo/AvailableAuthenticationInfo')"
"('https://', 'ht', 's', '/securityinfo/Captcha?challengeType=Visual', '/', 'securityinfo/Captcha?challengeType=Visual')"
"('https://', 'ht', 's', '/securityinfo/DeleteSecurityInfo', '/', 'securityinfo/DeleteSecurityInfo')"
"('https://', 'ht', 's', '/securityinfo/InitializeMobileAppRegistration', '/', 'securityinfo/InitializeMobileAppRegistration')"
"('https://', 'ht', 's', '/securityinfo/ValidateCaptcha', '/', 'securityinfo/ValidateCaptcha')"
"('https://', 'ht', 's', '/securityinfo/VerifySecurityInfo', '/', 'securityinfo/VerifySecurityInfo')"
"('https://', 'ht', 's', '/select/2.1.0/css/select.bootstrap5.min.css', '/', 'select/2.1.0/css/select.bootstrap5.min.css')"
"('https://', 'ht', 's', '/select/2.1.0/js/dataTables.select.min.js', '/', 'select/2.1.0/js/dataTables.select.min.js')"
"('https://', 'ht', 's', '/twitter/follow/RedByte1337?label=RedByte1337&style=social', '/', 'twitter/follow/RedByte1337?label=RedByte1337&style=social')"
"('https://', 'ht', 's', '/v1.0', '/', 'v1.0')"
"('https://', 'ht', 's', '/v1.0/drives', '/', 'v1.0/drives')"
"('https://', 'ht', 's', '/v1.0/me', '/', 'v1.0/me')"
"('https://', 'ht', 's', '/v1.0/me/drive', '/', 'v1.0/me/drive')"
"('https://', 'ht', 's', '/v1.0/me/drive/recent', '/', 'v1.0/me/drive/recent')"
"('https://', 'ht', 's', '/v1.0/me/drive/root', '/', 'v1.0/me/drive/root')"
"('https://', 'ht', 's', '/v1.0/me/drive/sharedWithMe', '/', 'v1.0/me/drive/sharedWithMe')"
"('https://', 'ht', 's', '/v1.0/search/query', '/', 'v1.0/search/query')"
"('https://', 'ht', 's', '/v1.0/sites', '/', 'v1.0/sites')"
"('https://', 'ht', 's', '/v1.0/users', '/', 'v1.0/users')"
"('www.', 'ht', '', '/1998/Math/MathML', '/', '1998/Math/MathML')"
"('www.', 'ht', '', '/1999/XSL/Transform', '/', '1999/XSL/Transform')"
"('www.', 'ht', '', '/1999/xhtml', '/', '1999/xhtml')"
"('www.', 'ht', '', '/2000/svg', '/', '2000/svg')"
"('www.', 'ht', 's', '/uicons', '/', 'uicons')"
