"('', '', '', '', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '1A', '', '1A', '', '', '', '')"
"('', '', '', '', '', '1A1', '', '1A1', '', '', '', '')"
"('', '', '', '', '', '1AA', '', '1AA', '', '', '', '')"
"('', '', '', '', '', '1BAA', '', '1BAA', '', '', '', '')"
"('', '', '', '', '', '1CBB', '', '1CBB', '', '', '', '')"
"('', '', '', '', '', '1E', '', '1E', '', '', '', '')"
"('', '', '', '', '', '1EA', '', '1EA', '', '', '', '')"
"('', '', '', '', '', '1EDD', '', '1EDD', '', '', '', '')"
"('', '', '', '', '', '1FEE', '', '1FEE', '', '', '', '')"
"('', '', '', '', '', '1FaE', '', '1FaE', '', '', '', '')"
"('', '', '', '', '', '1a', '', '1a', '', '', '', '')"
"('', '', '', '', '', '1a1', '', '1a1', '', '', '', '')"
"('', '', '', '', '', '1a1A', '', '1a1A', '', '', '', '')"
"('', '', '', '', '', '1aA', '', '1aA', '', '', '', '')"
"('', '', '', '', '', '1aAA', '', '1aAA', '', '', '', '')"
"('', '', '', '', '', '1aa', '', '1aa', '', '', '', '')"
"('', '', '', '', '', '1b1', '', '1b1', '', '', '', '')"
"('', '', '', '', '', '1baa', '', '1baa', '', '', '', '')"
"('', '', '', '', '', '1cab', '', '1cab', '', '', '', '')"
"('', '', '', '', '', '1cbb', '', '1cbb', '', '', '', '')"
"('', '', '', '', '', '1dcb', '', '1dcb', '', '', '', '')"
"('', '', '', '', '', '1dcc', '', '1dcc', '', '', '', '')"
"('', '', '', '', '', '1edc', '', '1edc', '', '', '', '')"
"('', '', '', '', '', '1edd', '', '1edd', '', '', '', '')"
"('', '', '', '', '', '1f', '', '1f', '', '', '', '')"
"('', '', '', '', '', '1fA', '', '1fA', '', '', '', '')"
"('', '', '', '', '', '1fb', '', '1fb', '', '', '', '')"
"('', '', '', '', '', '1fee', '', '1fee', '', '', '', '')"
"('', '', '', '', '', '2', '', '2', '', '', '', '')"
"('', '', '', '', '', '21', '', '21', '', '', '', '')"
"('', '', '', '', '', '22', '', '22', '', '', '', '')"
"('', '', '', '', '', '222', '', '222', '', '', '', '')"
"('', '', '', '', '', '2222', '', '2222', '', '', '', '')"
"('', '', '', '', '', '23', '', '23', '', '', '', '')"
"('', '', '', '', '', '2A', '', '2A', '', '', '', '')"
"('', '', '', '', '', '2c', '', '2c', '', '', '', '')"
"('', '', '', '', '', '2c2', '', '2c2', '', '', '', '')"
"('', '', '', '', '', '3', '', '3', '', '', '', '')"
"('', '', '', '', '', '30', '', '30', '', '', '', '')"
"('', '', '', '', '', '313', '', '313', '', '', '', '')"
"('', '', '', '', '', '32', '', '32', '', '', '', '')"
"('', '', '', '', '', '33', '', '33', '', '', '', '')"
"('', '', '', '', '', '333', '', '333', '', '', '', '')"
"('', '', '', '', '', '3333', '', '3333', '', '', '', '')"
"('', '', '', '', '', '34', '', '34', '', '', '', '')"
"('', '', '', '', '', '3A', '', '3A', '', '', '', '')"
"('', '', '', '', '', '4', '', '4', '', '', '', '')"
"('', '', '', '', '', '43A3', '', '43A3', '', '', '', '')"
"('', '', '', '', '', '44', '', '44', '', '', '', '')"
"('', '', '', '', '', '444', '', '444', '', '', '', '')"
"('', '', '', '', '', '4444', '', '4444', '', '', '', '')"
"('', '', '', '', '', '45', '', '45', '', '', '', '')"
"('', '', '', '', '', '4E4', '', '4E4', '', '', '', '')"
"('', '', '', '', '', '4f', '', '4f', '', '', '', '')"
"('', '', '', '', '', '5', '', '5', '', '', '', '')"
"('', '', '', '', '', '51', '', '51', '', '', '', '')"
"('', '', '', '', '', '52', '', '52', '', '', '', '')"
"('', '', '', '', '', '55', '', '55', '', '', '', '')"
"('', '', '', '', '', '555', '', '555', '', '', '', '')"
"('', '', '', '', '', '5555', '', '5555', '', '', '', '')"
"('', '', '', '', '', '56', '', '56', '', '', '', '')"
"('', '', '', '', '', '5A0', '', '5A0', '', '', '', '')"
"('', '', '', '', '', '5D5', '', '5D5', '', '', '', '')"
"('', '', '', '', '', '5E', '', '5E', '', '', '', '')"
"('', '', '', '', '', '5F5', '', '5F5', '', '', '', '')"
"('', '', '', '', '', '5a5', '', '5a5', '', '', '', '')"
"('', '', '', '', '', '6', '', '6', '', '', '', '')"
"('', '', '', '', '', '60', '', '60', '', '', '', '')"
"('', '', '', '', '', '66', '', '66', '', '', '', '')"
"('', '', '', '', '', '666', '', '666', '', '', '', '')"
"('', '', '', '', '', '6677', '', '6677', '', '', '', '')"
"('', '', '', '', '', '67', '', '67', '', '', '', '')"
"('', '', '', '', '', '6777', '', '6777', '', '', '', '')"
"('', '', '', '', '', '6B0', '', '6B0', '', '', '', '')"
"('', '', '', '', '', '7', '', '7', '', '', '', '')"
"('', '', '', '', '', '70', '', '70', '', '', '', '')"
"('', '', '', '', '', '71', '', '71', '', '', '', '')"
"('', '', '', '', '', '737', '', '737', '', '', '', '')"
"('', '', '', '', '', '74', '', '74', '', '', '', '')"
"('', '', '', '', '', '75', '', '75', '', '', '', '')"
"('', '', '', '', '', '77', '', '77', '', '', '', '')"
"('', '', '', '', '', '7777', '', '7777', '', '', '', '')"
"('', '', '', '', '', '778', '', '778', '', '', '', '')"
"('', '', '', '', '', '7788', '', '7788', '', '', '', '')"
"('', '', '', '', '', '78', '', '78', '', '', '', '')"
"('', '', '', '', '', '8', '', '8', '', '', '', '')"
"('', '', '', '', '', '80', '', '80', '', '', '', '')"
"('', '', '', '', '', '81', '', '81', '', '', '', '')"
"('', '', '', '', '', '8242', '', '8242', '', '', '', '')"
"('', '', '', '', '', '8243', '', '8243', '', '', '', '')"
"('', '', '', '', '', '8244', '', '8244', '', '', '', '')"
"('', '', '', '', '', '8245', '', '8245', '', '', '', '')"
"('', '', '', '', '', '8246', '', '8246', '', '', '', '')"
"('', '', '', '', '', '8247', '', '8247', '', '', '', '')"
"('', '', '', '', '', '8248', '', '8248', '', '', '', '')"
"('', '', '', '', '', '8249', '', '8249', '', '', '', '')"
"('', '', '', '', '', '8250', '', '8250', '', '', '', '')"
"('', '', '', '', '', '8251', '', '8251', '', '', '', '')"
"('', '', '', '', '', '8252', '', '8252', '', '', '', '')"
"('', '', '', '', '', '8253', '', '8253', '', '', '', '')"
"('', '', '', '', '', '8254', '', '8254', '', '', '', '')"
"('', '', '', '', '', '8255', '', '8255', '', '', '', '')"
"('', '', '', '', '', '8256', '', '8256', '', '', '', '')"
"('', '', '', '', '', '8257', '', '8257', '', '', '', '')"
"('', '', '', '', '', '8258', '', '8258', '', '', '', '')"
"('', '', '', '', '', '8259', '', '8259', '', '', '', '')"
"('', '', '', '', '', '8260', '', '8260', '', '', '', '')"
"('', '', '', '', '', '8261', '', '8261', '', '', '', '')"
"('', '', '', '', '', '8262', '', '8262', '', '', '', '')"
"('', '', '', '', '', '8263', '', '8263', '', '', '', '')"
"('', '', '', '', '', '8301', '', '8301', '', '', '', '')"
"('', '', '', '', '', '8302', '', '8302', '', '', '', '')"
"('', '', '', '', '', '8303', '', '8303', '', '', '', '')"
"('', '', '', '', '', '8304', '', '8304', '', '', '', '')"
"('', '', '', '', '', '8305', '', '8305', '', '', '', '')"
"('', '', '', '', '', '848', '', '848', '', '', '', '')"
"('', '', '', '', '', '87', '', '87', '', '', '', '')"
"('', '', '', '', '', '88', '', '88', '', '', '', '')"
"('', '', '', '', '', '8888', '', '8888', '', '', '', '')"
"('', '', '', '', '', '8889', '', '8889', '', '', '', '')"
"('', '', '', '', '', '88D9', '', '88D9', '', '', '', '')"
"('', '', '', '', '', '89', '', '89', '', '', '', '')"
"('', '', '', '', '', '8A', '', '8A', '', '', '', '')"
"('', '', '', '', '', '9', '', '9', '', '', '', '')"
"('', '', '', '', '', '90', '', '90', '', '', '', '')"
"('', '', '', '', '', '92', '', '92', '', '', '', '')"
"('', '', '', '', '', '96', '', '96', '', '', '', '')"
"('', '', '', '', '', '97', '', '97', '', '', '', '')"
"('', '', '', '', '', '99', '', '99', '', '', '', '')"
"('', '', '', '', '', '9991', '', '9991', '', '', '', '')"
"('', '', '', '', '', '9999', '', '9999', '', '', '', '')"
"('', '', '', '', '', '9E', '', '9E', '', '', '', '')"
"('', '', '', '', '', 'A', '', 'A', '', '', '', '')"
"('', '', '', '', '', 'A0', '', 'A0', '', '', '', '')"
"('', '', '', '', '', 'A1', '', 'A1', '', '', '', '')"
"('', '', '', '', '', 'A11', '', 'A11', '', '', '', '')"
"('', '', '', '', '', 'A11a', '', 'A11a', '', '', '', '')"
"('', '', '', '', '', 'A1A', '', 'A1A', '', '', '', '')"
"('', '', '', '', '', 'AA', '', 'AA', '', '', '', '')"
"('', '', '', '', '', 'AA1', '', 'AA1', '', '', '', '')"
"('', '', '', '', '', 'AA1A', '', 'AA1A', '', '', '', '')"
"('', '', '', '', '', 'AAA', '', 'AAA', '', '', '', '')"
"('', '', '', '', '', 'AAAA', '', 'AAAA', '', '', '', '')"
"('', '', '', '', '', 'AAa', '', 'AAa', '', '', '', '')"
"('', '', '', '', '', 'AB', '', 'AB', '', '', '', '')"
"('', '', '', '', '', 'ABAA', '', 'ABAA', '', '', '', '')"
"('', '', '', '', '', 'ACBA', '', 'ACBA', '', '', '', '')"
"('', '', '', '', '', 'ACBB', '', 'ACBB', '', '', '', '')"
"('', '', '', '', '', 'AD', '', 'AD', '', '', '', '')"
"('', '', '', '', '', 'ADCC', '', 'ADCC', '', '', '', '')"
"('', '', '', '', '', 'ADD', '', 'ADD', '', '', '', '')"
"('', '', '', '', '', 'AEBB', '', 'AEBB', '', '', '', '')"
"('', '', '', '', '', 'AEDD', '', 'AEDD', '', '', '', '')"
"('', '', '', '', '', 'AFEE', '', 'AFEE', '', '', '', '')"
"('', '', '', '', '', 'Aa', '', 'Aa', '', '', '', '')"
"('', '', '', '', '', 'Aa1', '', 'Aa1', '', '', '', '')"
"('', '', '', '', '', 'Aaa', '', 'Aaa', '', '', '', '')"
"('', '', '', '', '', 'Ab', '', 'Ab', '', '', '', '')"
"('', '', '', '', '', 'Abaa', '', 'Abaa', '', '', '', '')"
"('', '', '', '', '', 'Ac0b', '', 'Ac0b', '', '', '', '')"
"('', '', '', '', '', 'Acbb', '', 'Acbb', '', '', '', '')"
"('', '', '', '', '', 'Adcc', '', 'Adcc', '', '', '', '')"
"('', '', '', '', '', 'AebA', '', 'AebA', '', '', '', '')"
"('', '', '', '', '', 'Aed', '', 'Aed', '', '', '', '')"
"('', '', '', '', '', 'Aedc', '', 'Aedc', '', '', '', '')"
"('', '', '', '', '', 'Aedd', '', 'Aedd', '', '', '', '')"
"('', '', '', '', '', 'Af', '', 'Af', '', '', '', '')"
"('', '', '', '', '', 'Afe', '', 'Afe', '', '', '', '')"
"('', '', '', '', '', 'Afed', '', 'Afed', '', '', '', '')"
"('', '', '', '', '', 'Afee', '', 'Afee', '', '', '', '')"
"('', '', '', '', '', 'B', '', 'B', '', '', '', '')"
"('', '', '', '', '', 'B0A', '', 'B0A', '', '', '', '')"
"('', '', '', '', '', 'B1BA', '', 'B1BA', '', '', '', '')"
"('', '', '', '', '', 'BA', '', 'BA', '', '', '', '')"
"('', '', '', '', '', 'BA1A', '', 'BA1A', '', '', '', '')"
"('', '', '', '', '', 'BAA', '', 'BAA', '', '', '', '')"
"('', '', '', '', '', 'BAAA', '', 'BAAA', '', '', '', '')"
"('', '', '', '', '', 'BABA', '', 'BABA', '', '', '', '')"
"('', '', '', '', '', 'BAaA', '', 'BAaA', '', '', '', '')"
"('', '', '', '', '', 'BB1B', '', 'BB1B', '', '', '', '')"
"('', '', '', '', '', 'BBAB', '', 'BBAB', '', '', '', '')"
"('', '', '', '', '', 'BE', '', 'BE', '', '', '', '')"
"('', '', '', '', '', 'Ba', '', 'Ba', '', '', '', '')"
"('', '', '', '', '', 'BaA', '', 'BaA', '', '', '', '')"
"('', '', '', '', '', 'C', '', 'C', '', '', '', '')"
"('', '', '', '', '', 'C0', '', 'C0', '', '', '', '')"
"('', '', '', '', '', 'C0B', '', 'C0B', '', '', '', '')"
"('', '', '', '', '', 'C1BA', '', 'C1BA', '', '', '', '')"
"('', '', '', '', '', 'C1CB', '', 'C1CB', '', '', '', '')"
"('', '', '', '', '', 'C8', '', 'C8', '', '', '', '')"
"('', '', '', '', '', 'CA', '', 'CA', '', '', '', '')"
"('', '', '', '', '', 'CA1A', '', 'CA1A', '', '', '', '')"
"('', '', '', '', '', 'CAA', '', 'CAA', '', '', '', '')"
"('', '', '', '', '', 'CAC', '', 'CAC', '', '', '', '')"
"('', '', '', '', '', 'CACB', '', 'CACB', '', '', '', '')"
"('', '', '', '', '', 'CB', '', 'CB', '', '', '', '')"
"('', '', '', '', '', 'CBAA', '', 'CBAA', '', '', '', '')"
"('', '', '', '', '', 'CBB', '', 'CBB', '', '', '', '')"
"('', '', '', '', '', 'CBBA', '', 'CBBA', '', '', '', '')"
"('', '', '', '', '', 'CBaB', '', 'CBaB', '', '', '', '')"
"('', '', '', '', '', 'CC1C', '', 'CC1C', '', '', '', '')"
"('', '', '', '', '', 'CCAC', '', 'CCAC', '', '', '', '')"
"('', '', '', '', '', 'CE', '', 'CE', '', '', '', '')"
"('', '', '', '', '', 'Ca', '', 'Ca', '', '', '', '')"
"('', '', '', '', '', 'Ce', '', 'Ce', '', '', '', '')"
"('', '', '', '', '', 'D', '', 'D', '', '', '', '')"
"('', '', '', '', '', 'D0', '', 'D0', '', '', '', '')"
"('', '', '', '', '', 'D0C', '', 'D0C', '', '', '', '')"
"('', '', '', '', '', 'D1', '', 'D1', '', '', '', '')"
"('', '', '', '', '', 'D1B', '', 'D1B', '', '', '', '')"
"('', '', '', '', '', 'D1BA', '', 'D1BA', '', '', '', '')"
"('', '', '', '', '', 'D1DB', '', 'D1DB', '', '', '', '')"
"('', '', '', '', '', 'D1DC', '', 'D1DC', '', '', '', '')"
"('', '', '', '', '', 'D2', '', 'D2', '', '', '', '')"
"('', '', '', '', '', 'D3', '', 'D3', '', '', '', '')"
"('', '', '', '', '', 'DA', '', 'DA', '', '', '', '')"
"('', '', '', '', '', 'DAA', '', 'DAA', '', '', '', '')"
"('', '', '', '', '', 'DADC', '', 'DADC', '', '', '', '')"
"('', '', '', '', '', 'DB', '', 'DB', '', '', '', '')"
"('', '', '', '', '', 'DBA', '', 'DBA', '', '', '', '')"
"('', '', '', '', '', 'DBB', '', 'DBB', '', '', '', '')"
"('', '', '', '', '', 'DC', '', 'DC', '', '', '', '')"
"('', '', '', '', '', 'DC1C', '', 'DC1C', '', '', '', '')"
"('', '', '', '', '', 'DCBA', '', 'DCBA', '', '', '', '')"
"('', '', '', '', '', 'DCC', '', 'DCC', '', '', '', '')"
"('', '', '', '', '', 'DCCB', '', 'DCCB', '', '', '', '')"
"('', '', '', '', '', 'DCaC', '', 'DCaC', '', '', '', '')"
"('', '', '', '', '', 'DDAD', '', 'DDAD', '', '', '', '')"
"('', '', '', '', '', 'DE', '', 'DE', '', '', '', '')"
"('', '', '', '', '', 'DEB', '', 'DEB', '', '', '', '')"
"('', '', '', '', '', 'DEC', '', 'DEC', '', '', '', '')"
"('', '', '', '', '', 'DEF', '', 'DEF', '', '', '', '')"
"('', '', '', '', '', 'DEFA', '', 'DEFA', '', '', '', '')"
"('', '', '', '', '', 'DaC', '', 'DaC', '', '', '', '')"
"('', '', '', '', '', 'DaD', '', 'DaD', '', '', '', '')"
"('', '', '', '', '', 'De', '', 'De', '', '', '', '')"
"('', '', '', '', '', 'Deb', '', 'Deb', '', '', '', '')"
"('', '', '', '', '', 'Dec', '', 'Dec', '', '', '', '')"
"('', '', '', '', '', 'Deca', '', 'Deca', '', '', '', '')"
"('', '', '', '', '', 'E', '', 'E', '', '', '', '')"
"('', '', '', '', '', 'E0', '', 'E0', '', '', '', '')"
"('', '', '', '', '', 'E00D', '', 'E00D', '', '', '', '')"
"('', '', '', '', '', 'E0D', '', 'E0D', '', '', '', '')"
"('', '', '', '', '', 'E11D', '', 'E11D', '', '', '', '')"
"('', '', '', '', '', 'E1ED', '', 'E1ED', '', '', '', '')"
"('', '', '', '', '', 'E22D', '', 'E22D', '', '', '', '')"
"('', '', '', '', '', 'E33D', '', 'E33D', '', '', '', '')"
"('', '', '', '', '', 'E44D', '', 'E44D', '', '', '', '')"
"('', '', '', '', '', 'E50', '', 'E50', '', '', '', '')"
"('', '', '', '', '', 'E501', '', 'E501', '', '', '', '')"
"('', '', '', '', '', 'E55D', '', 'E55D', '', '', '', '')"
"('', '', '', '', '', 'E60', '', 'E60', '', '', '', '')"
"('', '', '', '', '', 'E66D', '', 'E66D', '', '', '', '')"
"('', '', '', '', '', 'E77D', '', 'E77D', '', '', '', '')"
"('', '', '', '', '', 'E88D', '', 'E88D', '', '', '', '')"
"('', '', '', '', '', 'E99D', '', 'E99D', '', '', '', '')"
"('', '', '', '', '', 'EAD', '', 'EAD', '', '', '', '')"
"('', '', '', '', '', 'EAaA', '', 'EAaA', '', '', '', '')"
"('', '', '', '', '', 'EB', '', 'EB', '', '', '', '')"
"('', '', '', '', '', 'EC', '', 'EC', '', '', '', '')"
"('', '', '', '', '', 'ECA', '', 'ECA', '', '', '', '')"
"('', '', '', '', '', 'ECAa', '', 'ECAa', '', '', '', '')"
"('', '', '', '', '', 'ECB', '', 'ECB', '', '', '', '')"
"('', '', '', '', '', 'ECBA', '', 'ECBA', '', '', '', '')"
"('', '', '', '', '', 'ECC', '', 'ECC', '', '', '', '')"
"('', '', '', '', '', 'ED', '', 'ED', '', '', '', '')"
"('', '', '', '', '', 'ED4', '', 'ED4', '', '', '', '')"
"('', '', '', '', '', 'EDBB', '', 'EDBB', '', '', '', '')"
"('', '', '', '', '', 'EDC', '', 'EDC', '', '', '', '')"
"('', '', '', '', '', 'EDCB', '', 'EDCB', '', '', '', '')"
"('', '', '', '', '', 'EDCC', '', 'EDCC', '', '', '', '')"
"('', '', '', '', '', 'EDD', '', 'EDD', '', '', '', '')"
"('', '', '', '', '', 'EDDC', '', 'EDDC', '', '', '', '')"
"('', '', '', '', '', 'EDED', '', 'EDED', '', '', '', '')"
"('', '', '', '', '', 'EDaD', '', 'EDaD', '', '', '', '')"
"('', '', '', '', '', 'EE', '', 'EE', '', '', '', '')"
"('', '', '', '', '', 'EE1E', '', 'EE1E', '', '', '', '')"
"('', '', '', '', '', 'EFE', '', 'EFE', '', '', '', '')"
"('', '', '', '', '', 'EaC', '', 'EaC', '', '', '', '')"
"('', '', '', '', '', 'EaDA', '', 'EaDA', '', '', '', '')"
"('', '', '', '', '', 'EaE', '', 'EaE', '', '', '', '')"
"('', '', '', '', '', 'F', '', 'F', '', '', '', '')"
"('', '', '', '', '', 'F0', '', 'F0', '', '', '', '')"
"('', '', '', '', '', 'F0E', '', 'F0E', '', '', '', '')"
"('', '', '', '', '', 'F1DB', '', 'F1DB', '', '', '', '')"
"('', '', '', '', '', 'F1FE', '', 'F1FE', '', '', '', '')"
"('', '', '', '', '', 'FADC', '', 'FADC', '', '', '', '')"
"('', '', '', '', '', 'FAF', '', 'FAF', '', '', '', '')"
"('', '', '', '', '', 'FDC', '', 'FDC', '', '', '', '')"
"('', '', '', '', '', 'FE', '', 'FE', '', '', '', '')"
"('', '', '', '', '', 'FEAE', '', 'FEAE', '', '', '', '')"
"('', '', '', '', '', 'FEC', '', 'FEC', '', '', '', '')"
"('', '', '', '', '', 'FECC', '', 'FECC', '', '', '', '')"
"('', '', '', '', '', 'FED', '', 'FED', '', '', '', '')"
"('', '', '', '', '', 'FEDC', '', 'FEDC', '', '', '', '')"
"('', '', '', '', '', 'FEE', '', 'FEE', '', '', '', '')"
"('', '', '', '', '', 'FEaE', '', 'FEaE', '', '', '', '')"
"('', '', '', '', '', 'FF', '', 'FF', '', '', '', '')"
"('', '', '', '', '', 'FF1F', '', 'FF1F', '', '', '', '')"
"('', '', '', '', '', 'FFB', '', 'FFB', '', '', '', '')"
"('', '', '', '', '', 'FFE', '', 'FFE', '', '', '', '')"
"('', '', '', '', '', 'FFEC', '', 'FFEC', '', '', '', '')"
"('', '', '', '', '', 'FFED', '', 'FFED', '', '', '', '')"
"('', '', '', '', '', 'FFEE', '', 'FFEE', '', '', '', '')"
"('', '', '', '', '', 'FaF', '', 'FaF', '', '', '', '')"
"('', '', '', '', '', 'Face', '', 'Face', '', '', '', '')"
"('', '', '', '', '', 'a', '', 'a', '', '', '', '')"
"('', '', '', '', '', 'a0', '', 'a0', '', '', '', '')"
"('', '', '', '', '', 'a0a', '', 'a0a', '', '', '', '')"
"('', '', '', '', '', 'a0f0', '', 'a0f0', '', '', '', '')"
"('', '', '', '', '', 'a1', '', 'a1', '', '', '', '')"
"('', '', '', '', '', 'a11', '', 'a11', '', '', '', '')"
"('', '', '', '', '', 'a1A', '', 'a1A', '', '', '', '')"
"('', '', '', '', '', 'a1a', '', 'a1a', '', '', '', '')"
"('', '', '', '', '', 'a1a0', '', 'a1a0', '', '', '', '')"
"('', '', '', '', '', 'a1aa', '', 'a1aa', '', '', '', '')"
"('', '', '', '', '', 'a1ab', '', 'a1ab', '', '', '', '')"
"('', '', '', '', '', 'a5', '', 'a5', '', '', '', '')"
"('', '', '', '', '', 'a9', '', 'a9', '', '', '', '')"
"('', '', '', '', '', 'aA', '', 'aA', '', '', '', '')"
"('', '', '', '', '', 'aA1', '', 'aA1', '', '', '', '')"
"('', '', '', '', '', 'aAA', '', 'aAA', '', '', '', '')"
"('', '', '', '', '', 'aAa', '', 'aAa', '', '', '', '')"
"('', '', '', '', '', 'aB0A', '', 'aB0A', '', '', '', '')"
"('', '', '', '', '', 'aCAA', '', 'aCAA', '', '', '', '')"
"('', '', '', '', '', 'aE', '', 'aE', '', '', '', '')"
"('', '', '', '', '', 'aEDC', '', 'aEDC', '', '', '', '')"
"('', '', '', '', '', 'aF', '', 'aF', '', '', '', '')"
"('', '', '', '', '', 'aFB', '', 'aFB', '', '', '', '')"
"('', '', '', '', '', 'aa', '', 'aa', '', '', '', '')"
"('', '', '', '', '', 'aa1a', '', 'aa1a', '', '', '', '')"
"('', '', '', '', '', 'aaAa', '', 'aaAa', '', '', '', '')"
"('', '', '', '', '', 'aaa', '', 'aaa', '', '', '', '')"
"('', '', '', '', '', 'aaa1', '', 'aaa1', '', '', '', '')"
"('', '', '', '', '', 'aaaa', '', 'aaaa', '', '', '', '')"
"('', '', '', '', '', 'aaad', '', 'aaad', '', '', '', '')"
"('', '', '', '', '', 'ab', '', 'ab', '', '', '', '')"
"('', '', '', '', '', 'ac', '', 'ac', '', '', '', '')"
"('', '', '', '', '', 'acce', '', 'acce', '', '', '', '')"
"('', '', '', '', '', 'ace', '', 'ace', '', '', '', '')"
"('', '', '', '', '', 'ad', '', 'ad', '', '', '', '')"
"('', '', '', '', '', 'adac', '', 'adac', '', '', '', '')"
"('', '', '', '', '', 'add', '', 'add', '', '', '', '')"
"('', '', '', '', '', 'ade', '', 'ade', '', '', '', '')"
"('', '', '', '', '', 'ae', '', 'ae', '', '', '', '')"
"('', '', '', '', '', 'ae0d', '', 'ae0d', '', '', '', '')"
"('', '', '', '', '', 'af', '', 'af', '', '', '', '')"
"('', '', '', '', '', 'af0e', '', 'af0e', '', '', '', '')"
"('', '', '', '', '', 'afe', '', 'afe', '', '', '', '')"
"('', '', '', '', '', 'b', '', 'b', '', '', '', '')"
"('', '', '', '', '', 'b0a', '', 'b0a', '', '', '', '')"
"('', '', '', '', '', 'b0ba', '', 'b0ba', '', '', '', '')"
"('', '', '', '', '', 'b1a1', '', 'b1a1', '', '', '', '')"
"('', '', '', '', '', 'b1ba', '', 'b1ba', '', '', '', '')"
"('', '', '', '', '', 'b4', '', 'b4', '', '', '', '')"
"('', '', '', '', '', 'bA', '', 'bA', '', '', '', '')"
"('', '', '', '', '', 'bAba', '', 'bAba', '', '', '', '')"
"('', '', '', '', '', 'ba', '', 'ba', '', '', '', '')"
"('', '', '', '', '', 'ba0a', '', 'ba0a', '', '', '', '')"
"('', '', '', '', '', 'ba1a', '', 'ba1a', '', '', '', '')"
"('', '', '', '', '', 'baAa', '', 'baAa', '', '', '', '')"
"('', '', '', '', '', 'baa', '', 'baa', '', '', '', '')"
"('', '', '', '', '', 'baaa', '', 'baaa', '', '', '', '')"
"('', '', '', '', '', 'baba', '', 'baba', '', '', '', '')"
"('', '', '', '', '', 'bad', '', 'bad', '', '', '', '')"
"('', '', '', '', '', 'badb', '', 'badb', '', '', '', '')"
"('', '', '', '', '', 'bb1b', '', 'bb1b', '', '', '', '')"
"('', '', '', '', '', 'be', '', 'be', '', '', '', '')"
"('', '', '', '', '', 'c', '', 'c', '', '', '', '')"
"('', '', '', '', '', 'c0', '', 'c0', '', '', '', '')"
"('', '', '', '', '', 'c0b', '', 'c0b', '', '', '', '')"
"('', '', '', '', '', 'c0cb', '', 'c0cb', '', '', '', '')"
"('', '', '', '', '', 'c1cb', '', 'c1cb', '', '', '', '')"
"('', '', '', '', '', 'c3', '', 'c3', '', '', '', '')"
"('', '', '', '', '', 'cA', '', 'cA', '', '', '', '')"
"('', '', '', '', '', 'cAcb', '', 'cAcb', '', '', '', '')"
"('', '', '', '', '', 'ca', '', 'ca', '', '', '', '')"
"('', '', '', '', '', 'caAa', '', 'caAa', '', '', '', '')"
"('', '', '', '', '', 'caaa', '', 'caaa', '', '', '', '')"
"('', '', '', '', '', 'cab', '', 'cab', '', '', '', '')"
"('', '', '', '', '', 'cb', '', 'cb', '', '', '', '')"
"('', '', '', '', '', 'cbAb', '', 'cbAb', '', '', '', '')"
"('', '', '', '', '', 'cba', '', 'cba', '', '', '', '')"
