"('C', 'Users\\user0\\source\\repos\\SharpGraphView\\packages\\Microsoft', '.Rest')"
"('C', 'Users\\user0\\source\\repos\\SharpGraphView\\packages\\Newtonsoft', '.Json')"
"('C', 'Users\\user0\\source\\repos\\SharpGraphView\\packages\\System', '.Buffer')"
"('C', 'Users\\user0\\source\\repos\\SharpGraphView\\packages\\System', '.Client')"
"('C', 'Users\\user0\\source\\repos\\SharpGraphView\\packages\\System', '.Diagno')"
"('C', 'Users\\user0\\source\\repos\\SharpGraphView\\packages\\System', '.IO')"
"('C', 'Users\\user0\\source\\repos\\SharpGraphView\\packages\\System', '.Identi')"
"('C', 'Users\\user0\\source\\repos\\SharpGraphView\\packages\\System', '.Memory')"
"('C', 'Users\\user0\\source\\repos\\SharpGraphView\\packages\\System', '.Numeri')"
"('C', 'Users\\user0\\source\\repos\\SharpGraphView\\packages\\System', '.Runtim')"
"('C', 'Users\\user0\\source\\repos\\SharpGraphView\\packages\\System', '.Securi')"
"('C', 'Users\\user0\\source\\repos\\SharpGraphView\\packages\\System', '.Text')"
"('C', 'Users\\user0\\source\\repos\\SharpGraphView\\packages\\System', '.Thread')"
"('C', 'Users\\user0\\source\\repos\\SharpGraphView\\packages\\System', '.ValueT')"
"('C', 'WINDOWS\\Microsoft', '.Net')"
"('F', 'SsTur6_uFf', '')"
"('F', 'ksr', '')"
"('L', 'j', '')"
"('M', 'Gb', '')"
"('P', 'O\\K', '')"
"('P', 'oK6A', '')"
"('R', 'TM', '')"
"('W', 'F', '')"
"('c', 'ci_ws\\ws\\198629\\source\\costura_fody\\src\\costura', '.templa')"
"('c', 'users\\user0\\source\\repos\\sharpgraphview\\sharpgraphview\\config', '.cs')"
"('c', 'users\\user0\\source\\repos\\sharpgraphview\\sharpgraphview\\program', '.cs')"
"('d', '5', '')"
"('d', 'b', '')"
"('o', '1I', '')"
"('t', 'H', '')"
"('w', 'r', '')"
