"('0.', '', '')"
"('DesktopOs.', '', '')"
"('DesktopOsHelper.', '', '')"
"('DeviceAuthHelper.', '', '')"
"('DeviceCodeResult.', '', '')"
"('DiagnosticListener.', '', '')"
"('DiagnosticSource.', '', '')"
"('Diagnostics.', '', '')"
"('DiagnosticsTraceWriter.', '', '')"
"('DirectoryObjectSecurity.', '', '')"
"('Discovery.', '', '')"
"('DiscretionaryAcl.', '', '')"
"('DiscriminatedUnionConverter.', '', '')"
"('DistributedContextPropagator.', '', '')"
"('Dnwn.', '', '')"
"('DoesNotReturnIfAttribute.', '', '')"
"('Double.', '', '')"
"('Drawing.', '', '')"
"('DriveInfo.', '', '')"
"('Du.', '', '')"
"('Duplex.', '', '')"
"('DuplicatePropertyNameHandling.', '', '')"
"('Dynamic.', '', '')"
"('DynamicDependencyAttribute.', '', '')"
"('DynamicValueProvider.', '', '')"
"('DynamicallyAccessedMemberTypes.', '', '')"
"('DynamicallyAccessedMembersAttribute.', '', '')"
"('E.', '', '')"
"('ECDsaAdapter.', '', '')"
"('ECDsaSecurityKey.', '', '')"
"('ECR.', '', '')"
"('ER.', '', '')"
"('EcdhKeyExchangeProvider.', '', '')"
"('Eg.', '', '')"
"('EmbeddedUiCommon.', '', '')"
"('EmbeddedWebViewOptions.', '', '')"
"('Emit.', '', '')"
"('Encoding.', '', '')"
"('EncodingUtils.', '', '')"
"('Encodings.', '', '')"
"('EncryptingCredentials.', '', '')"
"('EntityKeyMemberConverter.', '', '')"
"('Enumerator.', '', '')"
"('Environment.', '', '')"
"('EpochTime.', '', '')"
"('Error.', '', '')"
"('ErrorContext.', '', '')"
"('ErrorEventArgs.', '', '')"
"('EventBasedAsync.', '', '')"
"('EventLogLevel.', '', '')"
"('EventSource.', '', '')"
"('Events.', '', '')"
"('Exception.', '', '')"
"('Executors.', '', '')"
"('ExpandoObjectConverter.', '', '')"
"('ExponentialBackoffRetryStrategy.', '', '')"
"('ExpressionValueProvider.', '', '')"
"('Expressions.', '', '')"
"('Extensibility.', '', '')"
"('Extensions.', '', '')"
"('F.', '', '')"
"('F0C.', '', '')"
"('Factories.', '', '')"
"('File.', '', '')"
"('FileIOWithRetries.', '', '')"
"('FileSystem.', '', '')"
"('FileSystemAccessRule.', '', '')"
"('FileSystemAclExtensions.', '', '')"
"('FileSystemAuditRule.', '', '')"
"('FileSystemRights.', '', '')"
"('FileSystemSecurity.', '', '')"
"('FileVersionInfo.', '', '')"
"('FileWithPermissions.', '', '')"
"('Files.', '', '')"
"('FilterString.', '', '')"
"('FixedIntervalRetryStrategy.', '', '')"
"('FloatFormatHandling.', '', '')"
"('FloatParseHandling.', '', '')"
"('Fody.', '', '')"
"('FodyWeavers.', '', '')"
"('FormatterAssemblyStyle.', '', '')"
"('Formatters.', '', '')"
"('Formatting.', '', '')"
"('Forms.', '', '')"
"('G.', '', '')"
"('GC.', '', '')"
"('GError.', '', '')"
"('GL.', '', '')"
"('GV.', '', '')"
"('Gc.', '', '')"
"('Generic.', '', '')"
"('GenericAce.', '', '')"
"('GenericAcl.', '', '')"
"('GenericSecurityDescriptor.', '', '')"
"('GetAuthorizationRequestUrlParameterBuilder.', '', '')"
"('GetAuthorizationRequestUrlParameters.', '', '')"
"('Globalization.', '', '')"
"('Guard.', '', '')"
"('Guid.', '', '')"
"('H.', '', '')"
"('HQji.', '', '')"
"('Handles.', '', '')"
"('HashAlgorithm.', '', '')"
"('Header.', '', '')"
"('Headers.', '', '')"
"('Hl.', '', '')"
"('HtmlEncoder.', '', '')"
"('Http.', '', '')"
"('HttpClientHandler.', '', '')"
"('HttpExtensions.', '', '')"
"('HttpManager.', '', '')"
"('HttpManagerManagedIdentity.', '', '')"
"('HttpManagerWithRetry.', '', '')"
"('HttpMessageWrapper.', '', '')"
"('HttpMethod.', '', '')"
"('HttpOperationException.', '', '')"
"('HttpOperationResponse.', '', '')"
"('HttpRequestMessage.', '', '')"
"('HttpRequestMessageWrapper.', '', '')"
"('HttpRequestWithStatusException.', '', '')"
"('HttpResponseMessageWrapper.', '', '')"
"('HttpStatusCode.', '', '')"
"('HttpStatusCodeErrorDetectionStrategy.', '', '')"
"('HttpStatusProvider.', '', '')"
"('HttpTelemetryManager.', '', '')"
"('Hz.', '', '')"
"('I.', '', '')"
"('IANA.', '', '')"
"('IAccount.', '', '')"
"('IAppConfig.', '', '')"
"('IAsyncDisposable.', '', '')"
"('IAsyncStateMachine.', '', '')"
"('IAttributeProvider.', '', '')"
"('IAuthenticationScheme.', '', '')"
"('IAuthorityValidator.', '', '')"
"('IAzureClient.', '', '')"
"('IAzureOperationResponse.', '', '')"
"('IBroker.', '', '')"
"('IByRefreshToken.', '', '')"
"('ICacheAccessor.', '', '')"
"('IClientApplicationBase.', '', '')"
"('ICompressionProvider.', '', '')"
"('IConfidentialClientApplication.', '', '')"
"('IConfidentialClientApplicationWithCertificate.', '', '')"
"('IContractResolver.', '', '')"
"('ICryptoProvider.', '', '')"
"('ICustomWebUi.', '', '')"
"('IHttpOperationResponse.', '', '')"
"('IHttpTelemetryManager.', '', '')"
"('IIdentityLogger.', '', '')"
"('IJsonLineInfo.', '', '')"
"('IK.', '', '')"
"('ILGeneration.', '', '')"
"('ILTemplate.', '', '')"
"('ILoggerAdapter.', '', '')"
"('ILongRunningWebApi.', '', '')"
"('IManagedIdentityApplication.', '', '')"
"('IMsalHttpClientFactory.', '', '')"
"('IO.', '', '')"
"('IPlatformProxy.', '', '')"
"('IPoPCryptoProvider.', '', '')"
"('IPublicClientApplication.', '', '')"
"('IReferenceResolver.', '', '')"
"('IRegionManager.', '', '')"
"('IRestLRO.', '', '')"
"('IS.', '', '')"
"('ISafeLogSecurityArtifact.', '', '')"
"('ISecurityTokenValidator.', '', '')"
"('ISerializationBinder.', '', '')"
"('IServiceBundle.', '', '')"
"('IServiceClientTracingInterceptor.', '', '')"
"('ITelemetryClient.', '', '')"
"('ITelemetryConfig.', '', '')"
"('ITelemetryEventPayload.', '', '')"
"('IThrottlingProvider.', '', '')"
"('ITokenCache.', '', '')"
"('ITokenCacheAccessor.', '', '')"
"('ITokenCacheInternal.', '', '')"
"('ITokenProvider.', '', '')"
"('ITokenReplayCache.', '', '')"
"('ITraceWriter.', '', '')"
"('ITransientErrorDetectionStrategy.', '', '')"
"('IUriInterceptor.', '', '')"
"('IUser.', '', '')"
"('IValueProvider.', '', '')"
"('IW.', '', '')"
"('IWebUI.', '', '')"
"('IWsTrustWebRequestManager.', '', '')"
"('IXv.', '', '')"
"('IdToken.', '', '')"
"('Identity.', '', '')"
"('IdentityModel.', '', '')"
"('IdentityModelEventSource.', '', '')"
"('IdentityModelTelemetryUtil.', '', '')"
"('IdentityNotMappedException.', '', '')"
"('IdentityReference.', '', '')"
"('IdentityReferenceCollection.', '', '')"
"('ImdsManagedIdentitySource.', '', '')"
"('InMemoryCryptoProvider.', '', '')"
"('InMemoryCryptoProviderCache.', '', '')"
"('InMemoryPartitionedAppTokenCacheAccessor.', '', '')"
"('InMemoryPartitionedUserTokenCacheAccessor.', '', '')"
"('IncrementalRetryStrategy.', '', '')"
"('InformationProtectionPolicy.', '', '')"
"('Infrastructure.', '', '')"
"('InheritanceFlags.', '', '')"
"('Install.', '', '')"
"('Instance.', '', '')"
"('Instrument.', '', '')"
"('Int16.', '', '')"
"('Int32.', '', '')"
"('Int64.', '', '')"
"('IntPtr.', '', '')"
"('Interfaces.', '', '')"
"('Internal.', '', '')"
"('InternalValidators.', '', '')"
"('InteropException.', '', '')"
"('InteropServices.', '', '')"
"('IntuneAppProtectionPolicyRequiredException.', '', '')"
"('Iso8601TimeSpanConverter.', '', '')"
"('IsoDateTimeConverter.', '', '')"
"('IsolatedStorage.', '', '')"
"('Items.', '', '')"
"('J.', '', '')"
"('J0.', '', '')"
"('JArray.', '', '')"
"('JConstructor.', '', '')"
"('JContainer.', '', '')"
"('JObject.', '', '')"
"('JProperty.', '', '')"
"('JPropertyDescriptor.', '', '')"
"('JRaw.', '', '')"
"('JSON.', '', '')"
"('JToken.', '', '')"
"('JTokenEqualityComparer.', '', '')"
"('JTokenReader.', '', '')"
"('JTokenType.', '', '')"
"('JTokenWriter.', '', '')"
"('JValue.', '', '')"
"('JYz1.', '', '')"
"('JavaScriptDateTimeConverter.', '', '')"
"('JavaScriptEncoder.', '', '')"
"('Jmg.', '', '')"
"('Jot.', '', '')"
"('Json.', '', '')"
"('JsonArrayAttribute.', '', '')"
"('JsonArrayContract.', '', '')"
"('JsonClaimSet.', '', '')"
"('JsonClaimValueTypes.', '', '')"
"('JsonCloneSettings.', '', '')"
"('JsonCommentHandling.', '', '')"
"('JsonContainerAttribute.', '', '')"
"('JsonContainerContract.', '', '')"
"('JsonContract.', '', '')"
"('JsonConvert.', '', '')"
"('JsonConverter.', '', '')"
"('JsonConverterAttribute.', '', '')"
"('JsonConverterFactory.', '', '')"
"('JsonConverterHelper.', '', '')"
"('JsonDictionaryContract.', '', '')"
"('JsonDocument.', '', '')"
"('JsonDocumentOptions.', '', '')"
"('JsonDynamicContract.', '', '')"
"('JsonElement.', '', '')"
"('JsonEncodedText.', '', '')"
"('JsonException.', '', '')"
"('JsonExtensionDataAttribute.', '', '')"
"('JsonISerializableContract.', '', '')"
"('JsonLoadSettings.', '', '')"
"('JsonMergeSettings.', '', '')"
"('JsonModelConverter.', '', '')"
"('JsonNameTable.', '', '')"
"('JsonNamingPolicy.', '', '')"
"('JsonObjectAttribute.', '', '')"
"('JsonObjectContract.', '', '')"
"('JsonProperty.', '', '')"
"('JsonPropertyAttribute.', '', '')"
"('JsonPropertyCollection.', '', '')"
"('JsonPropertyNameAttribute.', '', '')"
"('JsonReader.', '', '')"
"('JsonReaderException.', '', '')"
"('JsonReaderOptions.', '', '')"
"('JsonReaderState.', '', '')"
"('JsonSchema.', '', '')"
"('JsonSchemaException.', '', '')"
"('JsonSchemaGenerator.', '', '')"
"('JsonSchemaResolver.', '', '')"
"('JsonSchemaType.', '', '')"
"('JsonSelectSettings.', '', '')"
"('JsonSerializationException.', '', '')"
"('JsonSerializer.', '', '')"
"('JsonSerializerExtensions.', '', '')"
"('JsonSerializerOptions.', '', '')"
"('JsonSerializerPrimitives.', '', '')"
"('JsonSerializerSettings.', '', '')"
"('JsonStringEnumConverter.', '', '')"
"('JsonTextReader.', '', '')"
"('JsonTextWriter.', '', '')"
"('JsonToken.', '', '')"
"('JsonTokenType.', '', '')"
"('JsonTypeReflector.', '', '')"
"('JsonValidatingReader.', '', '')"
"('JsonValueKind.', '', '')"
"('JsonWebAlgorithmsKeyTypes.', '', '')"
"('JsonWebKey.', '', '')"
"('JsonWebKeyConverter.', '', '')"
"('JsonWebKeySerializer.', '', '')"
"('JsonWebKeySet.', '', '')"
"('JsonWebKeySetSerializer.', '', '')"
"('JsonWebToken.', '', '')"
"('JsonWebTokenConstants.', '', '')"
"('JsonWebTokenHandler.', '', '')"
"('JsonWebTokens.', '', '')"
"('JsonWriter.', '', '')"
"('JsonWriterException.', '', '')"
"('JsonWriterOptions.', '', '')"
"('Jwt.', '', '')"
"('JwtConstants.', '', '')"
"('JwtHeader.', '', '')"
"('JwtHeaderParameterNames.', '', '')"
"('JwtPayload.', '', '')"
"('JwtRegisteredClaimNames.', '', '')"
"('JwtSecurityToken.', '', '')"
"('JwtSecurityTokenConverter.', '', '')"
"('JwtSecurityTokenHandler.', '', '')"
"('JwtTokenDecryptionParameters.', '', '')"
"('JwtTokenUtilities.', '', '')"
"('K.', '', '')"
"('K4c.', '', '')"
"('KebabCaseNamingStrategy.', '', '')"
"('Kerberos.', '', '')"
"('KerberosKeyTypes.', '', '')"
"('KerberosSupplementalTicket.', '', '')"
"('KerberosSupplementalTicketManager.', '', '')"
"('KerberosTicketContainer.', '', '')"
"('Kernel32.', '', '')"
"('Key.', '', '')"
"('KeyValuePairConverter.', '', '')"
"('KeyWrapProvider.', '', '')"
"('KnownAce.', '', '')"
"('Ky.', '', '')"
"('L.', '', '')"
"('LKGConfigurationCacheOptions.', '', '')"
"('LRO.', '', '')"
"('LSystem.', '', '')"
"('Libsecret.', '', '')"
"('Lightweight.', '', '')"
"('LineInfoHandling.', '', '')"
"('Linq.', '', '')"
"('LinqToJsonTests.', '', '')"
"('LinuxNativeMethods.', '', '')"
"('LogEntry.', '', '')"
"('LogHelper.', '', '')"
"('LogLevel.', '', '')"
"('Logger.', '', '')"
"('LoggerContext.', '', '')"
"('Logging.', '', '')"
"('M.', '', '')"
"('MD.', '', '')"
"('MH.', '', '')"
"('MSAL.', '', '')"
"('Mail.', '', '')"
"('ManagedIdentity.', '', '')"
"('ManagedIdentityApplication.', '', '')"
"('ManagedIdentityApplicationBuilder.', '', '')"
"('ManagedIdentityClient.', '', '')"
"('ManagedIdentityId.', '', '')"
"('ManagedIdentityResponse.', '', '')"
"('ManagedIdentitySource.', '', '')"
"('Management.', '', '')"
"('Math.', '', '')"
"('Matrix3x2.', '', '')"
"('Matrix4x4.', '', '')"
"('MeasureDurationResult.', '', '')"
"('MemberSerialization.', '', '')"
"('Memory.', '', '')"
"('MemoryMappedFiles.', '', '')"
"('MemoryTraceWriter.', '', '')"
"('MergeArrayHandling.', '', '')"
"('MergeNullValueHandling.', '', '')"
"('MetadataPropertyHandling.', '', '')"
"('Meter.', '', '')"
"('MeterListener.', '', '')"
"('Metrics.', '', '')"
"('Microsoft.', '', '')"
"('MissingMemberHandling.', '', '')"
"('MnopzG.', '', '')"
"('ModelReaderWriter.', '', '')"
"('ModelReaderWriterOptions.', '', '')"
"('Mqhhh.', '', '')"
"('Msal.', '', '')"
"('MsalAccessTokenCacheItem.', '', '')"
"('MsalAccountCacheItem.', '', '')"
"('MsalAppMetadataCacheItem.', '', '')"
"('MsalCacheHelper.', '', '')"
"('MsalError.', '', '')"
"('MsalException.', '', '')"
"('MsalIdParameter.', '', '')"
"('MsalItemWithAdditionalFields.', '', '')"
"('MsalLoggerExtensions.', '', '')"
"('MsalManagedIdentityException.', '', '')"
"('MsalRefreshTokenCacheItem.', '', '')"
"('MsalServiceException.', '', '')"
"('MsalThrottledServiceException.', '', '')"
"('MsalThrottledUiRequiredException.', '', '')"
"('MsalTokenResponse.', '', '')"
"('MsalUiRequiredException.', '', '')"
"('MyApplication.', '', '')"
"('MyAppsSecrets.', '', '')"
"('N.', '', '')"
"('NA.', '', '')"
"('NETCore.', '', '')"
"('NETStandard.', '', '')"
"('NN.', '', '')"
"('NSystem.', '', '')"
"('NTAccount.', '', '')"
"('NV.', '', '')"
"('NameResolution.', '', '')"
"('NamingStrategy.', '', '')"
"('Native.', '', '')"
"('NativeObjectSecurity.', '', '')"
"('Net.', '', '')"
"('NetDesktopPlatformProxy.', '', '')"
"('NetTcp.', '', '')"
"('NetworkInformation.', '', '')"
"('Newtonsoft.', '', '')"
"('NonGeneric.', '', '')"
"('NonPII.', '', '')"
"('NotNullWhenAttribute.', '', '')"
"('Notes.', '', '')"
"('NuGet.', '', '')"
"('NullAuthorityValidator.', '', '')"
"('NullIdentityModelLogger.', '', '')"
"('NullTelemetryClient.', '', '')"
"('NullValueHandling.', '', '')"
"('Numerics.', '', '')"
"('NvWosys.', '', '')"
"('O.', '', '')"
"('OAuth2.', '', '')"
"('OAuth2ResponseBase.', '', '')"
"('OData.', '', '')"
"('ODataMethodAttribute.', '', '')"
"('OK.', '', '')"
"('ON.', '', '')"
"('OSVERSIONINFOEXW.', '', '')"
"('Object.', '', '')"
"('ObjectAccessRule.', '', '')"
"('ObjectAce.', '', '')"
"('ObjectAceFlags.', '', '')"
"('ObjectAuditRule.', '', '')"
"('ObjectCreationHandling.', '', '')"
"('ObjectEnumerator.', '', '')"
"('ObjectModel.', '', '')"
"('ObjectSecurity.', '', '')"
"('ObservabilityConstants.', '', '')"
"('Om.', '', '')"
"('OnBeforeTokenRequestData.', '', '')"
"('OpenTelemetry.', '', '')"
"('OperatingSystems.', '', '')"
"('Os5W.', '', '')"
"('OsBrowser.', '', '')"
"('OsCapabilitiesExtensions.', '', '')"
"('OsInfo.', '', '')"
"('OtelInstrumentation.', '', '')"
"('Overlapped.', '', '')"
"('P.', '', '')"
"('PSystem.', '', '')"
"('Package.', '', '')"
"('Parallel.', '', '')"
"('Parameters.', '', '')"
"('Path.', '', '')"
"('People.', '', '')"
"('Permissions.', '', '')"
"('PersistableModelProxyAttribute.', '', '')"
"('Ping.', '', '')"
"('Pipes.', '', '')"
"('Plane.', '', '')"
"('PlatformProxyFactory.', '', '')"
"('PlatformsCommon.', '', '')"
"('PoP.', '', '')"
"('PoPAuthenticationConfiguration.', '', '')"
"('PoPClaimTypes.', '', '')"
